district,hazard,rp,contributer,tot_k_recipient_BE,tot_k_recipient_PE,dk_public_recipient,int_cost_BE,ext_cost_BE,frac_k_BE,tot_k_contributer,prov_assets_PE,frac_k_PE,transfer_pub_BE,transfer_pub_PE,PE_to_BE,dw
Galle,PF,50.0,Vavuniya,350461755427.749,349949967091.50854,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009308191094440088,0.0,0.0,,
Galle,PF,100.0,Ampara,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,182023165047.55347,0.02572140693050619,0.0,0.0,,
Galle,PF,100.0,Anuradhapura,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.036051535726010345,0.0,0.0,,
Galle,PF,100.0,Badulla,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.03396887410311669,0.0,0.0,,
Galle,PF,100.0,Batticaloa,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.019071945944977457,0.0,0.0,,
Galle,PF,100.0,Colombo,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.17044963207017289,0.0,0.0,,
Galle,PF,100.0,Galle,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,349884379855.32385,0.049441610964931125,0.0,0.0,,
Galle,PF,100.0,Gampaha,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1133425736921.6853,0.1601626067608221,0.0,0.0,,
Galle,PF,100.0,Hambantota,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.03093800003330425,0.0,0.0,,
Galle,PF,100.0,Kalutara,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07781599330277925,0.0,0.0,,
Galle,PF,100.0,Kandy,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.0689055704387182,0.0,0.0,,
Galle,PF,100.0,Kegalle,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.03883323707564764,0.0,0.0,,
Galle,PF,100.0,Kurunegala,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08089117964048471,0.0,0.0,,
Galle,PF,100.0,Mannar,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.003122401151771927,0.0,0.0,,
Galle,PF,100.0,Matale,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024552215332216236,0.0,0.0,,
Galle,PF,100.0,Moneragala,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014968978239245178,0.0,0.0,,
Galle,PF,100.0,Mullaitivu,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.002547124720882824,0.0,0.0,,
Galle,PF,100.0,Nuwara Eliya,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.027410914209096887,0.0,0.0,,
Galle,PF,100.0,Polonnaruwa,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.025147699459927123,0.0,0.0,,
Galle,PF,100.0,Puttalam,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.04134525588103855,0.0,0.0,,
Galle,PF,100.0,Rathnapura,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.04425880216958095,0.0,0.0,,
Galle,PF,100.0,Trincomalee,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.015086738481743515,0.0,0.0,,
Galle,PF,100.0,Vavuniya,350461755427.7486,349884379855.32385,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.00930827736302606,0.0,0.0,,
Galle,PF,250.0,Ampara,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,182023165047.55347,0.025721539989742574,0.0,0.0,,
Galle,PF,250.0,Anuradhapura,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.036051722223966194,0.0,0.0,,
Galle,PF,250.0,Badulla,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.033969049827269775,0.0,0.0,,
Galle,PF,250.0,Batticaloa,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.01907204460593215,0.0,0.0,,
Galle,PF,250.0,Colombo,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.17045051382201276,0.0,0.0,,
Galle,PF,250.0,Galle,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,349847771518.2848,0.04943669363775209,0.0,0.0,,
Galle,PF,250.0,Gampaha,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1133425736921.6853,0.16016343529692087,0.0,0.0,,
Galle,PF,250.0,Hambantota,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.03093816007846316,0.0,0.0,,
Galle,PF,250.0,Kalutara,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07781639585216837,0.0,0.0,,
Galle,PF,250.0,Kandy,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06890592689365901,0.0,0.0,,
Galle,PF,250.0,Kegalle,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.038833437963603945,0.0,0.0,,
Galle,PF,250.0,Kurunegala,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.0808915980980995,0.0,0.0,,
Galle,PF,250.0,Mannar,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.0031224173042442263,0.0,0.0,,
Galle,PF,250.0,Matale,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024552342343115464,0.0,0.0,,
Galle,PF,250.0,Moneragala,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014969055675165356,0.0,0.0,,
Galle,PF,250.0,Mullaitivu,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.0025471378973965057,0.0,0.0,,
Galle,PF,250.0,Nuwara Eliya,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.02741105600831196,0.0,0.0,,
Galle,PF,250.0,Polonnaruwa,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.025147829551321266,0.0,0.0,,
Galle,PF,250.0,Puttalam,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.04134546976390236,0.0,0.0,,
Galle,PF,250.0,Rathnapura,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.04425903112449138,0.0,0.0,,
Galle,PF,250.0,Trincomalee,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.01508681652684841,0.0,0.0,,
Galle,PF,250.0,Vavuniya,350461755427.7494,349847771518.2848,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009308325515612788,0.0,0.0,,
Galle,PF,500.0,Ampara,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,182023165047.55347,0.0257216143954912,0.0,0.0,,
Galle,PF,500.0,Anuradhapura,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.03605182651225462,0.0,0.0,,
Galle,PF,500.0,Badulla,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.03396914809092675,0.0,0.0,,
Galle,PF,500.0,Batticaloa,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.01907209977641406,0.0,0.0,,
Galle,PF,500.0,Colombo,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.17045100689117149,0.0,0.0,,
Galle,PF,500.0,Galle,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,349827300569.95264,0.04943394390447592,0.0,0.0,,
Galle,PF,500.0,Gampaha,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1133425736921.6853,0.16016389860822766,0.0,0.0,,
Galle,PF,500.0,Hambantota,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.030938249574541644,0.0,0.0,,
Galle,PF,500.0,Kalutara,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07781662095483295,0.0,0.0,,
Galle,PF,500.0,Kandy,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06890612622064632,0.0,0.0,,
Galle,PF,500.0,Kegalle,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.03883355029867504,0.0,0.0,,
Galle,PF,500.0,Kurunegala,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08089183209652713,0.0,0.0,,
Galle,PF,500.0,Mannar,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.003122426336588212,0.0,0.0,,
Galle,PF,500.0,Matale,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.02455241336667833,0.0,0.0,,
Galle,PF,500.0,Moneragala,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014969098976763712,0.0,0.0,,
Galle,PF,500.0,Mullaitivu,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.00254714526560627,0.0,0.0,,
Galle,PF,500.0,Nuwara Eliya,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.02741113530139253,0.0,0.0,,
Galle,PF,500.0,Polonnaruwa,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.025147902297474288,0.0,0.0,,
Galle,PF,500.0,Puttalam,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.041345589365630375,0.0,0.0,,
Galle,PF,500.0,Rathnapura,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.04425915915439727,0.0,0.0,,
Galle,PF,500.0,Trincomalee,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.015086860169098387,0.0,0.0,,
Galle,PF,500.0,Vavuniya,350461755427.74927,349827300569.95264,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009308352442185952,0.0,0.0,,
Galle,PF,1000.0,Ampara,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,182023165047.55347,0.025721712872367093,0.0,0.0,,
Galle,PF,1000.0,Anuradhapura,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.03605196453902038,0.0,0.0,,
Galle,PF,1000.0,Badulla,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.033969278144022536,0.0,0.0,,
Galle,PF,1000.0,Batticaloa,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.01907217279519017,0.0,0.0,,
Galle,PF,1000.0,Colombo,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.17045165947395238,0.0,0.0,,
Galle,PF,1000.0,Galle,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,349800207213.2421,0.04943030460042239,0.0,0.0,,
Galle,PF,1000.0,Gampaha,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1133425736921.6853,0.16016451180614452,0.0,0.0,,
Galle,PF,1000.0,Hambantota,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.030938368023645066,0.0,0.0,,
Galle,PF,1000.0,Kalutara,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07781691888083427,0.0,0.0,,
Galle,PF,1000.0,Kandy,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06890639003223822,0.0,0.0,,
Galle,PF,1000.0,Kegalle,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.03883369897545148,0.0,0.0,,
Galle,PF,1000.0,Kurunegala,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08089214179617457,0.0,0.0,,
Galle,PF,1000.0,Mannar,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.003122438291000797,0.0,0.0,,
Galle,PF,1000.0,Matale,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024552507367191938,0.0,0.0,,
Galle,PF,1000.0,Moneragala,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014969156286934042,0.0,0.0,,
Galle,PF,1000.0,Mullaitivu,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.002547155017517808,0.0,0.0,,
Galle,PF,1000.0,Nuwara Eliya,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.027411240246709247,0.0,0.0,,
Galle,PF,1000.0,Polonnaruwa,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.02514799857785605,0.0,0.0,,
Galle,PF,1000.0,Puttalam,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.041345747659911995,0.0,0.0,,
Galle,PF,1000.0,Rathnapura,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.04425932860347057,0.0,0.0,,
Galle,PF,1000.0,Trincomalee,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.01508691793012511,0.0,0.0,,
Galle,PF,1000.0,Vavuniya,350461755427.74756,349800207213.2421,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009308388079819504,0.0,0.0,,
Gampaha,PF,5.0,Ampara,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,182023165047.55347,0.025732868649592046,0.0,0.0,,
Gampaha,PF,5.0,Anuradhapura,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.03606760065497094,0.0,0.0,,
Gampaha,PF,5.0,Badulla,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.03398401097699317,0.0,0.0,,
Gampaha,PF,5.0,Batticaloa,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.01908044459699259,0.0,0.0,,
Gampaha,PF,5.0,Colombo,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.1705255861502259,0.0,0.0,,
Gampaha,PF,5.0,Galle,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,350461755427.7487,0.04954526703659757,0.0,0.0,,
Gampaha,PF,5.0,Gampaha,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1129696308443.2266,0.15970674233416368,0.0,0.0,,
Gampaha,PF,5.0,Hambantota,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.030951786319039623,0.0,0.0,,
Gampaha,PF,5.0,Kalutara,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07785066889646014,0.0,0.0,,
Gampaha,PF,5.0,Kandy,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06893627545784693,0.0,0.0,,
Gampaha,PF,5.0,Kegalle,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.038850541558864984,0.0,0.0,,
Gampaha,PF,5.0,Kurunegala,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08092722556830147,0.0,0.0,,
Gampaha,PF,5.0,Mannar,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.0031237925253064947,0.0,0.0,,
Gampaha,PF,5.0,Matale,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024563156047700173,0.0,0.0,,
Gampaha,PF,5.0,Moneragala,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014975648567351414,0.0,0.0,,
Gampaha,PF,5.0,Mullaitivu,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.002548259745421189,0.0,0.0,,
Gampaha,PF,5.0,Nuwara Eliya,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.0274231287897145,0.0,0.0,,
Gampaha,PF,5.0,Polonnaruwa,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.025158905529161356,0.0,0.0,,
Gampaha,PF,5.0,Puttalam,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.04136367974524324,0.0,0.0,,
Gampaha,PF,5.0,Rathnapura,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.0442785243394807,0.0,0.0,,
Gampaha,PF,5.0,Trincomalee,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.015093461285004888,0.0,0.0,,
Gampaha,PF,5.0,Vavuniya,1133425736921.685,1129696308443.2266,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009312425225567035,0.0,0.0,,
Gampaha,PF,10.0,Ampara,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,182023165047.55347,0.025734816614413503,0.0,0.0,,
Gampaha,PF,10.0,Anuradhapura,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.036070330953649525,0.0,0.0,,
Gampaha,PF,10.0,Badulla,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.03398658354901289,0.0,0.0,,
Gampaha,PF,10.0,Batticaloa,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.01908188897676069,0.0,0.0,,
Gampaha,PF,10.0,Colombo,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.1705384948487275,0.0,0.0,,
Gampaha,PF,10.0,Galle,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,350461755427.7487,0.049549017587636836,0.0,0.0,,
Gampaha,PF,10.0,Gampaha,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1129160883634.405,0.1596431325700162,0.0,0.0,,
Gampaha,PF,10.0,Hambantota,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.030954129353224107,0.0,0.0,,
Gampaha,PF,10.0,Kalutara,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07785656215175174,0.0,0.0,,
Gampaha,PF,10.0,Kandy,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06894149389817485,0.0,0.0,,
Gampaha,PF,10.0,Kegalle,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.03885348252472782,0.0,0.0,,
Gampaha,PF,10.0,Kurunegala,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08093335171733879,0.0,0.0,,
Gampaha,PF,10.0,Mannar,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.0031240289947818455,0.0,0.0,,
Gampaha,PF,10.0,Matale,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024565015465883838,0.0,0.0,,
Gampaha,PF,10.0,Moneragala,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014976782216187265,0.0,0.0,,
Gampaha,PF,10.0,Mullaitivu,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.002548452647363355,0.0,0.0,,
Gampaha,PF,10.0,Nuwara Eliya,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.027425204706352638,0.0,0.0,,
Gampaha,PF,10.0,Polonnaruwa,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.025160810045272035,0.0,0.0,,
Gampaha,PF,10.0,Puttalam,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.041366810954364425,0.0,0.0,,
Gampaha,PF,10.0,Rathnapura,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.04428187620082714,0.0,0.0,,
Gampaha,PF,10.0,Trincomalee,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.015094603852202413,0.0,0.0,,
Gampaha,PF,10.0,Vavuniya,1133425736921.6846,1129160883634.405,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009313130171330715,0.0,0.0,,
Gampaha,PF,25.0,Ampara,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,182023165047.55347,0.02574010254749264,0.0,0.0,,
Gampaha,PF,25.0,Anuradhapura,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.036077739802075376,0.0,0.0,,
Gampaha,PF,25.0,Badulla,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.03399356439558042,0.0,0.0,,
Gampaha,PF,25.0,Batticaloa,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.019085808398051542,0.0,0.0,,
Gampaha,PF,25.0,Colombo,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.1705735234671433,0.0,0.0,,
Gampaha,PF,25.0,Galle,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,350461755427.7487,0.049559194959212065,0.0,0.0,,
Gampaha,PF,25.0,Gampaha,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1127708380856.4883,0.15947052321241376,0.0,0.0,,
Gampaha,PF,25.0,Hambantota,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.030960487333494012,0.0,0.0,,
Gampaha,PF,25.0,Kalutara,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07787255389490158,0.0,0.0,,
Gampaha,PF,25.0,Kandy,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06895565448570036,0.0,0.0,,
Gampaha,PF,25.0,Kegalle,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.03886146303267526,0.0,0.0,,
Gampaha,PF,25.0,Kurunegala,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.0809499754332742,0.0,0.0,,
Gampaha,PF,25.0,Mannar,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.003124670670549391,0.0,0.0,,
Gampaha,PF,25.0,Matale,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024570061121727677,0.0,0.0,,
Gampaha,PF,25.0,Moneragala,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014979858448270895,0.0,0.0,,
Gampaha,PF,25.0,Mullaitivu,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.0025489760997100784,0.0,0.0,,
Gampaha,PF,25.0,Nuwara Eliya,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.02743083784526058,0.0,0.0,,
Gampaha,PF,25.0,Polonnaruwa,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.025165978077362917,0.0,0.0,,
Gampaha,PF,25.0,Puttalam,1133425736921.6863,1127708380856.4883,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.041375307700141875,0.0,0.0,,
