district,hazard,rp,contributer,tot_k_recipient_BE,tot_k_recipient_PE,dk_public_recipient,int_cost_BE,ext_cost_BE,frac_k_BE,tot_k_contributer,prov_assets_PE,frac_k_PE,transfer_pub_BE,transfer_pub_PE,PE_to_BE,dw
Ampara,PF,50.0,Matale,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024551015366815844,0.0,0.0,,
Ampara,PF,50.0,Moneragala,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.01496824664514162,0.0,0.0,,
Ampara,PF,50.0,Mullaitivu,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.002547000232664788,0.0,0.0,,
Ampara,PF,50.0,Nuwara Eliya,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.027409574527597725,0.0,0.0,,
Ampara,PF,50.0,Polonnaruwa,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.025146470390825085,0.0,0.0,,
Ampara,PF,50.0,Puttalam,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.041343235172281466,0.0,0.0,,
Ampara,PF,50.0,Rathnapura,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.044256639064111744,0.0,0.0,,
Ampara,PF,50.0,Trincomalee,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.015086001132223812,0.0,0.0,,
Ampara,PF,50.0,Vavuniya,182023165047.5533,181791674059.97705,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009307822430115863,0.0,0.0,,
Ampara,PF,100.0,Ampara,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,181778128663.4479,0.0256855749703941,0.0,0.0,,
Ampara,PF,100.0,Anuradhapura,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.03604984274148679,0.0,0.0,,
Ampara,PF,100.0,Badulla,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.033967278920637466,0.0,0.0,,
Ampara,PF,100.0,Batticaloa,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.019071050324065097,0.0,0.0,,
Ampara,PF,100.0,Colombo,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.17044162773462018,0.0,0.0,,
Ampara,PF,100.0,Galle,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,350461755427.7487,0.049520873382747355,0.0,0.0,,
Ampara,PF,100.0,Gampaha,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1133425736921.6853,0.1601550855052351,0.0,0.0,,
Ampara,PF,100.0,Hambantota,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.030936547181041746,0.0,0.0,,
Ampara,PF,100.0,Kalutara,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07781233905422384,0.0,0.0,,
Ampara,PF,100.0,Kandy,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06890233462470943,0.0,0.0,,
Ampara,PF,100.0,Kegalle,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.03883141346208875,0.0,0.0,,
Ampara,PF,100.0,Kurunegala,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08088738098080306,0.0,0.0,,
Ampara,PF,100.0,Mannar,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.0031222545234322508,0.0,0.0,,
Ampara,PF,100.0,Matale,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.024551062357183705,0.0,0.0,,
Ampara,PF,100.0,Moneragala,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014968275294197702,0.0,0.0,,
Ampara,PF,100.0,Mullaitivu,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.0025470051075946465,0.0,0.0,,
Ampara,PF,100.0,Nuwara Eliya,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.027409626989215737,0.0,0.0,,
Ampara,PF,100.0,Polonnaruwa,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.02514651852088718,0.0,0.0,,
Ampara,PF,100.0,Puttalam,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.041343314302769565,0.0,0.0,,
Ampara,PF,100.0,Rathnapura,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.04425672377082219,0.0,0.0,,
Ampara,PF,100.0,Trincomalee,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.01508603000666066,0.0,0.0,,
Ampara,PF,100.0,Vavuniya,182023165047.5534,181778128663.4479,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009307840245183528,0.0,0.0,,
Ampara,PF,250.0,Ampara,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,181757768241.39484,0.025682771894724284,0.0,0.0,,
Ampara,PF,250.0,Anuradhapura,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.036049946455887896,0.0,0.0,,
Ampara,PF,250.0,Badulla,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.03396737664356003,0.0,0.0,,
Ampara,PF,250.0,Batticaloa,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.019071105190949737,0.0,0.0,,
Ampara,PF,250.0,Colombo,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.170442118090472,0.0,0.0,,
Ampara,PF,250.0,Galle,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,350461755427.7487,0.04952101585293127,0.0,0.0,,
Ampara,PF,250.0,Gampaha,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1133425736921.6853,0.16015554626698925,0.0,0.0,,
Ampara,PF,250.0,Hambantota,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.030936636184632868,0.0,0.0,,
Ampara,PF,250.0,Kalutara,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.0778125629181725,0.0,0.0,,
Ampara,PF,250.0,Kandy,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06890253285482162,0.0,0.0,,
Ampara,PF,250.0,Kegalle,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.038831525178991945,0.0,0.0,,
Ampara,PF,250.0,Kurunegala,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08088761369156233,0.0,0.0,,
Ampara,PF,250.0,Mannar,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.0031222635060722125,0.0,0.0,,
Ampara,PF,250.0,Matale,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.02455113298991149,0.0,0.0,,
Ampara,PF,250.0,Moneragala,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014968318357511985,0.0,0.0,,
Ampara,PF,250.0,Mullaitivu,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.0025470124352579395,0.0,0.0,,
Ampara,PF,250.0,Nuwara Eliya,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.027409705845954955,0.0,0.0,,
Ampara,PF,250.0,Polonnaruwa,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.02514659086672589,0.0,0.0,,
Ampara,PF,250.0,Puttalam,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.041341882878121836,292588751288.0115,292588751288.0115,0.04134343324634204,0.0,0.0,,
Ampara,PF,250.0,Rathnapura,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.04425519147554543,313207099202.8782,313207099202.8782,0.04425685109619318,0.0,0.0,,
Ampara,PF,250.0,Trincomalee,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.015085507684840275,106764606466.16864,106764606466.16864,0.015086073408751996,0.0,0.0,,
Ampara,PF,250.0,Vavuniya,182023165047.55307,181757768241.39484,0.0,0.0,0.0,0.00930751798093915,65872061794.13898,65872061794.13898,0.009307867023582633,0.0,0.0,,
Ampara,PF,500.0,Ampara,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.02571930854270453,182023165047.55347,181722630946.75436,0.025677934408161875,0.0,0.0,,
Ampara,PF,500.0,Anuradhapura,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.03604859459207457,255126582126.828,255126582126.828,0.03605012544392847,0.0,0.0,,
Ampara,PF,500.0,Badulla,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.033966102875584415,240388171380.23062,240388171380.23062,0.03396754529163823,0.0,0.0,,
Ampara,PF,500.0,Batticaloa,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.019070390029360812,134966799207.36867,134966799207.36867,0.019071199879016856,0.0,0.0,,
Ampara,PF,500.0,Colombo,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.1704357265544405,1206224122748.3765,1206224122748.3765,0.17044296433585507,0.0,0.0,,
Ampara,PF,500.0,Galle,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.04951915882744547,350461755427.7487,350461755427.7487,0.04952126172485248,0.0,0.0,,
Ampara,PF,500.0,Gampaha,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.16014954047478178,1133425736921.6853,1133425736921.6853,0.16015634143952714,0.0,0.0,,
Ampara,PF,500.0,Hambantota,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.030935476068652806,218939527745.0528,218939527745.0528,0.03093678978507994,0.0,0.0,,
Ampara,PF,500.0,Kalutara,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.0778096449668751,550681905953.2819,550681905953.2819,0.07781294925766917,0.0,0.0,,
Ampara,PF,500.0,Kandy,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.06889994902738304,487625348588.0289,487625348588.0289,0.06890287495600508,0.0,0.0,,
Ampara,PF,500.0,Kegalle,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.038830069006684745,274811900478.42673,274811900478.42673,0.03883171797757523,0.0,0.0,,
Ampara,PF,500.0,Kurunegala,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.08088458042664395,572444135049.5549,572444135049.5549,0.08088801529869091,0.0,0.0,,
Ampara,PF,500.0,Mannar,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.0031221464219857026,22096355060.561516,22096355060.561516,0.0031222790081154067,0.0,0.0,,
Ampara,PF,500.0,Matale,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.024550212328675398,173749124834.95,173749124834.95,0.02455125488632521,0.0,0.0,,
Ampara,PF,500.0,Moneragala,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.014967757049384706,105931250339.33514,105931250339.33514,0.014968392675236057,0.0,0.0,,
Ampara,PF,500.0,Mullaitivu,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.0025469169229401178,18025285503.184315,18025285503.184315,0.0025470250811786667,0.0,0.0,,
Ampara,PF,500.0,Nuwara Eliya,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.02740867798896452,193979333038.3184,193979333038.3184,0.027409841935187376,0.0,0.0,,
Ampara,PF,500.0,Polonnaruwa,182023165047.55344,181722630946.75436,0.0,0.0,0.0,0.02514564787597101,177963198581.1634,177963198581.1634,0.0251467157195889,0.0,0.0,,
