,k_q1,k_q2,k_q3,k_q4,k_q5,dk_q1,dk_q2,dk_q3,dk_q4,dk_q5,dc_q1,dc_q2,dc_q3,dc_q4,dc_q5,dw_q1,dw_q2,dw_q3,dw_q4,dw_q5,nrh_q1,nrh_q2,nrh_q3,nrh_q4,nrh_q5,dw_pds_q1,dw_pds_q2,dw_pds_q3,dw_pds_q4,dw_pds_q5
5,165053.00554271156,247781.54170215008,328473.8378861877,447181.7267613055,992292.4664019812,22859.816686652888,32577.576045552887,42616.44178181583,57783.49645954755,127255.47084680006,19383.52331301127,42929.53409211116,68336.07532459204,107095.62918671075,287594.6533080707,182516.2486443783,97213.99118450558,76993.50597868071,64184.21682283172,45635.194665819996,0,0,0,0,0,0,0,0,0,0
10,164580.8323772595,247068.01474127293,327557.01628165034,446109.47117294447,992219.7388602494,22860.600233484172,32532.943287516428,43229.84699945977,57013.274681841816,126097.09996063505,19291.4713981299,42687.614419028054,68063.03277738226,106662.40226542464,287632.7510974923,183189.6673160879,97469.23329664535,79586.73696872516,62850.82184569907,46078.55416440721,0,0,0,0,0,0,0,0,0,0
25,165878.5353722011,249291.16725108647,330835.63700791984,451145.69807487447,1006348.8279570902,22904.317558107567,31822.176419310737,43085.71778535362,58118.48889078074,129112.22914547441,19524.304469056016,43087.821721181885,69013.61595512796,108310.38089503163,292449.40480669553,178616.952507883,93550.28259257259,78255.08818853358,63807.995720184066,45796.44320324789,0,0,0,0,0,0,0,0,0,0
50,166840.51070184034,250942.4128335397,333294.78608514095,454896.90049886587,1015181.0750912059,23423.81372772663,32740.346268727622,42682.57053589997,58088.18309356236,130204.92881793556,19898.845806148092,43668.39907900801,69791.71945062841,109500.57231728395,295411.63890497846,180106.9156778628,94473.16288893424,76244.75729615153,62469.67688063069,45211.892584054614,0,0,0,0,0,0,0,0,0,0
100,167594.71932627,252274.7059005366,335342.2954451963,458139.3475930369,1022766.0824536989,23106.169083497363,33034.3202673718,44133.62744245202,59416.024378254115,129989.62894957779,20075.3275256975,44080.80138285676,70617.4906933802,110392.4024617716,297882.55024635186,175434.96740366417,95190.84295888268,78669.7257431243,63425.851202831625,45448.81198211169,0,0,0,0,0,0,0,0,0,0
250,167780.23995268304,252573.25812341642,335736.54325654026,458742.2466801793,1024511.9607710019,23528.833978240018,33227.51801825195,43653.19936192562,59081.53169031728,130985.12554972566,20275.665076374073,44129.12002760704,70505.24857394179,110762.97296729693,298483.0989836947,180119.61572056785,96484.19634663696,77385.7745313302,63208.15229145788,45376.928719478215,0,0,0,0,0,0,0,0,0,0
500,167918.09705416442,252820.25144931898,336071.8337042558,459258.6186298093,1025457.3932959836,23302.274901052973,33080.092522917344,44279.216113281465,58917.88480589935,129649.72508276606,20205.710570835443,44305.17889544968,70747.16191472248,110916.96898546522,298787.11753874423,178775.04714864236,94810.0612413771,79195.08097780618,63241.321948237244,44878.996051619244,0,0,0,0,0,0,0,0,0,0
1000,167564.46742392477,252327.20551636527,335409.22395976516,458392.1474147095,1023504.1798243811,23253.702494360845,33084.6740270852,43616.884980281044,58099.552130148615,131307.24442357663,20142.536698803222,44165.737590062345,70405.35404416248,110634.02895901653,297887.7793779238,177821.2462845413,95610.06278317871,77105.97593093847,61233.36677104934,45473.10601996396,0,0,0,0,0,0,0,0,0,0
