,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,scale_fac_soc,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
33,Ampara,PF,5.0,33,52102059081,helped,a,43493.30859375,0.0,3.241972232373575,0.0,75890.76029783556,230988.84850577163,31744.921681528864,0.0,31744.921681528864,0.0,10429.708003615051,0.0,10429.708003615051,39543.96146971056,0.0,39543.96146971056,0.9171310535327595,2,36346.798828125,0.0,0,0.0,0.007259981997559126,0.0030111354721771197,-1,0.0,0.0,True,31188.880808177935,5937.5491344838665,6324.23002481963,19127.87924059135,2.1455891328553575e-05,10429.708003615051,0.0,10429.708003615051,39543.96146971056,19127.87924059135,386.6808903357633
34,Ampara,PF,5.0,34,52102059091,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,133528.55686287096,406421.11729208345,39235.897771617565,0.0,39235.897771617565,0.0,12890.847900745342,0.0,12890.847900745342,70709.11398055287,0.0,70709.11398055287,1.4736062984044183,1,36346.798828125,0.0,0,0.0,0.0054732201605824605,0.0024737534954628188,-1,0.0,0.0,True,38137.532502370836,10336.288415753073,11127.37973857258,28657.079423164134,2.1455891328553575e-05,12890.847900745342,0.0,12890.847900745342,70709.11398055287,28657.079423164134,791.0913228195067
35,Ampara,PF,5.0,35,52102059101,helped,a,43493.30859375,0.0,4.862958348560363,0.0,79044.18222716647,240586.924707016,22815.866236392536,0.0,22815.866236392536,0.0,7496.09103094984,0.0,7496.09103094984,41787.08188177856,0.0,41787.08188177856,1.5029449460977615,1,36346.798828125,0.0,0,0.0,0.007113691715146475,0.0024375575083521893,-1,0.0,0.0,True,22164.628440215558,6116.28144964446,6587.015185597206,16756.754221656352,2.1455891328553575e-05,7496.09103094984,0.0,7496.09103094984,41787.08188177856,16756.754221656352,470.73373595274643
36,Ampara,PF,5.0,36,52102060011,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,105491.44572760709,321084.5098955219,22284.261156398876,0.0,22284.261156398876,0.0,7321.433622335145,0.0,7321.433622335145,54371.56355096744,0.0,54371.56355096744,2.1113614491599133,1,36346.798828125,0.0,0,0.0,0.006157740367626415,0.0018116047184485438,-1,0.0,0.0,True,21395.89996847031,8098.711845580336,8790.953810633924,17353.09751891781,2.1455891328553575e-05,7321.433622335145,0.0,7321.433622335145,54371.56355096744,17353.09751891781,692.241965053588
37,Ampara,PF,5.0,37,52102060021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,76291.96779815528,232210.00452195894,30053.639015184075,0.0,30053.639015184075,0.0,9874.041666223662,0.0,9874.041666223662,39945.168970030274,0.0,39945.168970030274,1.0005819025314606,2,36346.798828125,0.0,0,0.0,0.007240867280425336,0.0029337761361860936,-1,0.0,0.0,True,29479.78333082606,5958.204801815774,6357.6639831796065,18830.64790467192,2.1455891328553575e-05,9874.041666223662,0.0,9874.041666223662,39945.168970030274,18830.64790467192,399.4591813638327
38,Ampara,PF,5.0,38,52102060031,helped,a,43493.30859375,0.0,4.502747025578729,0.0,61854.626670224374,188267.04243358347,16700.155172247658,0.0,16700.155172247658,0.0,5486.790731726768,0.0,5486.790731726768,25507.827842099374,0.0,25507.827842099374,1.1988533581797847,2,36346.798828125,0.0,0,0.0,0.008041626547917019,0.0017990478555238586,-1,0.0,0.0,True,16318.814682328264,4863.56648010607,5154.552222518698,10113.31676435477,2.1455891328553575e-05,5486.790731726768,0.0,5486.790731726768,25507.827842099374,10113.31676435477,290.98574241262713
39,Ampara,PF,5.0,39,52102060041,helped,a,43493.30859375,0.0,4.502747025578729,0.0,60139.95723148843,183048.0998684113,13197.448714560649,0.0,13197.448714560649,0.0,4335.986015855978,0.0,4335.986015855978,23793.15840336343,0.0,23793.15840336343,1.4743131652438624,2,36346.798828125,0.0,0,0.0,0.008155459553498208,0.0014525201759437115,-1,0.0,0.0,True,12827.826119630894,4716.438285207602,5011.663102624036,8136.223948321397,2.1455891328553575e-05,4335.986015855978,0.0,4335.986015855978,23793.15840336343,8136.223948321397,295.2248174164333
40,Ampara,PF,5.0,40,52102060051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,73982.6970432079,225181.27282287012,20257.75869684954,0.0,20257.75869684954,0.0,6655.631730185402,0.0,6655.631730185402,37635.898215082896,0.0,37635.898215082896,1.5293037570694088,2,36346.798828125,0.0,0,0.0,0.007353005924870206,0.0022497719771120525,-1,0.0,0.0,True,19669.54522684673,5733.142911833539,6165.224753600658,14661.76072593951,2.1455891328553575e-05,6655.631730185402,0.0,6655.631730185402,37635.898215082896,14661.76072593951,432.08184176711865
41,Ampara,PF,5.0,41,52102060061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,48480.07555637554,147558.8962910861,17755.98481661385,0.0,17755.98481661385,0.0,5833.680700546806,0.0,5833.680700546806,12133.276728250537,0.0,12133.276728250537,0.3547871938823325,2,36346.798828125,0.0,0,0.0,0.009083398165646546,0.0,-1,0.019267822736030827,0.0,True,17635.019247020296,19019.19978335656,4040.0062963646283,0.0,2.1455891328553575e-05,5833.680700546806,0.0,5833.680700546806,12133.276728250537,0.0,232.98457933087934
42,Ampara,PF,5.0,42,52102060071,helped,a,43493.30859375,0.0,2.701648215347238,0.0,122011.01352844006,371365.1491874735,33345.24393617618,0.0,33345.24393617618,0.0,10955.48954420616,0.0,10955.48954420616,64181.28345719216,0.0,64181.28345719216,1.596203465023732,1,36346.798828125,0.0,0,0.0,0.005725724904569222,0.0023269307775566524,-1,0.0,0.0,True,32335.308841760983,9429.114747540068,10167.584460703338,24877.786710022956,2.1455891328553575e-05,10955.48954420616,0.0,10955.48954420616,64181.28345719216,24877.786710022956,738.4697131632686
43,Ampara,PF,5.0,43,52102060091,helped,a,43493.30859375,0.0,2.701648215347238,0.0,113963.84798217926,346871.9764221571,33934.84301831796,0.0,33934.84301831796,0.0,11149.200725088245,0.0,11149.200725088245,60425.37384835558,0.0,60425.37384835558,1.4520819529552018,1,36346.798828125,0.0,0,0.0,0.005924428238197458,0.0025007602711199415,-1,0.0,0.0,True,32998.55743847086,8824.391430482701,9496.987331848271,24680.1707884857,2.1455891328553575e-05,11149.200725088245,0.0,11149.200725088245,60425.37384835558,24680.1707884857,672.5959013655711
44,Ampara,PF,5.0,44,52102060101,helped,a,43493.30859375,0.0,2.701648215347238,8333.332763671875,48268.013840785854,121549.35701522033,10420.20589359124,0.0,10420.20589359124,0.0,3423.7092112218274,0.0,3423.7092112218274,11921.21501266085,0.0,11921.21501266085,0.8154834835523991,2,36346.798828125,0.0,0,0.0,0.009103329894581746,0.0,-1,0.0,0.0,True,10257.757046449458,19006.611839529345,4022.3344867321543,0.0,2.1455891328553575e-05,3423.7092112218274,0.0,3423.7092112218274,11921.21501266085,0.0,227.9007135256193
45,Ampara,PF,5.0,45,52103067011,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,102753.42851170579,312750.80179445737,32092.05085299611,0.0,32092.05085299611,0.0,10543.756352332408,0.0,10543.756352332408,54737.26272699567,0.0,54737.26272699567,1.377085764231779,1,36346.798828125,0.0,0,0.0,0.006239242057664133,0.0025980225814073383,-1,0.0,0.0,True,31251.73573290928,7964.510835492061,8562.785709308815,22966.993059693377,2.1455891328553575e-05,10543.756352332408,0.0,10543.756352332408,54737.26272699567,22966.993059693377,598.2748738167534
46,Ampara,PF,5.0,46,52103067021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,102512.07002948405,312016.1785324594,34465.59916812833,0.0,34465.59916812833,0.0,11323.579219991449,0.0,11323.579219991449,55027.66205112837,0.0,55027.66205112837,1.2680494140821952,1,36346.798828125,0.0,0,0.0,0.0062465826988716685,0.002749130463139279,-1,0.0,0.0,True,33633.72048862254,7957.721480503094,8542.672502457004,24001.912434665504,2.1455891328553575e-05,11323.579219991449,0.0,11323.579219991449,55027.66205112837,24001.912434665504,584.9510219539102
