,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,scale_fac_soc,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
47,Ampara,PF,5.0,47,52103067031,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,117625.39303197702,358016.6279118183,28188.586233634454,0.0,28188.586233634454,0.0,9261.283628322723,0.0,9261.283628322723,61197.15811487233,0.0,61197.15811487233,1.8424433937939046,1,36346.798828125,0.0,0,0.0,0.00583148888081493,0.002062797368507097,-1,0.0,0.0,True,27205.44888278885,9060.814643487662,9802.116085998085,21650.108175332323,2.1455891328553575e-05,9261.283628322723,0.0,9261.283628322723,61197.15811487233,21650.108175332323,741.3014425104234
48,Ampara,PF,5.0,48,52103067041,helped,a,43493.30859375,0.0,1.8010988102314913,2499.999938964844,73981.20290810967,217567.49879558414,20803.352508198717,0.0,20803.352508198717,0.0,6834.938738310622,0.0,6834.938738310622,37634.40407998467,0.0,37634.40407998467,1.480504900810377,2,36346.798828125,0.0,0,0.0,0.007353080175682087,0.0022954895827178965,-1,0.0,0.0,True,20218.29820309625,5737.548061197715,6165.1002423424725,14912.732280783597,2.1455891328553575e-05,6834.938738310622,0.0,6834.938738310622,37634.40407998467,14912.732280783597,427.5521811447578
49,Ampara,PF,5.0,49,52103067061,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,173242.29277537798,527297.889277117,67276.09905788589,0.0,67276.09905788589,0.0,22103.38005666922,0.0,22103.38005666922,94540.01654258427,0.0,94540.01654258427,1.0767068468638308,1,36346.798828125,0.0,0,0.0,0.004805106682568002,0.003048366917946308,-1,0.0,0.0,True,65894.780603929,13483.692621278857,14436.857731281498,44096.83980984664,2.1455891328553575e-05,22103.38005666922,0.0,22103.38005666922,94540.01654258427,44096.83980984664,953.1651100026415
50,Ampara,PF,5.0,50,52103067071,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,112472.31443681991,342332.19299136556,51486.2855242953,0.0,51486.2855242953,0.0,16915.679603695615,0.0,16915.679603695615,62713.29119632907,0.0,62713.29119632907,0.8895108887010797,1,36346.798828125,0.0,0,0.0,0.005963581785685652,0.003398264786982917,-1,0.0,0.0,True,50611.38411917557,8775.74167711819,9372.692869734992,31197.161847620137,2.1455891328553575e-05,16915.679603695615,0.0,16915.679603695615,62713.29119632907,31197.161847620137,596.9511926168009
51,Ampara,PF,5.0,51,52103067081,helped,a,43493.30859375,0.0,2.701648215347238,0.0,130928.62116746003,398507.6881721863,36502.83710727036,0.0,36502.83710727036,0.0,11992.908224872917,0.0,11992.908224872917,68995.45540906262,0.0,68995.45540906262,1.561592240533993,1,36346.798828125,0.0,0,0.0,0.005527295692134975,0.0023672308166294764,-1,0.0,0.0,True,35420.880966667275,10122.976901128059,10910.71843062167,27084.01837022342,2.1455891328553575e-05,11992.908224872917,0.0,11992.908224872917,68995.45540906262,27084.01837022342,787.7415294936108
52,Ampara,PF,5.0,52,52103067091,helped,a,43493.30859375,0.0,5.403296430694476,0.0,98520.44416939592,299866.8594655649,33297.5818370036,0.0,33297.5818370036,0.0,10939.830290666448,0.0,10939.830290666448,52914.759027609216,0.0,52914.759027609216,1.2605999121022067,1,36346.798828125,0.0,0,0.0,0.006371868656419071,0.002759916305559603,-1,0.0,0.0,True,32498.559367350837,7648.647602114638,8210.037014116328,23141.19629832658,2.1455891328553575e-05,10939.830290666448,0.0,10939.830290666448,52914.759027609216,23141.19629832658,561.3894120016897
53,Ampara,PF,5.0,53,52103067101,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,112512.19319555954,342453.57204363693,33546.71589796411,0.0,33546.71589796411,0.0,11021.682611350701,0.0,11021.682611350701,59663.23421256336,0.0,59663.23421256336,1.4499646328767648,1,36346.798828125,0.0,0,0.0,0.005962524827726458,0.002503438033843171,-1,0.0,0.0,True,32622.46985537289,8712.238917297414,9376.016099629962,24387.480242367426,2.1455891328553575e-05,11021.682611350701,0.0,11021.682611350701,59663.23421256336,24387.480242367426,663.777182332547
54,Ampara,PF,5.0,54,52103068011,helped,a,43493.30859375,0.0,4.862958348560363,0.0,85913.1255691381,261493.94035406655,31828.745559091614,0.0,31828.745559091614,0.0,10457.248111462251,0.0,10457.248111462251,46621.13117644102,0.0,46621.13117644102,1.136201959258456,1,36346.798828125,0.0,0,0.0,0.00682339065026466,0.002949998485721078,-1,0.0,0.0,True,31139.518128444666,6681.30221617388,7159.427130761508,21299.833684239373,2.1455891328553575e-05,10457.248111462251,0.0,10457.248111462251,46621.13117644102,21299.833684239373,478.1249145876279
55,Ampara,PF,5.0,55,52103068021,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,95652.25555999498,291136.9484515914,22952.638126896487,0.0,22952.638126896487,0.0,7541.02706498292,0.0,7541.02706498292,49770.26448644898,0.0,49770.26448644898,1.839842426303962,1,36346.798828125,0.0,0,0.0,0.00646669514690269,0.0020654010130801525,-1,0.0,0.0,True,22153.225867167494,7368.446361725199,7971.021296666248,17624.78598077976,2.1455891328553575e-05,7541.02706498292,0.0,7541.02706498292,49770.26448644898,17624.78598077976,602.5749349410496
56,Ampara,PF,5.0,56,52103068031,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,81181.01221371742,247090.79811807317,24025.42901307119,0.0,24025.42901307119,0.0,7893.489603841598,0.0,7893.489603841598,43018.141083405375,0.0,43018.141083405375,1.4619781174543849,1,36346.798828125,0.0,0,0.0,0.007019444823970498,0.0024882951303852106,-1,0.0,0.0,True,23358.096668991253,6285.120479484841,6765.0843511431185,17507.773538475154,2.1455891328553575e-05,7893.489603841598,0.0,7893.489603841598,43018.141083405375,17507.773538475154,479.96387165827764
57,Ampara,PF,5.0,57,52103068041,helped,a,43493.30859375,0.0,1.6209861161867876,0.0,71568.52042630437,217833.23895630188,14688.572882572778,0.0,14688.572882572778,0.0,4825.890820962145,0.0,4825.890820962145,35221.72159817937,0.0,35221.72159817937,2.0693522114241802,2,36346.798828125,0.0,0,0.0,0.00747599455178319,0.0016789405044364191,-1,0.0,0.0,True,14114.433481383856,5510.94614346295,5964.043368858697,11013.037029252298,2.1455891328553575e-05,4825.890820962145,0.0,4825.890820962145,35221.72159817937,11013.037029252298,453.0972253957468
58,Ampara,PF,5.0,58,52103068051,helped,a,43493.30859375,0.0,3.241972232373575,0.0,57577.27530452685,175248.0601129486,15674.50672953396,0.0,15674.50672953396,0.0,5149.8167149318015,0.0,5149.8167149318015,21230.476476401847,0.0,21230.476476401847,1.0259116946353923,2,36346.798828125,0.0,0,0.0,0.008334977678081336,0.0016243405828152335,-1,0.0,0.0,True,15367.709659302645,4558.858885488247,4798.106275377238,8605.080413570731,2.1455891328553575e-05,5149.8167149318015,0.0,5149.8167149318015,21230.476476401847,8605.080413570731,239.24738988898983
59,Ampara,PF,5.0,59,52103068061,helped,a,43493.30859375,0.0,3.241972232373575,0.0,60476.37786207795,184072.0639685005,15271.888130996955,0.0,15271.888130996955,0.0,5017.537465302749,0.0,5017.537465302749,24129.579033952952,0.0,24129.579033952952,1.2514524336947563,2,36346.798828125,0.0,0,0.0,0.00813274414595051,0.001654015605512769,-1,0.0,0.0,True,14908.044962888518,4757.293236058896,5039.698155173162,9184.172544229661,2.1455891328553575e-05,5017.537465302749,0.0,5017.537465302749,24129.579033952952,9184.172544229661,282.40491911426693
60,Ampara,PF,5.0,60,52103068071,helped,a,43493.30859375,0.0,4.862958348560363,0.0,52360.93327150443,159371.07014880312,20254.048667445502,0.0,20254.048667445502,0.0,6654.412810077262,0.0,6654.412810077262,16014.134443379426,0.0,16014.134443379426,0.462116082911666,2,36346.798828125,0.0,0,0.0,0.008740299331567137,0.0016670628270399035,-1,0.0,0.0,True,20074.50771005078,19422.680045865938,4363.411105958702,8007.067221689715,2.1455891328553575e-05,6654.412810077262,0.0,6654.412810077262,16014.134443379426,8007.067221689715,152.90912641557136
61,Ampara,PF,5.0,61,52103068081,helped,a,43493.30859375,0.0,3.241972232373575,0.0,74836.00638684063,227778.49206183144,26731.054455197802,0.0,26731.054455197802,0.0,8782.415511790898,0.0,8782.415511790898,38489.207558715636,0.0,38489.207558715636,1.1113213695596773,2,36346.798828125,0.0,0,0.0,0.0073109648177687924,0.0027225042543438456,-1,0.0,0.0,True,26164.753913501794,5837.5473372562155,6236.333865570053,17383.032556236532,2.1455891328553575e-05,8782.415511790898,0.0,8782.415511790898,38489.207558715636,17383.032556236532,398.7865283138369
62,Ampara,PF,5.0,62,52103068091,helped,a,43493.30859375,0.0,3.241972232373575,0.0,56740.753008174324,172701.9356410689,13150.523725630692,0.0,13150.523725630692,0.0,4320.568937889233,0.0,4320.568937889233,20393.954180049324,0.0,20393.954180049324,1.2222619857209693,2,36346.798828125,0.0,0,0.0,0.008396193679850276,0.002006188444810316,-1,0.0,0.0,True,12844.442886348417,19748.691509922864,4728.396084014527,10196.977090024662,2.1455891328553575e-05,4320.568937889233,0.0,4320.568937889233,20393.954180049324,10196.977090024662,191.8826404144714
63,Ampara,PF,5.0,63,52103068101,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,44218.85499038566,134589.01131557365,11960.72707484915,0.0,11960.72707484915,0.0,3929.6644721034163,0.0,3929.6644721034163,7872.056162260661,0.0,7872.056162260661,0.32961137441612987,2,36346.798828125,0.0,0,0.0,0.009511001481271127,0.0,-1,0.019267822736030827,0.0,True,11885.0064718596,18745.885891601687,3684.9045825321386,0.0,2.1455891328553575e-05,3929.6644721034163,0.0,3929.6644721034163,7872.056162260661,0.0,151.19675725326115
64,Ampara,PF,5.0,64,52104072011,helped,a,43493.30859375,0.0,1.6209861161867876,0.0,605070.3868616446,1841653.8637589482,184996.1613957367,0.0,184996.1613957367,0.0,60779.98756789664,0.0,60779.98756789664,321643.09083630034,0.0,321643.09083630034,1.410100086943833,1,36346.798828125,0.0,0,0.0,0.0025711478243455113,0.002554582438499569,-1,0.0,0.0,True,180037.56384317385,46878.35803360082,50422.53223847038,133370.30389294057,2.1455891328553575e-05,60779.98756789664,0.0,60779.98756789664,321643.09083630034,133370.30389294057,3544.174204869558
65,Ampara,PF,5.0,65,52104072021,helped,a,43493.30859375,0.0,3.241972232373575,0.0,488820.2543676173,1487823.1189086481,189923.11946324928,0.0,189923.11946324928,0.0,62398.72629107678,0.0,62398.72629107678,266770.5896545297,0.0,266770.5896545297,1.0760768038195554,1,36346.798828125,0.0,0,0.0,0.002860588572073875,0.0030494375462792886,-1,0.0,0.0,True,186025.86045695716,38045.898167714004,40735.021197301445,124458.55421481251,2.1455891328553575e-05,62398.72629107678,0.0,62398.72629107678,266770.5896545297,124458.55421481251,2689.123029587439
66,Ampara,PF,5.0,66,52104072031,helped,a,43493.30859375,0.0,4.862958348560363,4999.999877929688,388132.9627445792,1166142.5691605092,337510.26327039057,0.0,337510.26327039057,0.0,110888.18977176788,0.0,110888.18977176788,243763.8236915932,0.0,243763.8236915932,0.39369360988401786,1,36346.798828125,0.0,0,0.0,0.0032102564850938565,0.004963056963179418,-1,0.0,0.0,True,334959.7250454583,30415.179840322628,32344.413562048267,142714.37715975218,2.1455891328553575e-05,110888.18977176788,0.0,110888.18977176788,243763.8236915932,142714.37715975218,1929.2337217256377
67,Ampara,PF,5.0,67,52104072041,helped,a,43493.30859375,0.0,2.4314791742801813,8000.000244140625,288429.644044353,853544.3193535536,155720.3755364375,0.0,155720.3755364375,0.0,51161.67909553303,0.0,51161.67909553303,164877.55158389598,0.0,164877.55158389598,0.7302568600713029,1,36346.798828125,0.0,0,0.0,0.0037240032272112186,0.003762709552473141,-1,0.0,0.0,True,153544.6608114277,22548.80550769137,24035.803670362748,86547.81673299028,2.1455891328553575e-05,51161.67909553303,0.0,51161.67909553303,164877.55158389598,86547.81673299028,1486.9981626713766
68,Ampara,PF,5.0,68,52104072051,helped,a,43493.30859375,0.0,0.8104930580933938,6000.0,137484.2297309482,400198.86254315026,52805.56266808663,0.0,52805.56266808663,0.0,17349.25326997227,0.0,17349.25326997227,74926.57378003621,0.0,74926.57378003621,1.090364681311523,1,36346.798828125,0.0,0,0.0,0.005393908229972148,0.0030253156876494124,-1,0.0,0.0,True,51707.745437298894,10698.598798507735,11457.019144245683,34782.97635989246,2.1455891328553575e-05,17349.25326997227,0.0,17349.25326997227,74926.57378003621,34782.97635989246,758.4203457379483
69,Ampara,PF,5.0,69,52104072061,helped,a,43493.30859375,0.0,0.8104930580933938,6999.999755859375,398446.47928267147,1191446.4578244807,125719.5448423154,0.0,125719.5448423154,0.0,41304.96600420502,0.0,41304.96600420502,212472.86384087865,0.0,212472.86384087865,1.361505866501204,1,36346.798828125,0.0,0,0.0,0.0031684364354063414,0.002618880019744863,-1,0.0,0.0,True,122464.39538567774,30890.544692197378,33203.87327355595,89648.39426382392,2.1455891328553575e-05,41304.96600420502,0.0,41304.96600420502,212472.86384087865,89648.39426382392,2313.3285813585762
70,Ampara,PF,5.0,70,52104072062,helped,a,43493.30859375,0.0,3.241972232373575,30000.0,317493.8412242044,875045.8779013845,115382.01405612715,0.0,115382.01405612715,0.0,37909.09176009505,0.0,37909.09176009505,171906.2106994746,0.0,171906.2106994746,1.161334546250832,1,36346.798828125,0.0,0,0.0,0.0035494604635498118,0.0029099908341971513,-1,0.0,0.0,True,112828.85311178156,24682.37840607811,26457.820102017035,77851.732388994,2.1455891328553575e-05,37909.09176009505,0.0,37909.09176009505,171906.2106994746,77851.732388994,1775.4416959389218
71,Ampara,PF,5.0,71,52104072071,helped,a,43493.30859375,0.0,1.6209861161867876,0.0,335218.1037876554,1020303.9670220191,89475.0086452377,0.0,89475.0086452377,0.0,29396.771652259366,0.0,29396.771652259366,175968.34787339624,0.0,175968.34787339624,1.6381286622981301,1,36346.798828125,0.0,0,0.0,0.003454349397698688,0.0022792461321883106,-1,0.0,0.0,True,86694.99727719626,25891.441111617372,27934.841982304617,67167.77151168494,2.1455891328553575e-05,29396.771652259366,0.0,29396.771652259366,175968.34787339624,67167.77151168494,2043.4008706872437
72,Ampara,PF,5.0,72,52104072081,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,139548.878343871,424745.18099988136,59653.549059330595,0.0,59653.549059330595,0.0,19599.011908419965,0.0,19599.011908419965,77087.61438162863,0.0,77087.61438162863,0.9637080002739032,1,36346.798828125,0.0,0,0.0,0.00535385765943229,0.0032512995154658267,-1,0.0,0.0,True,58556.089509186524,10877.8345599717,11629.073195322584,37387.035774038945,2.1455891328553575e-05,19599.011908419965,0.0,19599.011908419965,77087.61438162863,37387.035774038945,751.2386353508849
73,Ampara,PF,5.0,73,52104072091,helped,a,43493.30859375,0.0,4.862958348560363,0.0,98173.79896725177,298811.7748179861,27049.352194498297,0.0,27049.352194498297,0.0,8886.991371590437,0.0,8886.991371590437,51679.65084262923,0.0,51679.65084262923,1.5820216012323802,1,36346.798828125,0.0,0,0.0,0.00638310806751584,0.0023433391046739755,-1,0.0,0.0,True,26237.270675661613,7588.39700725374,8181.149913937647,20136.06502430361,2.1455891328553575e-05,8886.991371590437,0.0,8886.991371590437,51679.65084262923,20136.06502430361,592.752906683907
74,Ampara,PF,5.0,74,52104072101,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,318447.18144782574,969258.2794514407,91237.08968716735,0.0,91237.08968716735,0.0,29975.698604116536,0.0,29975.698604116536,168231.97928937542,0.0,168231.97928937542,1.5153517189041252,1,36346.798828125,0.0,0,0.0,0.0035441434439726772,0.002422458564768441,-1,0.0,0.0,True,88611.70604343241,24636.670112116713,26537.265120652144,67158.84873467407,2.1455891328553575e-05,29975.698604116536,0.0,29975.698604116536,168231.97928937542,67158.84873467407,1900.5950085354314
75,Ampara,PF,5.0,75,52104075011,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,86542.68964664827,263410.1457096851,19650.015738711107,0.0,19650.015738711107,0.0,6455.959428006586,0.0,6455.959428006586,44839.28017473042,0.0,44839.28017473042,1.9533480917833346,1,36346.798828125,0.0,0,0.0,0.006798526605139847,0.0019550394291655854,-1,0.0,0.0,True,18924.197127112093,6657.057901719032,7211.890803887356,15210.136972780057,2.1455891328553575e-05,6455.959428006586,0.0,6455.959428006586,44839.28017473042,15210.136972780057,554.8329021683239
76,Ampara,PF,5.0,76,52104075021,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,91524.962232987,278574.6980628795,18551.50884468808,0.0,18551.50884468808,0.0,6095.047964448472,0.0,6095.047964448472,47039.206775556544,0.0,47039.206775556544,2.207052760715566,1,36346.798828125,0.0,0,0.0,0.006610894347261547,0.0017299002927116836,-1,0.0,0.0,True,17779.142911463616,7018.338827236914,7627.08018608225,14459.384774874727,2.1455891328553575e-05,6095.047964448472,0.0,6095.047964448472,47039.206775556544,14459.384774874727,608.7413588453362
77,Ampara,PF,5.0,77,52104075031,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,112328.2915320566,341893.83020781755,45402.79693342456,0.0,45402.79693342456,0.0,14916.96591075795,0.0,14916.96591075795,61603.478713543685,0.0,61603.478713543685,1.028273938084553,1,36346.798828125,0.0,0,0.0,0.005967403695672581,0.003132568109381644,-1,0.0,0.0,True,44512.10210657993,8748.41708055746,9360.690961004717,29220.212190329315,2.1455891328553575e-05,14916.96591075795,0.0,14916.96591075795,61603.478713543685,29220.212190329315,612.273880447258
78,Ampara,PF,5.0,78,52104075041,helped,a,43493.30859375,0.0,2.701648215347238,0.0,105059.57623133021,319770.0279051154,30494.479226275318,0.0,30494.479226275318,0.0,10018.87852309356,0.0,10018.87852309356,55569.215940646565,0.0,55569.215940646565,1.4937240632824098,1,36346.798828125,0.0,0,0.0,0.006170383731441691,0.002448858501828366,-1,0.0,0.0,True,29629.33292365499,8130.317042297514,8754.964685944184,22357.95647146064,2.1455891328553575e-05,10018.87852309356,0.0,10018.87852309356,55569.215940646565,22357.95647146064,624.6476436466703
79,Ampara,PF,5.0,79,52104075051,helped,a,43493.30859375,0.0,7.204395240925965,0.0,53600.81345084749,163144.89576061151,14797.812430449238,0.0,14797.812430449238,0.0,4861.7811784255655,0.0,4861.7811784255655,17254.014622722487,0.0,17254.014622722487,0.837436851057634,2,36346.798828125,0.0,0,0.0,0.008638618704833699,0.0017669832518604673,-1,0.0,0.0,True,14560.957111573693,19515.356620873645,4466.734454237291,8627.007311361245,2.1455891328553575e-05,4861.7811784255655,0.0,4861.7811784255655,17254.014622722487,8627.007311361245,163.5558996864538
80,Ampara,PF,5.0,80,52104075071,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,70295.60521290696,213958.8645497968,36808.16016299353,0.0,36808.16016299353,0.0,12093.221287538847,0.0,12093.221287538847,33948.80638478196,0.0,33948.80638478196,0.593770104250319,2,36346.798828125,0.0,0,0.0,0.007543378653956656,0.00306376550740075,-1,0.0,0.0,True,36389.450348277685,5553.7250367934985,5857.96710107558,17965.183394022348,2.1455891328553575e-05,12093.221287538847,0.0,12093.221287538847,33948.80638478196,17965.183394022348,304.24206428208157
81,Ampara,PF,5.0,81,52104075081,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,91499.7670136834,278498.01132694556,26137.987078992963,0.0,26137.987078992963,0.0,8587.564832291955,0.0,8587.564832291955,48325.05494404069,0.0,48325.05494404069,1.5202964938216557,1,36346.798828125,0.0,0,0.0,0.006611804466892258,0.0024164745162747105,-1,0.0,0.0,True,25383.437552804862,7078.407170065182,7624.9805844736175,19256.9672879507,2.1455891328553575e-05,8587.564832291955,0.0,8587.564832291955,48325.05494404069,19256.9672879507,546.5734144084354
82,Ampara,PF,5.0,82,52104075091,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,96167.64427858661,292705.63805455674,32441.20981195408,0.0,32441.20981195408,0.0,10658.471582230006,0.0,10658.471582230006,51640.616732005125,0.0,51640.616732005125,1.2632742547928604,1,36346.798828125,0.0,0,0.0,0.006449343473240739,0.002756037013268236,-1,0.0,0.0,True,31661.105698076037,7465.7126712893805,8013.970356548884,22562.630810550818,2.1455891328553575e-05,10658.471582230006,0.0,10658.471582230006,51640.616732005125,22562.630810550818,548.2576852595042
83,Ampara,PF,5.0,83,52104075101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,61103.83843174395,185981.8668733748,12130.321678326281,0.0,12130.321678326281,0.0,3985.3843195486397,0.0,3985.3843195486397,24757.03960361895,0.0,24757.03960361895,1.712374645528472,2,36346.798828125,0.0,0,0.0,0.008090879801493745,0.001344094074952133,-1,0.0,0.0,True,11736.627539187888,4771.296692604824,5091.986535978663,7709.2780677730425,2.1455891328553575e-05,3985.3843195486397,0.0,3985.3843195486397,24757.03960361895,7709.2780677730425,320.68984337383904
84,Ampara,PF,5.0,84,52105079011,helped,a,43493.30859375,0.0,0.9005494051157459,3000.0,121001.98601080448,359162.8984386599,55557.07193677574,0.0,55557.07193677574,0.0,18253.18981713959,0.0,18253.18981713959,67497.80237497871,0.0,67497.80237497871,0.886378832453225,1,36346.798828125,0.0,0,0.0,0.005749548561385856,0.0034047474222245874,-1,0.0,0.0,True,54616.29193634143,9441.656825625345,10083.498834233707,33613.08578567335,2.1455891328553575e-05,18253.18981713959,0.0,18253.18981713959,67497.80237497871,33613.08578567335,641.8420086083632
85,Ampara,PF,5.0,85,52105079021,helped,a,43493.30859375,0.0,1.8010988102314913,1500.0,71679.36767253355,213605.0890193965,25969.180439193296,0.0,25969.180439193296,0.0,8532.13605201492,0.0,8532.13605201492,35332.56884440855,0.0,35332.56884440855,1.0320091870109922,2,36346.798828125,0.0,0,0.0,0.0074702117577714056,0.0026219006273432454,-1,0.0,0.0,True,25457.894646577777,5610.2597845395285,5973.280639377796,16142.81687228844,2.1455891328553575e-05,8532.13605201492,0.0,8532.13605201492,35332.56884440855,16142.81687228844,363.02085483826824
86,Ampara,PF,5.0,86,52105079031,helped,a,43493.30859375,0.0,0.9005494051157459,1000.000030517578,118426.92912961752,357412.5741281012,37906.408629190286,0.0,37906.408629190286,0.0,12454.069301226848,0.0,12454.069301226848,63243.885018961264,0.0,63243.885018961264,1.3398741150757054,1,36346.798828125,0.0,0,0.0,0.005811721060114054,0.00264822817307924,-1,0.0,0.0,True,36940.32356638548,9184.066729392758,9868.91076080146,26891.093393575622,2.1455891328553575e-05,12454.069301226848,0.0,12454.069301226848,63243.885018961264,26891.093393575622,684.8440314087028
87,Ampara,PF,5.0,87,52105079041,helped,a,43493.30859375,0.0,4.502747025578729,0.0,74376.5569144563,226380.06484676414,30961.013146265443,0.0,30961.013146265443,0.0,10172.156978403471,0.0,10172.156978403471,38029.758086331305,0.0,38029.758086331305,0.8997638732403062,2,36346.798828125,0.0,0,0.0,0.007333511219318926,0.002941472734632116,-1,0.0,0.0,True,30428.883781915418,5826.07522692411,6198.046409538026,18396.699203628927,2.1455891328553575e-05,10172.156978403471,0.0,10172.156978403471,38029.758086331305,18396.699203628927,371.97118261391586
88,Ampara,PF,5.0,88,52105079051,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,101437.96853380528,308746.9338089718,48521.91848827914,0.0,48521.91848827914,0.0,15941.744846150435,0.0,15941.744846150435,56917.68389969719,0.0,56917.68389969719,0.844483077548651,1,36346.798828125,0.0,0,0.0,0.0062795673698045045,0.0034938067061449462,-1,0.0,0.0,True,47738.78991593962,7919.319108663981,8453.164044483774,28750.56932003322,2.1455891328553575e-05,15941.744846150435,0.0,15941.744846150435,56917.68389969719,28750.56932003322,533.8449358197931
89,Ampara,PF,5.0,89,52105079061,helped,a,43493.30859375,0.0,4.502747025578729,0.0,88562.66069045712,269558.3353390057,17479.02057957371,0.0,17479.02057957371,0.0,5742.684850919194,0.0,5742.684850919194,45435.97346697699,0.0,45435.97346697699,2.270910342793696,1,36346.798828125,0.0,0,0.0,0.006720547699471256,0.0016773506809510655,-1,0.0,0.0,True,16730.708109017378,6786.010914338734,7380.22172420476,13616.736589281269,2.1455891328553575e-05,5742.684850919194,0.0,5742.684850919194,45435.97346697699,13616.736589281269,594.2108098660256
90,Ampara,PF,5.0,90,52105079071,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,102760.33082992432,312771.81039327837,39144.130746153096,0.0,39144.130746153096,0.0,12860.698093177487,0.0,12860.698093177487,55947.06744458877,0.0,55947.06744458877,1.1007108480917183,1,36346.798828125,0.0,0,0.0,0.006239032512030306,0.003008038989751853,-1,0.0,0.0,True,38322.69167242243,7995.362438336226,8563.360902493694,25878.84796513879,2.1455891328553575e-05,12860.698093177487,0.0,12860.698093177487,55947.06744458877,25878.84796513879,567.9984641574683
91,Ampara,PF,5.0,91,52105079091,helped,a,43493.30859375,0.0,4.502747025578729,0.0,97794.88630633907,297658.47764603805,27360.72195718458,0.0,27360.72195718458,0.0,8989.291063445165,0.0,8989.291063445165,51551.31896751735,0.0,51551.31896751735,1.5555886270353303,1,36346.798828125,0.0,0,0.0,0.006395461996676583,0.0023743101344201947,-1,0.0,0.0,True,26552.812487610136,7561.794808310482,8149.5738588615895,20280.678597466558,2.1455891328553575e-05,8989.291063445165,0.0,8989.291063445165,51551.31896751735,20280.678597466558,587.779050551108
92,Ampara,PF,5.0,92,52105079101,helped,a,43493.30859375,0.0,4.502747025578729,0.0,204269.3147260458,621734.8937928361,55250.2796787367,0.0,55250.2796787367,0.0,18152.329684359698,0.0,18152.329684359698,107352.97395795232,0.0,107352.97395795232,1.6144831264613828,1,36346.798828125,0.0,0,0.0,0.0044251544125620485,0.0023059907915387178,-1,0.0,0.0,True,53558.03475520987,15782.247030337916,17022.44289383715,41334.24340862411,2.1455891328553575e-05,18152.329684359698,0.0,18152.329684359698,107352.97395795232,41334.24340862411,1240.1958634992325
93,Ampara,PF,5.0,93,52105080021,helped,a,43493.30859375,0.0,3.0393488092211913,0.0,156100.25071455978,475122.62392035616,44355.06857700256,0.0,44355.06857700256,0.0,14572.73759814103,0.0,14572.73759814103,82402.90016818431,0.0,82402.90016818431,1.5292539217313308,1,36346.798828125,0.0,0,0.0,0.005062070570393299,0.0024056828118523745,-1,0.0,0.0,True,43067.196041197996,12074.428361033526,13008.354226213314,32729.967335525664,2.1455891328553575e-05,14572.73759814103,0.0,14572.73759814103,82402.90016818431,32729.967335525664,933.9258651797876
94,Ampara,PF,5.0,94,52105080031,helped,a,43493.30859375,0.0,2.0262325394807945,0.0,257854.53057833834,784832.315113667,57428.29911393527,0.0,57428.29911393527,0.0,18867.912068314272,0.0,18867.912068314272,133407.4869442276,0.0,133407.4869442276,1.9944796667000662,1,36346.798828125,0.0,0,0.0,0.003938606673433383,0.001916614943875324,-1,0.0,0.0,True,55263.23819777807,19824.493651423727,21487.87754819486,44547.00900635538,2.1455891328553575e-05,18867.912068314272,0.0,18867.912068314272,133407.4869442276,44547.00900635538,1663.3838967711354
95,Ampara,PF,5.0,95,52105080041,helped,a,43493.30859375,0.0,7.09181388818278,0.0,117991.63777099803,359131.36770630383,46038.85871867716,0.0,46038.85871867716,0.0,15125.942286853495,0.0,15125.942286853495,64426.58139177844,0.0,64426.58139177844,1.070848419726889,1,36346.798828125,0.0,0,0.0,0.005822431408274671,0.003058346514039098,-1,0.0,0.0,True,45098.67545957258,9184.188685008534,9832.636480916502,30112.034382871574,2.1455891328553575e-05,15125.942286853495,0.0,15125.942286853495,64426.58139177844,30112.034382871574,648.447795907968
