,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,scale_fac_soc,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
10,Ampara,PF,5.0,10,52101053031,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,187466.7401595469,570592.8662809753,0.7150000000000004,82736.21685204603,0.0,82736.21685204603,0.0,27182.759867784185,0.0,27182.759867784185,0.7150000000000004,86339.15491699713,0.0,86339.15491699713,1,36346.798828125,0,0,0.0,0.004619211863019197,0.002700984412905109,-1,0.0,0.0,True,81604.21731416108,14803.651032602857,15622.228346628908,43262.98862279211,2.202149182892012e-05,27182.759867784185,0.0,27182.759867784185,86339.15491699713,43262.98862279211,818.5773140260521
11,Ampara,PF,5.0,11,52101053041,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,98597.30716633184,300100.8075125373,1.2150000000000007,21939.215296755825,0.0,21939.215296755825,0.0,7208.069740072763,0.0,7208.069740072763,1.2150000000000007,33864.21632563111,0.0,33864.21632563111,1,36346.798828125,0,0,0.0,0.006369384529710047,0.001290347509263681,-1,0.0,0.0,True,21431.574610490632,7802.525553291033,8216.442263860987,11988.626722277875,2.202149182892012e-05,7208.069740072763,0.0,7208.069740072763,33864.21632563111,11988.626722277875,413.9167105699535
12,Ampara,PF,5.0,12,52101053051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,102961.1308684206,313382.9858445473,0.6150000000000003,57280.371368223,0.0,57280.371368223,0.0,18819.310808279988,0.0,18819.310808279988,0.6150000000000003,54046.73919973715,0.0,54046.73919973715,1,36346.798828125,0,0,0.0,0.006232945703484369,0.0034474384952308786,-1,0.0,0.0,True,56605.6212151184,8101.346341242558,8580.09423903505,28880.76528132484,2.202149182892012e-05,18819.310808279988,0.0,18819.310808279988,54046.73919973715,28880.76528132484,478.7478977924924
13,Ampara,PF,5.0,13,52101053071,helped,a,43493.30859375,0.0,4.502747025578729,0.0,145297.51332983177,442242.3120165664,0.9050000000000006,50842.97596803275,0.0,50842.97596803275,0.0,16704.321992073037,0.0,16704.321992073037,0.9050000000000006,62717.21524314271,0.0,62717.21524314271,1,36346.798828125,0,0,0.0,0.005246877259162607,0.0022354626458131526,-1,0.0,0.0,True,49964.09267755533,11462.001505892353,12108.126110819314,28639.70081860952,2.202149182892012e-05,16704.321992073037,0.0,16704.321992073037,62717.21524314271,28639.70081860952,646.1246049269613
14,Ampara,PF,5.0,14,52101053081,helped,a,43493.30859375,0.0,6.303845835810221,0.0,115447.63546244109,351388.18314018013,0.7550000000000004,48747.86577292499,0.0,48747.86577292499,0.0,16015.97921430253,0.0,16015.97921430253,0.7550000000000004,52820.61787286092,0.0,52820.61787286092,1,36346.798828125,0,0,0.0,0.00588623334315135,0.002625873341385778,-1,0.0,0.0,True,48043.853639493325,9111.85000655247,9620.636288536758,26032.269867024243,2.202149182892012e-05,16015.97921430253,0.0,16015.97921430253,52820.61787286092,26032.269867024243,508.78628198428817
15,Ampara,PF,5.0,15,52101053091,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,95714.04244082206,291325.009295876,0.6150000000000003,53133.31138219328,0.0,53133.31138219328,0.0,17456.805486588393,0.0,17456.805486588393,0.6150000000000003,50133.791986637276,0.0,50133.791986637276,1,36346.798828125,0,0,0.0,0.006464607566986865,0.0034359709795965623,-1,0.0,0.0,True,52507.4126819279,7531.862568983281,7976.170203401838,26778.36008158093,2.202149182892012e-05,17456.805486588393,0.0,17456.805486588393,50133.791986637276,26778.36008158093,444.30763441855765
16,Ampara,PF,5.0,16,52101053101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,118301.56240584551,360074.68589479,0.7550000000000004,50495.3010745956,0.0,50495.3010745956,0.0,16590.09434788114,0.0,16590.09434788114,0.7550000000000004,54714.04665920084,0.0,54714.04665920084,1,36346.798828125,0,0,0.0,0.005814799647956988,0.0026703245580502284,-1,0.0,0.0,True,49766.05264342541,9333.005528002914,9858.463533820459,27046.730676408362,2.202149182892012e-05,16590.09434788114,0.0,16590.09434788114,54714.04665920084,27046.730676408362,525.4580058175444
17,Ampara,PF,5.0,17,52101054011,helped,a,43493.30859375,0.0,0.9005494051157459,0.0,162408.5476928466,494323.19918575464,1.0350000000000006,46084.096065542566,0.0,46084.096065542566,0.0,15140.804894592702,0.0,15140.804894592702,1.0350000000000006,62837.844322429286,0.0,62837.844322429286,1,36346.798828125,0,0,0.0,0.004962786066982747,0.0017526748273618631,-1,0.0,0.0,True,45174.18097285212,12835.365880860178,13534.04564107055,25953.94677428504,2.202149182892012e-05,15140.804894592702,0.0,15140.804894592702,62837.844322429286,25953.94677428504,698.6797602103718
18,Ampara,PF,5.0,18,52101054021,helped,a,43493.30859375,0.0,6.303845835810221,0.0,135091.45733174606,411178.120360939,1.1150000000000009,32831.5119904075,0.0,32831.5119904075,0.0,10786.704305412708,0.0,10786.704305412708,1.1150000000000009,47393.8401747171,0.0,47393.8401747171,1,36346.798828125,0,0,0.0,0.005441467658575148,0.0014196636835307004,-1,0.0,0.0,True,32133.694844969752,10699.17346753773,11257.621444312172,17904.920740792946,2.202149182892012e-05,10786.704305412708,0.0,10786.704305412708,47393.8401747171,17904.920740792946,558.4479767744416
19,Ampara,PF,5.0,19,52101054031,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,193196.42599684995,588032.3217385879,1.2150000000000007,40450.66151775502,0.0,40450.66151775502,0.0,13289.955238060436,0.0,13289.955238060436,1.2150000000000007,62437.508982132815,0.0,62437.508982132815,1,36346.798828125,0,0,0.0,0.004550199639156125,0.00115422379293158,-1,0.0,0.0,True,39514.69360390759,15319.526450198066,16099.702166404162,21221.215529525118,2.202149182892012e-05,13289.955238060436,0.0,13289.955238060436,62437.508982132815,21221.215529525118,780.1757162060959
20,Ampara,PF,5.0,20,52101054051,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,223170.11200002788,679263.2856685289,0.6450000000000004,116839.59115026769,0.0,116839.59115026769,0.0,38387.331088238745,0.0,38387.331088238745,0.6450000000000004,113748.86738016145,0.0,113748.86738016145,1,36346.798828125,0,0,0.0,0.004233621031506153,0.0032540599789719,-1,0.0,0.0,True,115396.52403670391,17572.179468832623,18597.509333335656,59830.345404843756,2.202149182892012e-05,38387.331088238745,0.0,38387.331088238745,113748.86738016145,59830.345404843756,1025.3298645030352
21,Ampara,PF,5.0,21,52101054061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,106204.43527777874,323254.63751770486,1.2150000000000007,24046.245234216196,0.0,24046.245234216196,0.0,7900.328716895937,0.0,7900.328716895937,1.2150000000000007,37116.51667646864,0.0,37116.51667646864,1,36346.798828125,0,0,0.0,0.00613703596878039,0.0013315905417752888,-1,0.0,0.0,True,23489.8510210374,8399.528571482853,8850.369606481561,13286.781140091984,2.202149182892012e-05,7900.328716895937,0.0,7900.328716895937,37116.51667646864,13286.781140091984,450.8410349987088
22,Ampara,PF,5.0,22,52101054071,helped,a,43493.30859375,0.0,4.502747025578729,0.0,70674.3889680465,215111.76937100297,0.6450000000000004,36212.92538980891,0.0,36212.92538980891,0.0,11897.658515634894,0.0,11897.658515634894,0.619390214483994,34327.59013992151,0.0,34327.59013992151,2,36346.798828125,0,0,0.0,0.007523136893750576,0.003056170624866619,-1,0.0,0.0,True,35783.318073751536,5579.370916019953,5889.532414003876,18026.182940605064,2.202149182892012e-05,11897.658515634894,0.0,11897.658515634894,34327.59013992151,18026.182940605064,310.1614979839221
23,Ampara,PF,5.0,23,52101054081,helped,a,43493.30859375,0.0,2.701648215347238,0.0,153146.89054520603,466133.4760706766,0.9650000000000006,46981.55420237201,0.0,46981.55420237201,0.0,15435.66233372905,0.0,15435.66233372905,0.9650000000000006,60772.86213901807,0.0,60772.86213901807,1,36346.798828125,0,0,0.0,0.005110647227408239,0.0018942598655019174,-1,0.0,0.0,True,46116.076118472854,12106.721221427928,12762.240878767168,26189.8888470183,2.202149182892012e-05,15435.66233372905,0.0,15435.66233372905,60772.86213901807,26189.8888470183,655.5196573392413
24,Ampara,PF,5.0,24,52101054091,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,140822.95956858035,428623.10439718893,0.8450000000000005,51882.358746447244,0.0,51882.358746447244,0.0,17045.80838764846,0.0,17045.80838764846,0.8450000000000005,60886.40152839641,0.0,60886.40152839641,1,36346.798828125,0,0,0.0,0.0053295833920314626,0.002305482047298572,-1,0.0,0.0,True,51044.485316401784,11120.546095169553,11735.24663071503,28490.467596587732,2.202149182892012e-05,17045.80838764846,0.0,17045.80838764846,60886.40152839641,28490.467596587732,614.7005355454766
25,Ampara,PF,5.0,25,52101054101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,78970.67078033325,240363.1777793352,0.7550000000000004,34476.496112266,0.0,34476.496112266,0.0,11327.15938146193,0.0,11327.15938146193,0.7550000000000004,37356.913946222776,0.0,37356.913946222776,1,36346.798828125,0,0,0.0,0.007117001906923673,0.002765730485270239,-1,0.0,0.0,True,33978.58976915947,6224.330079815891,6580.8892316944375,18581.087407261763,2.202149182892012e-05,11327.15938146193,0.0,11327.15938146193,37356.913946222776,18581.087407261763,356.5591518785468
26,Ampara,PF,5.0,26,52102059011,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,83271.65877734953,253454.1029587509,0.7950000000000005,32864.019830380836,0.0,32864.019830380836,0.0,10797.38466815392,0.0,10797.38466815392,0.7950000000000005,36924.2804333067,0.0,36924.2804333067,1,36346.798828125,0,0,0.0,0.006930768417372292,0.0024554907070480497,-1,0.0,0.0,True,32364.447407320913,6575.4961233507165,6939.30489811246,17761.24191778251,2.202149182892012e-05,10797.38466815392,0.0,10797.38466815392,36924.2804333067,17761.24191778251,363.80877476174396
27,Ampara,PF,5.0,27,52102059021,helped,a,43493.30859375,0.0,1.6209861161867876,1249.999969482422,70735.02741562157,211491.7215641069,0.6150000000000003,38635.689308010646,0.0,38635.689308010646,0.0,12693.678563193784,0.0,12693.678563193784,0.561515800879077,34388.228587496575,0.0,34388.228587496575,2,36346.798828125,0,0,0.0,0.007519911552857938,0.0031383069769851664,-1,0.0,0.0,True,38219.93567741319,5590.624086723864,5894.585617968464,18427.267853404144,2.202149182892012e-05,12693.678563193784,0.0,12693.678563193784,34388.228587496575,18427.267853404144,303.9615312446006
28,Ampara,PF,5.0,28,52102059031,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,71505.18081684581,217640.45206898887,0.6150000000000003,40090.21407465583,0.0,40090.21407465583,0.0,13171.531207285094,0.0,13171.531207285094,0.5484343570850456,35158.38198872081,0.0,35158.38198872081,2,36346.798828125,0,0,0.0,0.00747930495358376,0.003210256296083156,-1,0.0,0.0,True,39668.80579193771,5650.3371871708105,5958.765068070484,18965.865866585507,2.202149182892012e-05,13171.531207285094,0.0,13171.531207285094,35158.38198872081,18965.865866585507,308.42788089967354
29,Ampara,PF,5.0,29,52102059041,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,81725.26410679494,248747.33861899434,0.9650000000000006,24467.476560609088,0.0,24467.476560609088,0.0,8038.72312782969,0.0,8038.72312782969,0.9650000000000006,31649.838008817474,0.0,31649.838008817474,1,36346.798828125,0,0,0.0,0.006996032676754663,0.001819965111022708,-1,0.0,0.0,True,24016.74509607924,6466.321781726482,6810.438675566245,13497.74659388556,2.202149182892012e-05,8038.72312782969,0.0,8038.72312782969,31649.838008817474,13497.74659388556,344.11689383976284
30,Ampara,PF,5.0,30,52102059051,helped,a,43493.30859375,0.0,1.6209861161867876,150.0,100858.7011452491,306527.26298855053,0.5350000000000003,62889.32651261673,0.0,62889.32651261673,0.0,20662.121126379458,0.0,20662.121126379458,0.5350000000000003,54307.91081062943,0.0,54307.91081062943,1,36346.798828125,0,0,0.0,0.006297574445849965,0.0037037749306047638,-1,0.0,0.0,True,62244.37528283644,7940.008855922179,8404.891762104091,29901.536590446216,2.202149182892012e-05,20662.121126379458,0.0,20662.121126379458,54307.91081062943,29901.536590446216,464.88290618191206
31,Ampara,PF,5.0,31,52102059061,helped,a,43493.30859375,0.0,3.241972232373575,1249.999969482422,57804.29008980555,172134.41227508624,0.9050000000000006,18243.640760489037,0.0,18243.640760489037,0.0,5993.926266436825,0.0,5993.926266436825,0.8476139822229874,21457.49126168055,0.0,21457.49126168055,2,36346.798828125,0,0,0.0,0.00831859459825265,0.00180710185774137,-1,0.0,0.0,True,17948.11134531021,4589.756517102042,4817.024174150462,9488.031451928322,2.202149182892012e-05,5993.926266436825,0.0,5993.926266436825,21457.49126168055,9488.031451928322,227.26765704841958
32,Ampara,PF,5.0,32,52102059071,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,94081.69105696894,286356.6183477122,0.8450000000000005,33467.68199567536,0.0,33467.68199567536,0.0,10995.716236901035,0.0,10995.716236901035,0.8450000000000005,39275.90752324673,0.0,39275.90752324673,1,36346.798828125,0,0,0.0,0.006520448035778217,0.002180938340234121,-1,0.0,0.0,True,32927.196131367826,7439.4102441357,7840.140921414078,18159.981931962397,2.202149182892012e-05,10995.716236901035,0.0,10995.716236901035,39275.90752324673,18159.981931962397,400.73067727837787
33,Ampara,PF,5.0,33,52102059081,helped,a,43493.30859375,0.0,3.241972232373575,0.0,75890.76029783556,230988.84850577163,0.8450000000000005,28143.11436592452,0.0,28143.11436592452,0.0,9246.343969395493,0.0,9246.343969395493,0.8450000000000005,33027.27560860173,0.0,33027.27560860173,1,36346.798828125,0,0,0.0,0.007259981997559126,0.002329456691382538,-1,0.0,0.0,True,27688.61753240202,5991.44064269808,6324.23002481963,15488.0962476225,2.202149182892012e-05,9246.343969395493,0.0,9246.343969395493,33027.27560860173,15488.0962476225,332.7893821215489
34,Ampara,PF,5.0,34,52102059091,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,133528.55686287096,406421.11729208345,0.7150000000000004,59871.655144750635,0.0,59871.655144750635,0.0,19670.670071812638,0.0,19670.670071812638,0.7150000000000004,62478.90350030937,0.0,62478.90350030937,1,36346.798828125,0,0,0.0,0.0054732201605824605,0.002767739385747631,-1,0.0,0.0,True,59052.48926389506,10537.51809653978,11127.37973857258,31436.68372467181,2.202149182892012e-05,19670.670071812638,0.0,19670.670071812638,62478.90350030937,31436.68372467181,589.8616420327995
35,Ampara,PF,5.0,35,52102059101,helped,a,43493.30859375,0.0,4.862958348560363,0.0,79044.18222716647,240586.924707016,0.9050000000000006,27416.703840534843,0.0,27416.703840534843,0.0,9007.683759533478,0.0,9007.683759533478,0.9050000000000006,33819.80073521753,0.0,33819.80073521753,1,36346.798828125,0,0,0.0,0.007113691715146475,0.0022040345830057276,-1,0.0,0.0,True,26942.772438475207,6237.649034147923,6587.015185597206,15394.53956545673,2.202149182892012e-05,9007.683759533478,0.0,9007.683759533478,33819.80073521753,15394.53956545673,349.3661514492834
36,Ampara,PF,5.0,36,52102060011,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,105491.44572760709,321084.5098955219,1.2150000000000007,21801.329101496805,0.0,21801.329101496805,0.0,7162.767604231684,0.0,7162.767604231684,1.2150000000000007,33651.38246255032,0.0,33651.38246255032,1,36346.798828125,0,0,0.0,0.006157740367626415,0.0011266613620462098,-1,0.0,0.0,True,21296.878895922964,8368.467007556266,8790.953810633924,11333.476994225372,2.202149182892012e-05,7162.767604231684,0.0,7162.767604231684,33651.38246255032,11333.476994225372,422.4868030776572
37,Ampara,PF,5.0,37,52102060021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,76291.96779815528,232210.00452195894,0.6750000000000004,37687.84953252916,0.0,37687.84953252916,0.0,12382.240846326396,0.0,12382.240846326396,0.6750000000000004,37821.53928078359,0.0,37821.53928078359,1,36346.798828125,0,0,0.0,0.007240867280425336,0.0030787219398312796,-1,0.0,0.0,True,37200.86332207778,6010.78531910485,6357.6639831796065,19573.6500955632,2.202149182892012e-05,12382.240846326396,0.0,12382.240846326396,37821.53928078359,19573.6500955632,346.8786640747567
38,Ampara,PF,5.0,38,52102060031,helped,a,43493.30859375,0.0,4.502747025578729,0.0,61854.626670224374,188267.04243358347,0.7150000000000004,28746.87497956807,0.0,28746.87497956807,0.0,9444.70788308093,0.0,9444.70788308093,0.5587779530970011,25507.82784209937,0.0,25507.82784209937,2,36346.798828125,0,0,0.0,0.008041626547917019,0.0024605185619360087,-1,0.0,0.0,True,28439.033781306913,4920.345217772788,5154.552222518698,13215.661587460314,2.202149182892012e-05,9444.70788308093,0.0,9444.70788308093,25507.82784209937,13215.661587460314,234.20700474591033
39,Ampara,PF,5.0,39,52102060041,helped,a,43493.30859375,0.0,4.502747025578729,0.0,60139.95723148843,183048.0998684113,0.8450000000000005,22421.919666968814,0.0,22421.919666968814,0.0,7366.660952988551,0.0,7366.660952988551,0.7326088798085302,23793.158403363424,0.0,23793.158403363424,2,36346.798828125,0,0,0.0,0.008155459553498208,0.002119800007322715,-1,0.0,0.0,True,22107.64019402832,4774.756592773742,5011.663102624036,11330.568441960273,2.202149182892012e-05,7366.660952988551,0.0,7366.660952988551,23793.158403363424,11330.568441960273,236.9065098502933
40,Ampara,PF,5.0,40,52102060051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,73982.6970432079,225181.27282287012,0.7950000000000005,30166.795320415593,0.0,30166.795320415593,0.0,9911.218863703387,0.0,9911.218863703387,0.7950000000000005,33893.8211434338,0.0,33893.8211434338,1,36346.798828125,0,0,0.0,0.007353005924870206,0.00258432160621992,-1,0.0,0.0,True,29708.223937123006,5834.370750348802,6165.224753600658,16464.227376324026,2.202149182892012e-05,9911.218863703387,0.0,9911.218863703387,33893.8211434338,16464.227376324026,330.85400325185606
41,Ampara,PF,5.0,41,52102060061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,48480.07555637554,147558.8962910861,1.0350000000000006,12591.736042300658,0.0,12591.736042300658,0.0,4136.980758601336,0.0,4136.980758601336,0.635043169804899,12133.276728250541,0.0,12133.276728250541,2,36346.798828125,0,0,0.0,0.009083398165646546,0.0011090249637491821,-1,0.0,0.019267822736030827,True,12438.60359614465,3906.5607117439504,4040.0062963646283,5133.521946999309,2.202149182892012e-05,4136.980758601336,0.0,4136.980758601336,12133.276728250541,5133.521946999309,133.44558462067766
42,Ampara,PF,5.0,42,52102060071,helped,a,43493.30859375,0.0,2.701648215347238,0.0,122011.01352844006,371365.1491874735,1.0350000000000006,32221.896836862357,0.0,32221.896836862357,0.0,10586.416898505848,0.0,10586.416898505848,1.0350000000000006,43936.08012465841,0.0,43936.08012465841,1,36346.798828125,0,0,0.0,0.005725724904569222,0.001552900872085174,-1,0.0,0.0,True,31585.686240363364,9667.018361335706,10167.584460703338,17521.506299531593,2.202149182892012e-05,10586.416898505848,0.0,10586.416898505848,43936.08012465841,17521.506299531593,500.56609936763215
43,Ampara,PF,5.0,43,52102060091,helped,a,43493.30859375,0.0,2.701648215347238,0.0,113963.84798217926,346871.9764221571,0.6750000000000004,54264.68952011325,0.0,54264.68952011325,0.0,17828.516708262156,0.0,17828.516708262156,0.6750000000000004,54457.18213433862,0.0,54457.18213433862,1,36346.798828125,0,0,0.0,0.005924428238197458,0.002909539823672865,-1,0.0,0.0,True,53563.504500577656,8992.876704798971,9496.987331848271,27941.24177876189,2.202149182892012e-05,17828.516708262156,0.0,17828.516708262156,54457.18213433862,27941.24177876189,504.1106270492994
44,Ampara,PF,5.0,44,52102060101,helped,a,43493.30859375,0.0,2.701648215347238,8333.332763671875,48268.013840785854,121549.35701522033,0.9650000000000006,12664.272063052369,0.0,12664.272063052369,0.0,4160.995784097788,0.0,4160.995784097788,0.6127647281996784,11921.215012660854,0.0,11921.215012660854,2,36346.798828125,0,0,0.0,0.009103329894581746,0.0011049006274848581,-1,0.0,0.019267822736030827,True,12515.628750460593,3892.1316924268185,4022.3344867321543,5093.591375947137,2.202149182892012e-05,4160.995784097788,0.0,4160.995784097788,11921.215012660854,5093.591375947137,130.20279430533571
45,Ampara,PF,5.0,45,52103067011,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,102753.42851170579,312750.80179445737,0.7950000000000005,39496.49446064695,0.0,39496.49446064695,0.0,12976.466236822915,0.0,12976.466236822915,0.7950000000000005,44376.17933303726,0.0,44376.17933303726,1,36346.798828125,0,0,0.0,0.006239242057664133,0.0023561172776038527,-1,0.0,0.0,True,38896.1004874837,8122.204711350468,8562.785709308815,21171.878946135148,2.202149182892012e-05,12976.466236822915,0.0,12976.466236822915,44376.17933303726,21171.878946135148,440.58099795834767
46,Ampara,PF,5.0,46,52103067021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,102512.07002948405,312016.1785324594,0.9650000000000006,30298.125417528558,0.0,30298.125417528558,0.0,9954.367011262739,0.0,9954.367011262739,0.9650000000000006,39192.05803917781,0.0,39192.05803917781,1,36346.798828125,0,0,0.0,0.0062465826988716685,0.0017818250852820463,-1,0.0,0.0,True,29739.983738793395,8114.7444972184,8542.672502457004,16620.484566664723,2.202149182892012e-05,9954.367011262739,0.0,9954.367011262739,39192.05803917781,16620.484566664723,427.9280052386039
