region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,10,243302.09000000003,27522.026627207637,0.0
ARMM,PF,10,98041.719,13008.495680873659,0.0
ARMM,PF,10,116599.21000000002,17701.004442669084,0.0
ARMM,PF,10,21066.311000000005,6163.72323359453,5894.298053660304
ARMM,PF,10,26179.943,2347.444985803641,0.0
ARMM,PF,10,23040.299000000006,5522.555032061781,61.832664469762726
ARMM,PF,10,18463.852000000006,6709.129669137447,6415.86399191539
ARMM,PF,10,25606.15000000001,9374.95103296746,1887.5596710230388
ARMM,PF,10,25441.725,9891.066258616078,6692.658777799772
ARMM,PF,10,32336.27100000001,4573.210217923335,0.09278356489074427
ARMM,PF,10,28000.33800000001,3901.270971215298,0.06533885708408874
ARMM,PF,10,24290.74000000001,7377.704442815161,450.92770478238447
ARMM,PF,10,14660.443000000005,3950.2774252563972,3777.6051351884444
ARMM,PF,10,25692.90800000001,2679.465912255867,0.005677654478986102
ARMM,PF,10,28644.793000000005,9199.522706721822,363.18908935030777
ARMM,PF,10,21983.363000000005,10025.698979423918,9587.461302434254
ARMM,PF,10,41782.48800000001,7282.9413387463355,0.0
ARMM,PF,10,75756.96100000001,6123.274933355278,0.0
ARMM,PF,10,17893.768000000004,2918.032718260936,2790.4813243426647
ARMM,PF,10,20441.686,3475.806324343061,3.0714766333228227
ARMM,PF,10,20354.516000000007,1618.7574988554709,0.0
ARMM,PF,10,29381.92200000001,6171.429322271925,0.0
ARMM,PF,10,14467.27099999999,968.1201030194862,925.8018222145122
ARMM,PF,10,9765.75679999997,1138.8667959127404,1089.0847975072816
ARMM,PF,10,14189.76599999998,1337.9799776560471,1279.4943857147432
ARMM,PF,10,26386.826,3127.795231042005,0.0
ARMM,PF,10,24692.90000000001,9823.878849710098,9394.463019954932
ARMM,PF,10,12662.072000000002,1230.3655165132684,1176.5844757188493
ARMM,PF,10,16819.752000000008,1199.359373876202,0.0
ARMM,PF,10,14568.435,2208.925479844449,2112.37011467141
ARMM,PF,10,19211.766000000003,2184.063429905471,0.0
ARMM,PF,10,16270.782000000007,5916.316843614761,5657.706151711708
ARMM,PF,10,15593.180000000002,5634.034450295893,5387.762726534317
ARMM,PF,10,16000.623,5293.197072141738,5061.823838863476
ARMM,PF,10,13540.620999999996,3476.673949789029,3324.7033651570146
ARMM,PF,10,11936.803999999998,1037.8043092154803,992.4403268124124
ARMM,PF,10,21340.802999999967,3254.3646795877503,0.3603405704690512
ARMM,PF,10,217936.58,19343.92250828289,0.0
ARMM,PF,10,18579.625,3964.0119769401927,3790.739039497616
ARMM,PF,10,28168.06600000001,10420.99503359296,1085.504934402432
ARMM,PF,10,40491.92200000001,13434.137615786614,463.3271874394753
ARMM,PF,10,47652.73400000001,18898.56231186853,1570.1702289674938
ARMM,PF,10,32448.801,7425.437471908601,0.0
ARMM,PF,10,27148.196999999996,1841.0919624424866,0.0
ARMM,PF,10,17948.328,2197.2297846493148,12.469570274664507
ARMM,PF,10,20872.67799999999,3272.0245818246485,0.7512688757069392
ARMM,PF,10,15453.292999999969,4126.585239650813,3946.205410945082
ARMM,PF,10,236120.69000000012,16352.823486230283,0.0
ARMM,PF,10,78659.79700000005,5970.857107370063,0.0
ARMM,PF,10,50589.066,6961.716863673407,0.0
ARMM,PF,10,140935.58000000005,9812.492941584853,0.0
ARMM,PF,10,24142.43600000001,6797.0239669187595,226.28864593348862
ARMM,PF,10,20699.721,9486.272418575092,9071.61369439
ARMM,PF,10,18379.77500000001,8165.817001607072,7808.877432520529
ARMM,PF,10,18344.682000000008,8214.518438620793,7855.450059895464
ARMM,PF,10,22801.00600000001,8323.414398299927,7959.586021044691
ARMM,PF,10,15999.516000000005,7058.312738900178,6749.78376904875
ARMM,PF,10,18754.285000000003,8352.260227317147,7987.170957517133
ARMM,PF,10,68036.97700000001,13961.113604612114,0.0
ARMM,PF,10,22240.632999999998,2996.227640759514,0.0
ARMM,PF,10,29673.542999999998,1994.46984454248,0.0
ARMM,PF,10,30097.895999999993,9244.517355877708,252.10786865728988
ARMM,PF,10,62615.32800000003,5052.915399239381,0.0
ARMM,PF,10,74621.10900000003,13541.880616630877,0.0
ARMM,PF,10,29568.06100000001,3909.0063791645252,0.0
ARMM,PF,10,44617.312999999995,7622.07443337573,0.0
ARMM,PF,10,64729.30900000002,6638.203998040766,0.0
ARMM,PF,10,111140.91000000002,16359.106027967151,0.0
ARMM,PF,10,49402.30100000001,8179.292906909618,0.0
ARMM,PF,10,25535.25600000001,4572.5736285355715,0.0
ARMM,PF,10,17854.453000000005,4927.488540768055,4712.100951739977
ARMM,PF,10,18049.627000000004,5593.961161813091,5349.441098947186
ARMM,PF,10,21050.871000000006,7095.726958697514,6785.5625596551645
ARMM,PF,10,19140.492000000006,7804.380900150982,7463.2402212772195
ARMM,PF,10,21132.137000000006,7493.721037054066,7166.15974621269
ARMM,PF,10,21142.00600000001,5122.6894725240445,339.63310033707324
ARMM,PF,10,27279.287000000004,8635.787264338676,357.6926057577966
ARMM,PF,10,23346.767999999996,7111.808229133962,796.9768042426223
ARMM,PF,10,19313.260000000006,8280.853256791903,7918.885288055095
ARMM,PF,10,37827.42200000001,3232.1416926558445,0.0
ARMM,PF,10,39478.04700000001,3950.593151194152,0.0
ARMM,PF,10,31803.641,3330.443841618117,0.0
ARMM,PF,10,40550.086,2455.974247443921,0.0
ARMM,PF,10,26021.849999999995,3753.012678434302,0.0
ARMM,PF,10,39276.79299999998,6221.994992048231,0.0
ARMM,PF,10,27355.366999999995,3436.3552173132002,0.0
ARMM,PF,10,59169.49600000003,5813.588892517502,0.0
ARMM,PF,10,52427.59800000001,6122.654889467831,0.0
ARMM,PF,10,60632.23,6918.707078839139,0.0
ARMM,PF,10,20574.4839999999,3184.805710989028,0.8029645643507005
ARMM,PF,10,29654.223000000005,7827.561307188322,0.0
ARMM,PF,10,49582.765999999996,7027.340150384352,0.0
ARMM,PF,10,36033.031,3721.5437292286974,0.0
ARMM,PF,10,26691.490000000005,4731.256576981536,0.0
ARMM,PF,10,74134.26600000003,7383.928889887291,0.0
ARMM,PF,10,40324.543,7077.132002878919,0.0
ARMM,PF,10,24047.217000000004,4318.287005455915,0.0
ARMM,PF,10,22369.79900000001,4207.374322542788,4.719743508135925
ARMM,PF,10,37075.246,3127.2041306957362,0.0
ARMM,PF,10,39071.258000000016,6170.7130682672305,0.3770265138993553
ARMM,PF,10,26297.23,1685.0548792799955,0.0
ARMM,PF,10,33310.34000000001,2970.892158094634,0.0
ARMM,PF,10,54972.60500000002,7068.361469401572,0.04551856542495219
ARMM,PF,10,35898.86700000001,2885.7513462197285,0.0
ARMM,PF,10,35811.52,5605.96252059665,0.3568234313067443
ARMM,PF,10,19809.043,1270.418668713574,0.0
ARMM,PF,10,31539.020000000015,2544.4249711861357,0.0
ARMM,PF,10,23157.06400000001,8430.796596208906,8062.274389121129
ARMM,PF,10,31960.361000000015,11526.60879566307,745.9308051369452
ARMM,PF,10,30421.029000000013,2222.659962751836,0.0
ARMM,PF,10,23679.551000000003,4966.8525547408335,13.049118323727862
ARMM,PF,10,43158.81300000002,9413.88959446888,16.323038014441934
ARMM,PF,10,59057.16800000001,9100.41367734212,0.5021050749664373
ARMM,PF,10,17095.063000000006,3029.386078065787,2896.9672691347546
ARMM,PF,10,29049.367000000013,7672.9615353222525,81.89000875910317
ARMM,PF,10,22669.916,5036.640408285732,31.722429159079518
ARMM,PF,10,52692.141,10686.029066333691,10.999676275665514
ARMM,PF,10,44630.92200000001,4803.355845335959,0.010421462510503736
ARMM,PF,10,17699.430000000004,3299.3070397545002,3155.089598582061
ARMM,PF,10,22091.17800000001,4564.387375145473,16.856008178700893
ARMM,PF,10,26347.422,7713.316877978336,206.12018248106418
ARMM,PF,10,20448.898000000005,2021.1704960135355,0.0
ARMM,PF,10,23171.99200000001,6094.335556847566,157.61487915079678
ARMM,PF,10,22442.20700000001,2225.054843093339,0.004654510534320716
ARMM,PF,10,21791.895000000004,3650.692195372622,0.0
ARMM,PF,10,28849.123,6544.17188019008,21.49664589161423
ARMM,PF,10,22999.85000000001,3618.451555889907,0.4526153216859745
ARMM,PF,10,19642.471,1333.7051824751265,0.0
ARMM,PF,10,13303.598999999984,1140.2068917122854,1090.36637803269
ARMM,PF,10,291517.5600000001,43740.76768504511,0.0
ARMM,PF,10,14967.789999999992,2048.742842599651,1959.1891065743093
ARMM,PF,10,31645.38500000001,3252.639654442512,0.0
ARMM,PF,10,24289.865,2046.3969136092,0.0
ARMM,PF,10,40385.16800000001,3227.176491590478,0.0
ARMM,PF,10,27944.36500000001,2319.6345696883222,0.0
ARMM,PF,10,12165.500999999946,1008.1726102128675,964.1029379499498
ARMM,PF,10,19204.663999999993,1869.637524795719,0.0
ARMM,PF,10,17173.164000000008,4638.958773722354,4436.183234498682
ARMM,PF,10,19130.064,3051.8797266046417,11.883908012621696
ARMM,PF,10,15671.533999999996,1444.8266271889725,1381.6709417343136
ARMM,PF,10,14494.194000000005,2826.2240977872493,2702.685790302811
