,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
109215,Kegalle,PF,500.0,92310030071,helped,a,43493.30859375,1.0,1,27.837655911753636,27.837655911753636,0.0,33920.46144322895,8938.090954563017,0.0,8938.090954563017,0.0,0.0,0.00012093808897675497,2936.585564805071,0.0,2936.585564805071,2936.585564805071,0.0,2936.585564805071,0.0,3,36346.798828125,5.632680043150034,16540.846905879996,0.0,0,0.0,0.010859232205542963,-0.00033558255421446893,-1.0,0.019267822736030827,0.019267822736030827,False,8938.090954563017,16416.25077959448,2826.7051202690795,-1213.1686924480236,2936.585564805071,0.0,2936.585564805071,2936.585564805071,-1213.1686924480236,79.95672942684189
109228,Kegalle,PF,500.0,92311032061,helped,a,43493.30859375,1.0,1,13.532145620704911,13.532145620704911,0.0,36249.37568020314,13795.557618332086,0.0,13795.557618332086,0.0,0.0,0.00012093808897675497,4532.49307557659,0.0,4532.49307557659,4532.49307557659,0.0,4532.49307557659,0.0,3,36346.798828125,5.632680043150034,25530.083292515978,0.0,0,0.0,0.010504605087552316,-1.2932927609622777e-05,-1.0,0.019267822736030827,0.019267822736030827,False,13795.557618332086,16602.013856331065,3020.781306683595,-48.711573960928945,4532.49307557659,0.0,4532.49307557659,4532.49307557659,-48.711573960928945,88.26983910476915
109281,Kegalle,PF,500.0,92202059021,not_helped,na,43493.30859375,1.0,0,1835.6348541046762,1835.6348541046762,15000.0,17998.62824779823,0.0,0.0,0.0,0.0,0.0,0.00012093808897675497,1.8140713346513246,0.0,1.8140713346513246,1.8140713346513246,0.0,1.8140713346513246,0.9985774245179969,0,36346.798828125,1.2625795677775447,2.290409401621703,0.0,0,0.0,0.014907687906757857,-0.005709084948649193,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,1146.3217699502252,1499.8856873165194,-18348.17058032677,1.8140713346513246,0.0,1.8140713346513246,1.8140713346513246,-18348.17058032677,353.5639173662942
109295,Kegalle,PF,500.0,92204070031,not_helped,na,43493.30859375,1.0,0,1606.1795460387814,1606.1795460387814,3750.0,34334.84369950312,0.0,0.0,0.0,0.0,0.0,0.00012093808897675497,0.45351783366283116,0.0,0.45351783366283116,0.45351783366283116,0.0,0.45351783366283116,0.9985774245179969,0,36346.798828125,1.2625795677775447,0.5726023504054257,0.0,0,0.0,0.010793504037173619,-0.0005408707983003739,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,2822.4623254139337,2861.2369749585937,-2011.9551286218775,0.45351783366283116,0.0,0.45351783366283116,0.45351783366283116,-2011.9551286218775,38.77464954465999
109366,Kegalle,PF,500.0,92212043091,not_helped,na,43493.30859375,1.0,1,963.7088691866411,963.7088691866411,19999.99951171875,26938.0722318276,0.0,0.0,0.0,0.0,0.0,0.00012093808897675497,2.4187617204832983,0.0,2.4187617204832983,2.4187617204832983,0.0,2.4187617204832983,0.9985774245179969,0,36346.798828125,1.2625795677775447,3.053879127604673,0.0,0,0.0,0.012185594979833684,-0.002680250961459276,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,2063.507517632054,2244.8393526523,-9408.726596297402,2.4187617204832983,0.0,2.4187617204832983,2.4187617204832983,-9408.726596297402,181.33183502024633
109373,Kegalle,PF,500.0,92310030051,not_helped,na,43493.30859375,1.0,1,582.4396420132728,582.4396420132728,7200.0,27018.527012352897,0.0,0.0,0.0,0.0,0.0,0.00012093808897675497,0.8707542406326358,0.0,0.8707542406326358,0.8707542406326358,0.0,0.8707542406326358,0.9985774245179969,0,36346.798828125,1.2625795677775447,1.0993965127784175,0.0,0,0.0,0.012167438544070335,-0.0026554987360583337,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,2071.7918127510966,2251.543917696075,-9328.271815772103,0.8707542406326358,0.0,0.8707542406326358,0.8707542406326358,-9328.271815772103,179.75210494497836
109519,Kegalle,PF,1000.0,92202059011,helped,a,43493.30859375,1.0,1,111.52612958668536,111.52612958668536,0.0,23721.117334378658,5470.0529073169355,0.0,5470.0529073169355,0.0,0.0,0.00012273195467965318,1797.1710612484205,0.0,1797.1710612484205,1797.1710612484205,0.0,1797.1710612484205,0.0,3,36346.798828125,5.632680043150034,10122.889570820746,0.0,0,0.0,0.01298561207339322,-0.0021442679397967717,-1.0,0.019267822736030827,0.019267822736030827,False,5470.0529073169355,16050.763067699434,1976.759777864888,-6312.840746873171,1797.1710612484205,0.0,1797.1710612484205,1797.1710612484205,-6312.840746873171,156.26226990600367
109520,Kegalle,PF,1000.0,92202059021,helped,a,43493.30859375,1.0,0,49.56716870519349,49.56716870519349,15000.0,17998.62824779823,1193.8857652027543,0.0,1193.8857652027543,0.0,0.0,0.00012273195467965318,394.08891256938944,0.0,394.08891256938944,394.08891256938944,0.0,394.08891256938944,0.0,3,36346.798828125,5.632680043150034,2219.7767530562987,0.0,0,0.0,0.014907687906757857,-0.00358638635650887,-1.0,0.019267822736030827,0.019267822736030827,False,1193.8857652027543,15545.793362611348,1499.8856873165194,-9174.085290163384,394.08891256938944,0.0,394.08891256938944,394.08891256938944,-9174.085290163384,184.35788444571818
109566,Kegalle,PF,1000.0,92204068021,helped,a,43493.30859375,1.0,1,48.190378276491224,48.190378276491224,0.0,33462.97485420899,17515.599532031963,0.0,17515.599532031963,0.0,0.0,0.00012273195467965318,5754.702766636395,0.0,5754.702766636395,5754.702766636395,0.0,5754.702766636395,0.0,3,36346.798828125,5.632680043150034,32414.39942789311,0.0,0,0.0,0.010933210811121636,-0.00040217163079391417,-1.0,0.019267822736030827,0.019267822736030827,False,17515.599532031963,16880.183700219535,2788.581237850749,-1441.9119869580063,5754.702766636395,0.0,5754.702766636395,5754.702766636395,-1441.9119869580063,138.6630973717611
109580,Kegalle,PF,1000.0,92204069091,helped,a,43493.30859375,1.0,1,43.37124692926289,43.37124692926289,0.0,33366.966420278986,9492.689395106563,0.0,9492.689395106563,0.0,0.0,0.00012273195467965318,3118.797379726483,0.0,3118.797379726483,3118.797379726483,0.0,3118.797379726483,0.0,3,36346.798828125,5.632680043150034,17567.18775941398,0.0,0,0.0,0.010948928848603566,-0.00041628714721732486,-1.0,0.019267822736030827,0.019267822736030827,False,9492.689395106563,16922.0462183929,2780.580535023249,-1489.9162039230068,3118.797379726483,0.0,3118.797379726483,3118.797379726483,-1489.9162039230068,88.79987637089575
109584,Kegalle,PF,1000.0,92204070031,helped,a,43493.30859375,1.0,0,43.37124692926289,43.37124692926289,3750.0,34334.84369950312,18198.525444054638,0.0,18198.525444054638,0.0,0.0,0.00012273195467965318,5979.53646943101,0.0,5979.53646943101,5979.53646943101,0.0,5979.53646943101,0.0,3,36346.798828125,5.632680043150034,33680.815738651865,0.0,0,0.0,0.010793504037173619,-0.00027620935057551813,-1.0,0.019267822736030827,0.019267822736030827,False,18198.525444054638,16956.90688857695,2861.2369749585937,-1005.9775643109388,5979.53646943101,0.0,5979.53646943101,5979.53646943101,-1005.9775643109388,134.59564612219555
109619,Kegalle,PF,1000.0,92205075041,helped,a,43493.30859375,1.0,0,8.674259660965143,8.674259660965143,0.0,31341.08621864042,10020.276584790436,0.0,10020.276584790436,0.0,0.0,0.00012273195467965318,3292.134721366623,0.0,3292.134721366623,3292.134721366623,0.0,3292.134721366623,0.0,3,36346.798828125,5.632680043150034,18543.541544403077,0.0,0,0.0,0.01129725608955217,-0.0007261381144457531,-1.0,0.019267822736030827,0.019267822736030827,False,10020.276584790436,16730.365884779294,2611.7571848867015,-2502.8563047422904,3292.134721366623,0.0,3292.134721366623,3292.134721366623,-2502.8563047422904,111.65685984795593
109671,Kegalle,PF,1000.0,92206082051,helped,a,43493.30859375,1.0,0,19.27615131059649,19.27615131059649,0.0,29877.45491382147,50419.02584075438,0.0,50419.02584075438,0.0,0.0,0.00012273195467965318,16565.034326475125,0.0,16565.034326475125,16565.034326475125,0.0,16565.034326475125,0.0,3,36346.798828125,5.632680043150034,93305.5382648317,0.0,0,0.0,0.011570661695463263,-0.0009653021799635703,-1.0,0.019267822736030827,0.019267822736030827,False,50419.02584075438,16338.556238327272,2489.787909485123,-3234.671957151764,16565.034326475125,0.0,16565.034326475125,16565.034326475125,-3234.671957151764,381.4972308983986
109746,Kegalle,PF,1000.0,92207009101,helped,a,43493.30859375,1.0,0,48.190378276491224,48.190378276491224,0.0,31204.583793871545,8484.77679801141,0.0,8484.77679801141,0.0,0.0,0.00012273195467965318,2787.650426953107,0.0,2787.650426953107,2787.650426953107,0.0,2787.650426953107,0.0,3,36346.798828125,5.632680043150034,15701.942927177439,0.0,0,0.0,0.011321938682357187,-0.0007478767410593992,-1.0,0.019267822736030827,0.019267822736030827,False,8484.77679801141,16727.39594441135,2600.3819828226287,-2571.1075171267275,2787.650426953107,0.0,2787.650426953107,2787.650426953107,-2571.1075171267275,103.25159815182725
109768,Kegalle,PF,1000.0,92208013061,helped,a,43493.30859375,1.0,1,49.56716870519349,49.56716870519349,0.0,34356.77525900391,14423.541709091756,0.0,14423.541709091756,0.0,0.0,0.00012273195467965318,4738.8155470335,0.0,4738.8155470335,4738.8155470335,0.0,4738.8155470335,0.0,3,36346.798828125,5.632680043150034,26692.231759944705,0.0,0,0.0,0.01079005848439061,-0.00027309149886014627,-1.0,0.019267822736030827,0.019267822736030827,False,14423.541709091756,16982.851796033377,2863.0646049169923,-995.0117845605455,4738.8155470335,0.0,4738.8155470335,4738.8155470335,-995.0117845605455,110.47836862416271
109906,Kegalle,PF,1000.0,92212043091,helped,a,43493.30859375,1.0,1,26.022778982895428,26.022778982895428,19999.99951171875,26938.0722318276,2459.909191646952,0.0,2459.909191646952,0.0,0.0,0.00012273195467965318,810.6511386714249,0.0,810.6511386714249,810.6511386714249,0.0,810.6511386714249,0.0,3,36346.798828125,5.632680043150034,4566.138490751386,0.0,0,0.0,0.012185594979833684,-0.0014899027694481783,-1.0,0.019267822736030827,0.019267822736030827,False,2459.909191646952,16368.842591837549,2244.8393526523,-4704.363298148701,810.6511386714249,0.0,810.6511386714249,810.6511386714249,-4704.363298148701,106.26232055530106
109918,Kegalle,PF,1000.0,92301048021,helped,a,43493.30859375,1.0,1,14.678898175335867,14.678898175335867,0.0,31810.145030480053,6515.202327043342,0.0,6515.202327043342,0.0,0.0,0.00012273195467965318,2140.552071201794,0.0,2140.552071201794,2140.552071201794,0.0,2140.552071201794,0.0,3,36346.798828125,5.632680043150034,12057.044932781817,0.0,0,0.0,0.011213654500161442,-0.0006522925286561228,-1.0,0.019267822736030827,0.019267822736030827,False,6515.202327043342,16796.161480488176,2650.845419206671,-2268.3268988224736,2140.552071201794,0.0,2140.552071201794,2140.552071201794,-2268.3268988224736,84.94949845904176
109921,Kegalle,PF,1000.0,92301048051,helped,a,43493.30859375,1.0,0,12.23241514611322,12.23241514611322,0.0,32050.193947233358,12554.061981722105,0.0,12554.061981722105,0.0,0.0,0.00012273195467965318,4124.603048078477,0.0,4124.603048078477,4124.603048078477,0.0,4124.603048078477,0.0,3,36346.798828125,5.632680043150034,23232.569274827438,0.0,0,0.0,0.01117158166777921,-0.000615004113094112,-1.0,0.019267822736030827,0.019267822736030827,False,12554.061981722105,16780.24982435057,2670.84949560278,-2148.302440445821,4124.603048078477,0.0,4124.603048078477,4124.603048078477,-2148.302440445821,120.86523099276103
109952,Kegalle,PF,1000.0,92307008021,helped,a,43493.30859375,1.0,1,11.009133895715024,11.009133895715024,0.0,34909.82790077773,9874.073109609306,0.0,9874.073109609306,0.0,0.0,0.00012273195467965318,3244.0999657433254,0.0,3244.0999657433254,3244.0999657433254,0.0,3244.0999657433254,0.0,3,36346.798828125,5.632680043150034,18272.97713502614,0.0,0,0.0,0.010704247490166843,-0.00019526824602809993,-1.0,0.019267822736030827,0.019267822736030827,False,9874.073109609306,17063.067491174974,2909.152325064811,-718.4854636736345,3244.0999657433254,0.0,3244.0999657433254,3244.0999657433254,-718.4854636736345,76.35039363038457
109975,Kegalle,PF,1000.0,92308015091,helped,a,43493.30859375,1.0,1,12.581972468743764,12.581972468743764,0.0,30907.444267982304,6196.9635180086,0.0,6196.9635180086,0.0,0.0,0.00012273195467965318,2035.9955727813917,0.0,2035.9955727813917,2035.9955727813917,0.0,2035.9955727813917,0.0,3,36346.798828125,5.632680043150034,11468.111630747568,0.0,0,0.0,0.011376232210820212,-0.0007955920846234476,-1.0,0.019267822736030827,0.019267822736030827,False,6196.9635180086,16714.254453886417,2575.620355665192,-2719.677280071348,2035.9955727813917,0.0,2035.9955727813917,2035.9955727813917,-2719.677280071348,91.63146151932061
110001,Kegalle,PF,1000.0,92310030051,helped,a,43493.30859375,1.0,1,15.727465585929707,15.727465585929707,7200.0,27018.527012352897,6387.944109307039,0.0,6387.944109307039,0.0,0.0,0.00012273195467965318,2099.625398652327,0.0,2099.625398652327,2099.625398652327,0.0,2099.625398652327,0.0,3,36346.798828125,5.632680043150034,11826.518081079897,0.0,0,0.0,0.012167438544070335,-0.0014746810083397228,-1.0,0.019267822736030827,0.019267822736030827,False,6387.944109307039,16351.486523553416,2251.543917696075,-4664.135907886051,2099.625398652327,0.0,2099.625398652327,2099.625398652327,-4664.135907886051,130.32295388320574
110003,Kegalle,PF,1000.0,92310030071,helped,a,43493.30859375,1.0,1,28.309438054673464,28.309438054673464,0.0,33920.46144322895,9097.15706723187,0.0,9097.15706723187,0.0,0.0,0.00012273195467965318,2988.8463051228396,0.0,2988.8463051228396,2988.8463051228396,0.0,2988.8463051228396,0.0,3,36346.798828125,5.632680043150034,16835.214934908137,0.0,0,0.0,0.010859232205542963,-0.00033558255421446893,-1.0,0.019267822736030827,0.019267822736030827,False,9097.15706723187,16976.00699990229,2826.7051202690795,-1213.1686924480236,2988.8463051228396,0.0,2988.8463051228396,2988.8463051228396,-1213.1686924480236,80.96368010733839
110016,Kegalle,PF,1000.0,92311032061,helped,a,43493.30859375,1.0,1,13.761483345098,13.761483345098,0.0,36249.37568020314,10647.511328268676,0.0,10647.511328268676,0.0,0.0,0.00012273195467965318,3498.2109968046216,0.0,3498.2109968046216,3498.2109968046216,0.0,3498.2109968046216,0.0,3,36346.798828125,5.632680043150034,19704.30326842938,0.0,0,0.0,0.010504605087552316,-1.2932927609622777e-05,-1.0,0.019267822736030827,0.019267822736030827,False,10647.511328268676,17182.705391072202,3020.781306683595,-48.711573960928945,3498.2109968046216,0.0,3498.2109968046216,3498.2109968046216,-48.711573960928945,68.34147535193739
110069,Kegalle,PF,1000.0,92202059021,not_helped,na,43493.30859375,1.0,0,1834.8088078573064,1834.8088078573064,15000.0,17998.62824779823,0.0,0.0,0.0,0.0,0.0,0.00012273195467965318,1.8409793201947977,0.0,1.8409793201947977,1.8409793201947977,0.0,1.8409793201947977,0.9985774245179969,0,36346.798828125,1.2625795677775447,2.3243828743789456,0.0,0,0.0,0.014907687906757857,-0.005709084948649193,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,1146.3212564477703,1499.8856873165194,-18348.17058032677,1.8409793201947977,0.0,1.8409793201947977,1.8409793201947977,-18348.17058032677,353.56443086874907
110083,Kegalle,PF,1000.0,92204070031,not_helped,na,43493.30859375,1.0,0,1605.4567560004245,1605.4567560004245,3750.0,34334.84369950312,0.0,0.0,0.0,0.0,0.0,0.00012273195467965318,0.4602448300486994,0.0,0.4602448300486994,0.4602448300486994,0.0,0.4602448300486994,0.9985774245179969,0,36346.798828125,1.2625795677775447,0.5810957185947364,0.0,0,0.0,0.010793504037173619,-0.0005408707983003739,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,2822.46219703832,2861.2369749585937,-2011.9551286218775,0.4602448300486994,0.0,0.4602448300486994,0.4602448300486994,-2011.9551286218775,38.7747779202737
110154,Kegalle,PF,1000.0,92212043091,not_helped,na,43493.30859375,1.0,1,963.275194649917,963.275194649917,19999.99951171875,26938.0722318276,0.0,0.0,0.0,0.0,0.0,0.00012273195467965318,2.454639033665351,0.0,2.454639033665351,2.454639033665351,0.0,2.454639033665351,0.9985774245179969,0,36346.798828125,1.2625795677775447,3.099177090175089,0.0,0,0.0,0.012185594979833684,-0.002680250961459276,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,2063.506832962131,2244.8393526523,-9408.726596297402,2.454639033665351,0.0,2.454639033665351,2.454639033665351,-9408.726596297402,181.33251969016942
110161,Kegalle,PF,1000.0,92310030051,not_helped,na,43493.30859375,1.0,1,582.1775408227617,582.1775408227617,7200.0,27018.527012352897,0.0,0.0,0.0,0.0,0.0,0.00012273195467965318,0.8836700736935029,0.0,0.8836700736935029,0.8836700736935029,0.0,0.8836700736935029,0.9985774245179969,0,36346.798828125,1.2625795677775447,1.115703779701894,0.0,0,0.0,0.012167438544070335,-0.0026554987360583337,-1.0,0.019267822736030827,0.019267822736030827,False,0.0,2071.7915662699183,2251.543917696075,-9328.271815772103,0.8836700736935029,0.0,0.8836700736935029,0.8836700736935029,-9328.271815772103,179.75235142615668
110191,Kurunegala,PF,5.0,61102090081,helped,a,43493.30859375,1.0,1,4.1239686878344965,4.1239686878344965,0.0,30338.295982620813,18115.116760199457,0.0,18115.116760199457,0.0,0.0,0.00016043312131593465,5951.6725275213885,0.0,5951.6725275213885,5951.6725275213885,0.0,5951.6725275213885,0.0,3,36346.798828125,5.632680043150034,33523.867069134045,0.0,0,0.0,0.011482445787666646,-0.00088852786411318,-1.0,0.019267822736030827,0.019267822736030827,False,18115.116760199457,19156.83818227775,2528.191331885068,-3004.2514227520933,5951.6725275213885,0.0,5951.6725275213885,5951.6725275213885,-3004.2514227520933,172.5611551112424
110398,Kurunegala,PF,5.0,61202087051,helped,a,43493.30859375,1.0,1,41.13602498766353,41.13602498766353,12000.0,25482.236796609675,6227.592240172994,0.0,6227.592240172994,0.0,0.0,0.00016043312131593465,2047.983753913856,0.0,2047.983753913856,2047.983753913856,0.0,2047.983753913856,0.0,3,36346.798828125,5.632680043150034,11535.637219366068,0.0,0,0.0,0.012528850356760816,-0.0017745858500036195,-1.0,0.019267822736030827,0.019267822736030827,False,6227.592240172994,18780.59932295412,2123.5197330508063,-5432.281015757662,2047.983753913856,0.0,2047.983753913856,2047.983753913856,-5432.281015757662,144.12841560060727
110474,Kurunegala,PF,5.0,61203097061,helped,a,43493.30859375,1.0,1,34.28002082305295,34.28002082305295,0.0,35066.838062189054,24787.21195758007,0.0,24787.21195758007,0.0,0.0,0.00016043312131593465,8143.771326161447,0.0,8143.771326161447,8143.771326161447,0.0,8143.771326161447,0.0,3,36346.798828125,5.632680043150034,45871.25822484707,0.0,0,0.0,0.010680256716693322,-0.00017345121676234614,-1.0,0.019267822736030827,0.019267822736030827,False,24787.21195758007,19554.20073979753,2922.2365051824213,-639.9803829679731,8143.771326161447,0.0,8143.771326161447,8143.771326161447,-639.9803829679731,169.2437708888135
110482,Kurunegala,PF,5.0,61203098051,helped,a,43493.30859375,1.0,1,34.28002082305295,34.28002082305295,0.0,33180.5540238757,14548.796612898808,0.0,14548.796612898808,0.0,0.0,0.00016043312131593465,4779.967706293309,0.0,4779.967706293309,4779.967706293309,0.0,4779.967706293309,0.0,3,36346.798828125,5.632680043150034,26924.028706139965,0.0,0,0.0,0.01097964197983224,-0.00044383594935908083,-1.0,0.019267822736030827,0.019267822736030827,False,14548.796612898808,19443.651281897844,2765.0461686563085,-1583.122402124649,4779.967706293309,0.0,4779.967706293309,4779.967706293309,-1583.122402124649,122.60289226238838
110498,Kurunegala,PF,5.0,61203101061,helped,a,43493.30859375,1.0,1,44.074301591692986,44.074301591692986,0.0,31341.001258017186,7545.815059325046,0.0,7545.815059325046,0.0,0.0,0.00016043312131593465,2479.1570918832745,0.0,2479.1570918832745,2479.1570918832745,0.0,2479.1570918832745,0.0,3,36346.798828125,5.632680043150034,13964.298675284796,0.0,0,0.0,0.011297271402101693,-0.000726151609628361,-1.0,0.019267822736030827,0.019267822736030827,False,7545.815059325046,19316.964740840864,2611.7501048347654,-2502.898785053907,2479.1570918832745,0.0,2479.1570918832745,2479.1570918832745,-2502.898785053907,95.99336949782624
110572,Kurunegala,PF,5.0,61204112011,helped,a,43493.30859375,1.0,1,38.56501262163761,38.56501262163761,0.0,35627.27641883083,8012.595120581138,0.0,8012.595120581138,0.0,0.0,0.00016043312131593465,2632.516416239186,0.0,2632.516416239186,2632.516416239186,0.0,2632.516416239186,0.0,3,36346.798828125,5.632680043150034,14828.122681015313,0.0,0,0.0,0.010595920325050254,-9.655180028693708e-05,-1.0,0.019267822736030827,0.019267822736030827,False,8012.595120581138,19712.493032296927,2968.9397015692357,-359.76120464708583,2632.516416239186,0.0,2632.516416239186,2632.516416239186,-359.76120464708583,57.654674776228745
110641,Kurunegala,PF,5.0,61205122041,helped,a,43493.30859375,1.0,0,27.424016658442355,27.424016658442355,0.0,20936.884469115277,27653.4281803269,0.0,27653.4281803269,0.0,0.0,0.00016043312131593465,9085.458899952751,0.0,9085.458899952751,9085.458899952751,0.0,9085.458899952751,0.0,3,36346.798828125,5.632680043150034,51175.48302862373,0.0,0,0.0,0.013822097985199852,-0.0027942347139323495,-1.0,0.019267822736030827,0.019267822736030827,False,27653.4281803269,18222.433617247003,1744.740372426273,-7704.957179504861,9085.458899952751,0.0,9085.458899952751,9085.458899952751,-7704.957179504861,323.51476068319096
110709,Kurunegala,PF,5.0,61206132011,helped,a,43493.30859375,1.0,1,41.13602498766353,41.13602498766353,0.0,36330.964245596835,15342.148612610097,0.0,15342.148612610097,0.0,0.0,0.00016043312131593465,5040.621356161577,0.0,5040.621356161577,5040.621356161577,0.0,5040.621356161577,0.0,3,36346.798828125,5.632680043150034,28392.207317927176,0.0,0,0.0,0.010492803345000913,-2.0990914990479024e-06,-1.0,0.019267822736030827,0.019267822736030827,False,15342.148612610097,19731.514011569063,3027.5803537997363,-7.917291264082451,5040.621356161577,0.0,5040.621356161577,5040.621356161577,-7.917291264082451,97.27434773459844
110740,Kurunegala,PF,5.0,61206135081,helped,a,43493.30859375,1.0,0,43.19286111585947,43.19286111585947,1857.1430053710935,33602.799532313926,63062.744556734986,0.0,63062.744556734986,0.0,0.0,0.00016043312131593465,20719.39179891278,0.0,20719.39179891278,20719.39179891278,0.0,20719.39179891278,0.0,3,36346.798828125,5.632680043150034,116705.7046919425,0.0,0,0.0,0.010910439995532902,-0.00038170216623711336,-1.0,0.019267822736030827,0.019267822736030827,False,63062.744556734986,19175.788285473853,2800.233294359494,-1371.9996479055371,20719.39179891278,0.0,20719.39179891278,20719.39179891278,-1371.9996479055371,425.65301438956294
110742,Kurunegala,PF,5.0,61206135101,helped,a,43493.30859375,1.0,1,24.68163492334827,24.68163492334827,0.0,30300.85764454168,7660.022824096273,0.0,7660.022824096273,0.0,0.0,0.00016043312131593465,2516.679743545778,0.0,2516.679743545778,2516.679743545778,0.0,2516.679743545778,0.0,3,36346.798828125,5.632680043150034,14175.65176647025,0.0,0,0.0,0.011489537187327417,-0.0008947134180609993,-1.0,0.019267822736030827,0.019267822736030827,False,7660.022824096273,19219.54247520152,2525.0714703784734,-3022.97059179166,2516.679743545778,0.0,2516.679743545778,2516.679743545778,-3022.97059179166,106.73700068087547
110746,Kurunegala,PF,5.0,61207001041,helped,a,43493.30859375,1.0,1,12.340817461674135,12.340817461674135,0.0,31996.0828192639,12939.53413566308,0.0,12939.53413566308,0.0,0.0,0.00016043312131593465,4251.248879794868,0.0,4251.248879794868,4251.248879794868,0.0,4251.248879794868,0.0,3,36346.798828125,5.632680043150034,23945.924723684493,0.0,0,0.0,0.011181024253643482,-0.0006233801927457384,-1.0,0.019267822736030827,0.019267822736030827,False,12939.53413566308,19343.721518203172,2666.3402349386583,-2175.358004430551,4251.248879794868,0.0,4251.248879794868,4251.248879794868,-2175.358004430551,123.82672223941076
110749,Kurunegala,PF,5.0,61207001071,helped,a,43493.30859375,1.0,1,37.022452385022405,37.022452385022405,0.0,28282.37780615437,14775.049267806839,0.0,14775.049267806839,0.0,0.0,0.00016043312131593465,4854.302403017619,0.0,4854.302403017619,4854.302403017619,0.0,4854.302403017619,0.0,3,36346.798828125,5.632680043150034,27342.7322688926,0.0,0,0.0,0.011892469217015247,-0.0012421580459367244,-1.0,0.019267822736030827,0.019267822736030827,False,14775.049267806839,18986.849067114996,2356.8648171795307,-4032.2105109853146,4854.302403017619,0.0,4854.302403017619,4854.302403017619,-4032.2105109853146,171.2237555684573
110771,Kurunegala,PF,5.0,61207003101,helped,a,43493.30859375,1.0,1,18.511226192511202,18.511226192511202,0.0,34259.44261122214,13002.514454299131,0.0,13002.514454299131,0.0,0.0,0.00016043312131593465,4271.940892833628,0.0,4271.940892833628,4271.940892833628,0.0,4271.940892833628,0.0,3,36346.798828125,5.632680043150034,24062.476212580517,0.0,0,0.0,0.010805375138799336,-0.0002869472732317487,-1.0,0.019267822736030827,0.019267822736030827,False,13002.514454299131,19553.741151790062,2854.9535509351786,-1043.6781084514296,4271.940892833628,0.0,4271.940892833628,4271.940892833628,-1043.6781084514296,102.4204046490377
110773,Kurunegala,PF,5.0,61207004021,helped,a,43493.30859375,1.0,1,27.424016658442355,27.424016658442355,1500.0,36227.64626839212,16892.258909828233,0.0,16892.258909828233,0.0,0.0,0.00016043312131593465,5550.146543873745,0.0,5550.146543873745,5550.146543873745,0.0,5550.146543873745,0.0,3,36346.798828125,5.632680043150034,31262.19967423578,0.0,0,0.0,0.010507754956452156,-1.5823431270069767e-05,-1.0,0.019267822736030827,0.019267822736030827,False,16892.258909828233,19712.09138290384,3018.97052236601,-59.57627986644002,5550.146543873745,0.0,5550.146543873745,5550.146543873745,-59.57627986644002,108.08714496609218
110776,Kurunegala,PF,5.0,61207004051,helped,a,43493.30859375,1.0,1,41.13602498766353,41.13602498766353,0.0,35579.859602036806,8557.173218452954,0.0,8557.173218452954,0.0,0.0,0.00016043312131593465,2811.436074726546,0.0,2811.436074726546,2811.436074726546,0.0,2811.436074726546,0.0,3,36346.798828125,5.632680043150034,15835.919870704283,0.0,0,0.0,0.010602978496950424,-0.00010299972568464488,-1.0,0.019267822736030827,0.019267822736030827,False,8557.173218452954,19704.637429223356,2964.988300169734,-383.46961304409706,2811.436074726546,0.0,2811.436074726546,2811.436074726546,-383.46961304409706,61.558876450301405
110802,Kurunegala,PF,5.0,61207009081,helped,a,43493.30859375,1.0,1,37.022452385022405,37.022452385022405,0.0,31914.25987973715,8542.701929432365,0.0,8542.701929432365,0.0,0.0,0.00016043312131593465,2806.6815719296947,0.0,2806.6815719296947,2806.6815719296947,0.0,2806.6815719296947,0.0,3,36346.798828125,5.632680043150034,15809.139277685359,0.0,0,0.0,0.0111953482366331,-0.0006360782925686462,-1.0,0.019267822736030827,0.019267822736030827,False,8542.701929432365,19363.948331780215,2659.5216566447625,-2216.269474193925,2806.6815719296947,0.0,2806.6815719296947,2806.6815719296947,-2216.269474193925,96.7813303684705
