region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,30,243302.09000000003,18759.76164457749,0.0
ARMM,PF,30,98041.719,6399.9328839042,0.0
ARMM,PF,30,116599.21000000002,8485.807060457339,0.0
ARMM,PF,30,21066.311000000005,7304.050570039208,7009.0377264467015
ARMM,PF,30,26179.943,2889.6143679268803,0.0
ARMM,PF,30,23040.299000000006,3951.453730514336,1.2934335051497592
ARMM,PF,30,18463.852000000006,6826.036067086703,6550.330375935467
ARMM,PF,30,25606.15000000001,8519.213657120588,729.3717913111177
ARMM,PF,30,25441.725,8216.548992035045,580.1616801430305
ARMM,PF,30,32336.27100000001,2566.66364289611,0.0
ARMM,PF,30,28000.33800000001,4624.716080515098,0.6275663249246335
ARMM,PF,30,24290.74000000001,7137.020377646775,333.58594667536664
ARMM,PF,30,14660.443000000005,3998.550170335672,3837.047502098849
ARMM,PF,30,25692.90800000001,3830.479824910152,0.1691316909157922
ARMM,PF,30,28644.793000000005,8356.807526040144,183.53958730476555
ARMM,PF,30,21983.363000000005,10298.970127053164,9882.991563635318
ARMM,PF,30,41782.48800000001,7320.447595977292,0.0
ARMM,PF,30,75756.96100000001,7300.777552652839,0.0
ARMM,PF,30,17893.768000000004,3381.958625714408,3245.3602791508174
ARMM,PF,30,20441.686,3551.294973469758,4.422681581369755
ARMM,PF,30,20354.516000000007,2174.9796130854374,0.0
ARMM,PF,30,29381.92200000001,7670.859039855184,0.0
ARMM,PF,30,14467.27099999999,1540.9246787337718,1478.6821299564167
ARMM,PF,30,9765.75679999997,904.3014597198633,867.7707847557228
ARMM,PF,30,14189.76599999998,1560.4661336884833,1497.4319602316064
ARMM,PF,30,26386.826,4175.109649484823,0.0
ARMM,PF,30,24692.90000000001,8434.604596176106,1397.34816998691
ARMM,PF,30,12662.072000000002,1131.8175613382218,1086.1031027653357
ARMM,PF,30,16819.752000000008,1114.3611974014557,0.0
ARMM,PF,30,14568.435,1590.5649402943163,1526.3207912525486
ARMM,PF,30,19211.766000000003,2231.432066985948,0.0
ARMM,PF,30,16270.782000000007,4839.324738020285,4643.862927023643
ARMM,PF,30,15593.180000000002,4613.7615940364785,4427.410347633856
ARMM,PF,30,16000.623,5768.7312274103515,5535.730403141679
ARMM,PF,30,13540.620999999996,3681.9716724314794,3533.253642755103
ARMM,PF,30,11936.803999999998,1350.6186874806967,1296.0660102500885
ARMM,PF,30,21340.802999999967,2539.7622883593067,0.0
ARMM,PF,30,217936.58,14617.342089591917,0.0
ARMM,PF,30,18579.625,3946.114873999027,3786.7267809032
ARMM,PF,30,28168.06600000001,10028.515565176956,827.8888149192502
