,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,0.7950000000000005,17130,0,17130.0,2.3244819076765367e-06,0.0,0.065,5905.8651929582875,0.0,5905.8651929582875,2,36346.798828125,0,0.009729778363522642,0.22342438417122967,-1,3.87283236994221,3.87283236994221,14970.970000000005,1283.1699999999985,3521.06,5326.0,8.031,75931.69671007864,4924.84,4924.84,0,5899.17,5326.0,10.97
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.8450000000000005,34666,0,34666.0,2.3244819076765367e-06,0.0,0.8450000000000005,40682.19037030431,0.0,40682.19037030431,1,36346.798828125,0,0.006526245786778747,0.20925133111306965,-1,0.0,0.0,1314.1699999999837,0.23999999999990895,7826.22,0.0,0.841,9472.81948300115,438.85,438.85,0,1567.55,1554.58,0.01
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,71724,0,71724.0,2.3244819076765367e-06,0.0,0.8450000000000005,84171.50585933498,0.0,84171.50585933498,1,36346.798828125,0,0.004589642686662065,0.21625025778854146,-1,0.0,0.0,2719.059999999995,0.51000000000328,15824.17,0.0,0.827,8399.8179105565,908.0,908.0,0,3243.32,3216.85,0.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,1.1150000000000009,47901,0,47901.0,2.3244819076765367e-06,0.0,1.1150000000000009,69147.35875924386,0.0,69147.35875924386,1,36346.798828125,0,0.004643500821149795,0.12195191784490225,-1,0.0,0.0,638.230000000009,0.19000000000230877,15459.22,0.0,0.853,2642.5719533400993,214.24,214.24,0,941.32,930.94,0.01
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,0.9650000000000006,38133,0,38133.0,2.3244819076765367e-06,0.0,0.9650000000000006,49326.838826250925,0.0,49326.838826250925,1,36346.798828125,0,0.005775933677332382,0.16775573288726653,-1,0.0,0.0,908.290000000012,0.21000000000159624,9991.58,0.0,0.836,5624.862054249547,304.02,304.02,0,1196.97,1185.55,0.01
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,0.7550000000000004,48577,0,48577.0,2.3244819076765367e-06,0.0,0.7550000000000004,52635.476727579546,0.0,52635.476727579546,1,36346.798828125,0,0.005978262876591124,0.263835671342557,-1,0.0,0.0,2609.4999999999754,0.40000000000051883,9326.72,0.0,0.836,18777.2793042969,869.91,869.91,0,2868.95,2847.67,0.01
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,33115,0,33115.0,2.3244819076765367e-06,0.0,0.8450000000000005,38862.018522835846,0.0,38862.018522835846,1,36346.798828125,0,0.006551783832808398,0.19845440390547284,-1,0.0,0.0,1255.389999999991,0.23000000000112286,7765.32,0.0,0.855,7756.418161132425,419.23,419.23,0,1497.45,1484.99,0.01
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,0.6450000000000004,56196,0,56196.0,2.3244819076765367e-06,0.0,0.6450000000000004,54709.4635334224,0.0,54709.4635334224,1,36346.798828125,0,0.0061043483897546946,0.3442790451850651,-1,0.0,0.0,4622.120000000018,0.5399999999984979,8945.41,0.0,0.833,23706.515465417488,1537.58,1537.58,0,4556.13,4527.59,0.01
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,1.2150000000000007,37138,0,37138.0,2.3244819076765367e-06,0.0,1.2150000000000007,57324.74765507904,0.0,57324.74765507904,1,36346.798828125,0,0.004413495638762264,0.06841808174170319,-1,0.0,0.0,335.88999999999766,0.12000000000136836,17112.5,0.0,1.039,619.307825898094,113.02,113.02,0,530.8,524.57,0.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,1.0350000000000006,48879,0,48879.0,2.3244819076765367e-06,0.0,1.0350000000000006,66648.82800929165,0.0,66648.82800929165,1,36346.798828125,0,0.004803528445287457,0.14001923896704654,-1,0.0,0.0,887.789999999987,0.23999999999977217,14446.35,0.0,0.853,3262.4023189246627,297.56,297.56,0,1234.93,1222.47,0.0
