region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,100,243302.09000000003,43381.84120141359,0.0
ARMM,PF,100,98041.719,15338.368778476792,0.0
ARMM,PF,100,116599.21000000002,13672.591112042572,0.0
ARMM,PF,100,21066.311000000005,6581.602446348254,6076.989900940002
ARMM,PF,100,26179.943,2208.758493928004,0.0
ARMM,PF,100,23040.299000000006,4960.444766552223,14.769630669261995
ARMM,PF,100,18463.852000000006,5686.35929801281,5250.385192486549
ARMM,PF,100,25606.15000000001,7644.549436294777,222.4666989250021
ARMM,PF,100,25441.725,10713.674339103387,9892.255159959614
ARMM,PF,100,32336.27100000001,5458.176972438382,0.5954697722660656
ARMM,PF,100,28000.33800000001,2970.928143541997,0.01080127838712843
ARMM,PF,100,24290.74000000001,9057.120839383091,7687.627335892739
ARMM,PF,100,14660.443000000005,4050.7009475171913,3740.133037577814
ARMM,PF,100,25692.90800000001,2386.1365281072212,0.0
ARMM,PF,100,28644.793000000005,10738.59055345328,957.6075753620478
ARMM,PF,100,21983.363000000005,7769.805199712552,7174.092953171648
ARMM,PF,100,41782.48800000001,7042.819306704193,0.0
ARMM,PF,100,75756.96100000001,7270.579664167913,0.0
ARMM,PF,100,17893.768000000004,3743.992333416,3456.939823521199
ARMM,PF,100,20441.686,4265.938774008656,52.38775678742758
ARMM,PF,100,20354.516000000007,1771.9655210862434,0.0
ARMM,PF,100,29381.92200000001,8143.041241783923,0.0
ARMM,PF,100,14467.27099999999,842.3876905248094,0.0
ARMM,PF,100,9765.75679999997,1099.0462494078133,1014.7481256748241
ARMM,PF,100,14189.76599999998,1031.7872650028476,952.6410489633884
ARMM,PF,100,26386.826,3322.445485592729,0.0
ARMM,PF,100,24692.90000000001,10488.761484695662,9684.586411205928
ARMM,PF,100,12662.072000000002,1429.1379003572424,1319.5656617546508
ARMM,PF,100,16819.752000000008,2250.613569636057,2078.0586559410604
ARMM,PF,100,14568.435,1462.0005903948693,1349.904292701975
ARMM,PF,100,19211.766000000003,2760.227553148065,0.6780640998934062
ARMM,PF,100,16270.782000000007,4341.3899020342305,4008.5348219935527
ARMM,PF,100,15593.180000000002,4563.580085830379,4213.689647740642
ARMM,PF,100,16000.623,5583.851118479097,5155.736331989704
ARMM,PF,100,13540.620999999996,3874.5528162504297,3577.477792530756
ARMM,PF,100,11936.803999999998,1168.5055412914176,1078.911371133514
ARMM,PF,100,21340.802999999967,2535.9102972446226,0.0
ARMM,PF,100,217936.58,17402.33901841273,0.0
ARMM,PF,100,18579.625,2994.569487382475,323.9998850863061
ARMM,PF,100,28168.06600000001,12905.85225575155,7384.295215023833
ARMM,PF,100,40491.92200000001,11413.622615291504,124.94208811210942
ARMM,PF,100,47652.73400000001,15183.588409038415,343.13718060849715
ARMM,PF,100,32448.801,6587.748949348834,0.0
ARMM,PF,100,27148.196999999996,2215.29748244538,0.0
ARMM,PF,100,17948.328,1398.4298072915549,0.00869224121741873
ARMM,PF,100,20872.67799999999,3169.3341586650567,0.2819839386299404
ARMM,PF,100,15453.292999999969,3786.976240569396,3496.5685311089555
ARMM,PF,100,236120.69000000012,23230.958788288648,0.0
ARMM,PF,100,78659.79700000005,9358.128248076535,0.0
ARMM,PF,100,50589.066,7050.3955132309475,0.0
ARMM,PF,100,140935.58000000005,16075.688363009564,0.0
ARMM,PF,100,24142.43600000001,8444.622032178944,2074.919507693907
ARMM,PF,100,20699.721,6854.056156213907,6328.543894149791
ARMM,PF,100,18379.77500000001,6571.166666452666,6067.354234010725
ARMM,PF,100,18344.682000000008,6615.572291725655,6108.3552726679
ARMM,PF,100,22801.00600000001,9099.046885244858,8401.42145937308
ARMM,PF,100,15999.516000000005,6396.330976533955,5905.923225282845
ARMM,PF,100,18754.285000000003,7039.659863933608,6499.927980747802
ARMM,PF,100,68036.97700000001,15128.338888420583,0.0
ARMM,PF,100,22240.632999999998,3559.131664609067,0.4114574070062988
ARMM,PF,100,29673.542999999998,4403.892186449331,0.0
ARMM,PF,100,30097.895999999993,9566.03002596177,275.0057328154279
ARMM,PF,100,62615.32800000003,11607.080103385364,0.0
