,district,hazard,rp,level_0,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
0,Ampara,PF,5.0,0,52101051011,helped,a,43493.30859375,1.0,5.065581348701985,0.0,42252.66402108329,128604.51219922266,8610.108335066852,0.0,8610.108335066852,0.0,2828.8277638590325,0.0,2828.8277638590325,5905.865192958295,0.0,5905.865192958295,0.3621144442859143,2,36346.798828125,0.0,0,0.0,0.00972977836352264,0.0005357358277920467,-1,0.038535645472061654,0.038535645472061654,False,8491.569992988609,7643.698179946882,3521.055335090274,1151.8703366665384,2809.4158243940483,0.0,2809.4158243940483,5905.865192958293,1151.8703366665384,91.20307544662651,2.1029924244019413e-05
1,Ampara,PF,5.0,1,52101051021,helped,a,43493.30859375,0.0,7.09181388818278,0.0,93914.60573751283,285848.0604495976,37233.094412897175,0.0,37233.094412897175,0.0,12232.832283958753,0.0,12232.832283958753,51380.612460146,0.0,51380.612460146,1.0514242985570077,1,36346.798828125,0.0,0,0.0,0.006526245786778746,0.006177631142857359,-1,0.0,0.0,True,35754.662725880095,6817.476613737006,7826.217144792736,24176.8104080632,11987.50492236308,0.0,11987.50492236308,50350.18305513023,24176.8104080632,494.54307886914876,2.1029924244019413e-05
2,Ampara,PF,5.0,2,52101051041,helped,a,43493.30859375,0.0,3.0393488092211913,0.0,189890.06322699296,577968.7392161,58877.982920567185,0.0,58877.982920567185,0.0,19344.20175497422,0.0,19344.20175497422,101082.04377993297,0.0,101082.04377993297,1.388258190421231,1,36346.798828125,0.0,0,0.0,0.004589642686662065,0.005161375952409054,-1,0.0,0.0,True,55810.93349259342,13659.146578975533,15824.171935582746,42243.39891557158,18833.628293075664,0.0,18833.628293075664,98414.07072618674,42243.39891557158,1057.1503789962749,2.1029924244019413e-05
3,Ampara,PF,5.0,3,52101051051,helped,a,43493.30859375,0.0,4.052465078961589,0.0,185510.6888011759,564639.2291173065,78894.05580908769,0.0,78894.05580908769,0.0,25920.428267695934,0.0,25920.428267695934,102407.55842504543,0.0,102407.55842504543,0.9694916730157388,1,36346.798828125,0.0,0,0.0,0.004643500821149795,0.006474351221082725,-1,0.0,0.0,True,76000.95449304239,13495.84538081357,15459.224066764657,49568.51100184126,25440.729167897924,0.0,25440.729167897924,100512.34230123508,49568.51100184126,963.6004747818109,2.1029924244019413e-05
4,Ampara,PF,5.0,4,52101051061,helped,a,43493.30859375,0.0,6.078697618442383,0.0,119899.00962193316,364936.8389624983,48547.575057080176,0.0,48547.575057080176,0.0,15950.17424231194,0.0,15950.17424231194,65769.93188170761,0.0,65769.93188170761,1.0262048635965797,1,36346.798828125,0.0,0,0.0,0.005775933677332381,0.0062663870977452815,-1,0.0,0.0,True,46665.203475521,8709.593049484141,9991.584135161096,31218.78605403801,15637.8931982841,0.0,15637.8931982841,64482.25297101739,31218.78605403801,628.7119981657393,2.1029924244019413e-05
5,Ampara,PF,5.0,5,52101051081,helped,a,43493.30859375,0.0,7.09181388818278,0.0,111920.58600889788,340652.8961474091,53428.783936902604,0.0,53428.783936902604,0.0,17553.88219383677,0.0,17553.88219383677,62781.19326592077,0.0,62781.19326592077,0.8464971077293423,1,36346.798828125,0.0,0,0.0,0.005978262876591123,0.006972030320539224,-1,0.0,0.0,True,51714.04010164028,8167.658543971712,9326.71550074149,31690.738043252688,17269.89784304046,0.0,17269.89784304046,61765.52754508666,31690.738043252688,569.8230088669432,2.1029924244019413e-05
6,Ampara,PF,5.0,6,52101051091,helped,a,43493.30859375,0.0,6.078697618442383,0.0,93183.89750288204,283624.00243451586,47844.58533055098,0.0,47844.58533055098,0.0,15719.208872455416,0.0,15719.208872455416,52845.85871980619,0.0,52845.85871980619,0.7759843583312171,1,36346.798828125,0.0,0,0.0,0.006551783832808397,0.00729284957753574,-1,0.0,0.0,True,46435.065422658925,6811.742915057712,7765.324791906837,27318.099828172773,15485.930940773449,0.0,15485.930940773449,52061.60979734828,27318.099828172773,469.291755641696,2.1029924244019413e-05
7,Ampara,PF,5.0,7,52101051101,helped,a,43493.30859375,0.0,5.065581348701985,0.0,107344.88809052588,326725.83586856845,29693.02814871281,0.0,29693.02814871281,0.0,9755.563943142228,0.0,9755.563943142228,56527.3864408114,0.0,56527.3864408114,1.5751785996167162,1,36346.798828125,0.0,0,0.0,0.006104348389754694,0.004698027177620787,-1,0.0,0.0,True,27944.258321404013,7682.750233484137,8945.407340877156,22080.006100574617,9463.928020579968,0.0,9463.928020579968,54837.53882249016,22080.006100574617,615.2932797721785,2.1029924244019413e-05
8,Ampara,PF,5.0,8,52101053011,helped,a,43493.30859375,0.0,1.8010988102314913,22499.999450683594,205349.94354133017,556540.9688016331,82596.93526411754,0.0,82596.93526411754,0.0,27137.482037005564,0.0,27137.482037005564,112549.71015905513,0.0,112549.71015905513,1.0340847132999507,1,36346.798828125,0.0,0,0.0,0.004413495638762264,0.006238440373147748,-1,0.0,0.0,True,79370.2374353939,14913.71349236432,17112.495295110846,53278.31165399523,26602.13059261236,0.0,26602.13059261236,110329.39934939948,53278.31165399523,1078.2123115086501,2.1029924244019413e-05
9,Ampara,PF,5.0,9,52101053021,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,173356.15172921692,527644.4419870399,58306.997594902874,0.0,58306.997594902874,0.0,19156.606073347673,0.0,19156.606073347673,93060.11797538096,0.0,93060.11797538096,1.267489580161367,1,36346.798828125,0.0,0,0.0,0.004803528445287456,0.005494510854559021,-1,0.0,0.0,True,55527.51059905727,12510.890568898449,14446.345977434743,40598.91248741015,18694.434444167502,0.0,18694.434444167502,90814.95272159316,40598.91248741015,946.3599621959752,2.1029924244019413e-05
