district,hazard,rp,c,di0,dc_post_reco
Ampara,PF,5.0,235450.40251307838,31685.98918879748,0.011640738772092377
Ampara,PF,5.0,134965.19998626842,11884.627486658066,2.5472901224748613e-05
Ampara,PF,5.0,84332.98102342336,7344.734485535771,0.012706187351536995
Ampara,PF,5.0,64345.62526859055,10518.788966028951,119.12172549537328
Ampara,PF,5.0,70961.02853277483,6576.604747130161,0.8058942205024896
Ampara,PF,5.0,355294.1701518501,38990.11738238268,3.2376681807452066e-05
Ampara,PF,5.0,91244.252333825,7898.439293641402,0.003017019497046859
Ampara,PF,5.0,110656.74693380311,9347.012119098335,0.00010027661574340152
Ampara,PF,5.0,109929.56602987481,13926.625733657085,0.277007774123525
Ampara,PF,5.0,141925.8656452118,13182.550617655344,5.8315626107794726e-05
Ampara,PF,5.0,111952.76557736656,15036.153261533727,0.5831821346849854
Ampara,PF,5.0,160570.82011554926,20029.96610875249,0.014294051911934868
Ampara,PF,5.0,102503.51537362752,9495.658021450401,0.0021410926437587154
Ampara,PF,5.0,183805.6872954285,12448.62647262213,3.0998488618664135e-10
Ampara,PF,5.0,56957.6545496116,7025.142552924851,35.86978727945374
Ampara,PF,5.0,56322.389321314826,4300.906863575528,0.12597629945416725
Ampara,PF,5.0,47926.84127464861,5551.020190829248,326.5722599035634
Ampara,PF,5.0,164646.03551019204,21806.204710096597,0.03825719424240618
Ampara,PF,5.0,112096.95254402302,9811.276047061392,0.00019325018775110663
Ampara,PF,5.0,103489.32813338377,9437.101474019059,0.001360688218925136
Ampara,PF,5.0,110492.90769608982,16134.292155038798,2.1267421685398404
Ampara,PF,5.0,106789.4331138882,13133.14265495701,0.22458064702737676
Ampara,PF,5.0,97013.51810284807,16687.751402994487,10.533934458816539
Ampara,PF,5.0,113177.18292328119,17778.456381724962,1.400055916128453
Ampara,PF,5.0,79599.75439087066,10480.669836684245,1.4938969289326451
Ampara,PF,5.0,92028.32169919947,15028.378798327418,7.689823812989838
Ampara,PF,5.0,85275.89159812365,14853.215272853777,26.06718185232164
Ampara,PF,5.0,60262.31810700397,5807.058795532968,0.8496063662631277
Ampara,PF,5.0,42675.37241843431,2845.0193424849945,113.2918386965507
Ampara,PF,5.0,133294.0069492145,12921.80205146832,0.0002911318015289794
Ampara,PF,5.0,90783.58997530212,9714.71352105902,0.14315463940127635
Ampara,PF,5.0,87664.81440219031,10941.105359901125,0.278352074209782
Ampara,PF,5.0,68420.2312904874,6783.2556605033615,0.153581317632479
Ampara,PF,5.0,83332.1390223848,6359.701166784194,0.0012272360132245296
Ampara,PF,5.0,91730.93022111717,11857.461667001711,2.0211305287229524
Ampara,PF,5.0,197595.11285123095,13740.473046137771,4.0940729576819724e-10
Ampara,PF,5.0,101801.89296890904,12953.885499337395,0.588761629225229
Ampara,PF,5.0,167712.02416918613,15115.447663190083,6.23871045308342e-06
Ampara,PF,5.0,175247.57442039755,17172.533870855106,3.9736459727129825e-05
Ampara,PF,5.0,69515.24481818812,10457.59221526067,26.42369428393082
Ampara,PF,5.0,83491.13843425043,15045.971730108902,42.60177771936036
Ampara,PF,5.0,269950.9311465926,27657.504592070527,1.2554573091172747e-05
Ampara,PF,5.0,173061.47313172478,20714.605583174118,0.004115770824339111
Ampara,PF,5.0,80887.9859538633,10605.698999240096,1.211074271048991
Ampara,PF,5.0,76791.6768872454,6475.6789526993225,0.04095088748636337
Ampara,PF,5.0,62402.71643973072,10195.845224577259,157.1666746487297
Ampara,PF,5.0,91760.56683024224,9668.26869600677,0.09708122987813914
Ampara,PF,5.0,65639.6458726697,10809.526316332087,106.40308529086549
Ampara,PF,5.0,78275.98584995329,9364.21940627881,0.4575777522544018
Ampara,PF,5.0,73865.70333533932,8959.083536293256,1.0609340548134931
Ampara,PF,5.0,124077.43166606744,19575.137738282814,2.8787771175437404
Ampara,PF,5.0,71452.39390272813,10972.170060007067,25.525479113915328
Ampara,PF,5.0,61669.1605593833,9053.550955514063,69.10318753202897
Ampara,PF,5.0,144695.4061820092,17362.758794844285,0.013041122525143712
Ampara,PF,5.0,90861.74202996989,8304.829025916224,0.009202879696343504
Ampara,PF,5.0,76890.3542566156,11270.105950767784,7.974954553956098
Ampara,PF,5.0,92986.39042095517,13156.412841766893,1.0894438450604542
Ampara,PF,5.0,95664.34926526071,15684.722620727202,6.3656006249733865
Ampara,PF,5.0,68180.86498839661,9940.97694226056,22.935140703540487
Ampara,PF,5.0,118006.59084068704,9776.982949059447,2.657987171218106e-05
Ampara,PF,5.0,211935.5754312629,30576.153050974237,0.062059614256751786
Ampara,PF,5.0,43531.901476719904,5022.747952665461,541.9490857892439
Ampara,PF,5.0,119697.1783372514,16329.329053842062,0.4468047005780774
Ampara,PF,5.0,184675.46142190852,27326.63371066789,0.1602518848876271
Ampara,PF,5.0,100161.09825691258,8276.971305159963,0.0002577913936838947
Ampara,PF,5.0,53716.986849250345,6887.17224200015,116.94083111082992
Ampara,PF,5.0,182699.3242003345,15146.846604463366,2.8644430125908197e-07
Ampara,PF,5.0,80404.87055339359,8604.957420729543,0.7471338049577355
Ampara,PF,5.0,196495.92160460848,22399.41381245452,0.000733091027097408
Ampara,PF,5.0,55825.05912967523,4398.4962248503725,0.24986590709706685
Ampara,PF,5.0,190926.82892327578,31855.56172301598,0.9810028837693928
Ampara,PF,5.0,185624.5477550148,24281.98206689689,0.016889142728444228
Ampara,PF,5.0,159874.93987709066,17764.786470870917,0.001396389732381042
Ampara,PF,5.0,109805.19539616829,9455.612980494156,0.00017454805016355358
Ampara,PF,5.0,45122.60164745213,5705.364647270158,575.2494209905096
Ampara,PF,5.0,120917.44726101095,9908.72889851605,1.467634508162428e-05
Ampara,PF,5.0,57151.317895756336,7014.397207953247,32.582375530247404
Ampara,PF,5.0,100873.759683298,14824.623777621442,1.0614894791801583
Ampara,PF,5.0,133599.94722380006,10132.211623288118,4.924986699318584e-07
Ampara,PF,5.0,98112.76208365052,8383.680333009552,0.0007383076558938223
Ampara,PF,5.0,119992.57177584937,18906.79164973379,3.4455089165033232
Ampara,PF,5.0,214840.97093428657,23165.90574203293,0.00012790469796718226
Ampara,PF,5.0,38514.923940628796,3213.038704349319,3213.038704349319
Ampara,PF,5.0,123218.30984393493,10908.046235398177,7.939023709491634e-05
Ampara,PF,5.0,56347.32672907206,26323.163414054663,26323.163414054663
Ampara,PF,5.0,234163.9228967303,16163.031364322249,7.496500897492124e-11
Ampara,PF,5.0,180198.8451682862,15795.630009473316,1.6355405360256032e-06
Ampara,PF,5.0,40774.059138838704,5156.817987334084,5156.817987334084
Ampara,PF,5.0,145886.37833913663,23086.226137847603,1.2842435195016335
Ampara,PF,5.0,99989.68873470156,18006.636657583396,15.39892642581509
Ampara,PF,5.0,61633.05522418591,7769.612232626903,15.346617083099787
Ampara,PF,5.0,257006.35402821962,24377.38148140185,1.8150569966710308e-06
Ampara,PF,5.0,114133.28876167256,14704.414982982124,0.2637955777644333
Ampara,PF,5.0,99516.60454712666,10317.043360116842,0.02673773180308328
Ampara,PF,5.0,61836.609158745654,9599.425362807406,110.76763537099116
Ampara,PF,5.0,127564.02814424507,12669.853780785716,0.000764839737334405
Ampara,PF,5.0,130571.52873833488,20253.626276867508,1.7066093596393823
Ampara,PF,5.0,229826.2670665973,31416.04579468694,0.017148653286993342
Ampara,PF,5.0,42071.27602015741,3191.166219622431,306.34229304731525
Ampara,PF,5.0,74438.40238881666,5486.118369207088,0.0073972096730744105
Ampara,PF,5.0,88587.56294209445,10248.982544142049,0.6352789996909618
Ampara,PF,5.0,125450.47736846,10965.523358421506,4.7420622025378196e-05
Ampara,PF,5.0,58897.85635723466,5956.87929372172,2.3896345463872457
Ampara,PF,5.0,61330.69501448285,5080.113820100894,0.06415654885781624
Ampara,PF,5.0,102459.12491282656,10641.261731129567,0.019537542194642186
Ampara,PF,5.0,173389.12816973802,24330.333398522158,0.08368783401142946
Ampara,PF,5.0,107073.22503289986,12869.513025028926,0.1516978183553791
Ampara,PF,5.0,140892.49837385825,9694.837308321032,1.2034843736377557e-08
Ampara,PF,5.0,159952.9747446919,10576.064716275258,6.038926150306014e-10
Ampara,PF,5.0,82372.60546229748,11018.260509258402,1.3475053131312436
Ampara,PF,5.0,255408.7427502388,21226.793497704293,3.2217577345136384e-08
Ampara,PF,5.0,102224.75077976985,17529.957241269432,7.645788595161834
Ampara,PF,5.0,81805.80677761987,10470.972010782842,0.7759893746206283
Ampara,PF,5.0,43827.66405457743,4675.811705018701,446.81676564212967
Ampara,PF,5.0,110796.87922795769,7583.057292622353,4.379189808547202e-06
Ampara,PF,5.0,285834.23176971,46876.04385362697,0.2720566811770889
Ampara,PF,5.0,151827.37589480367,18469.51151704901,0.012367322183935093
Ampara,PF,5.0,353352.66170843533,36987.36590327023,9.21665987783076e-06
Ampara,PF,5.0,207697.85673146526,25354.941599246285,0.00252086805111558
Ampara,PF,5.0,94183.37427459557,12962.035608918604,0.6643620237104721
Ampara,PF,5.0,205088.28825918568,22504.604289210885,0.0002452789233922917
Ampara,PF,5.0,199025.21693631614,25893.40838281033,0.011170111239245191
Ampara,PF,5.0,136606.6743832508,13651.530366139928,0.00046092796037093634
Ampara,PF,5.0,132629.46253234567,16976.801110065004,0.07677488427369218
Ampara,PF,5.0,95003.19741396784,11099.023220801628,0.3286778858060362
Ampara,PF,5.0,112544.94698065416,16056.767782185732,1.3485192328658715
Ampara,PF,5.0,98325.85504542562,7700.277018836204,0.00010125586550014649
Ampara,PF,5.0,68918.02437103976,7056.43436585274,0.22558000780499174
Ampara,PF,5.0,64902.076335293714,7786.338674207349,4.464112774585399
Ampara,PF,5.0,54153.02234574231,6267.777393205537,42.05703149406836
Ampara,PF,5.0,48843.830070232776,3567.212850426651,3.3460614519097938
Ampara,PF,5.0,64871.806916009424,5224.287021049069,0.8277935831316956
Ampara,PF,5.0,77282.37429091951,10244.998632595927,2.1762013044505357
Ampara,PF,5.0,209710.33366236964,19022.546677825703,1.5127272384211497e-06
Ampara,PF,5.0,99160.95351891985,8990.15932949162,0.0021739004006232176
Ampara,PF,5.0,65137.200465576134,5541.583403093287,0.02972182508968945
Ampara,PF,5.0,67968.69194509374,9919.693248692398,23.894657880844477
Ampara,PF,5.0,80752.10755022372,5897.090003377284,0.0009614674066245564
Ampara,PF,5.0,116773.46649572936,8632.11843497934,1.5096051613534966e-06
Ampara,PF,5.0,97452.72936884293,13372.539717647205,0.4930432263928072
Ampara,PF,5.0,132860.1101166867,15717.888692263014,0.018423051388833288
Ampara,PF,5.0,96467.69004372573,10906.977005725954,0.16625001042434873
Ampara,PF,5.0,67428.09628849187,9124.706851999765,11.456955903543316
Ampara,PF,5.0,103489.7968816499,11601.468262325581,0.06699308028053674
Ampara,PF,5.0,112489.50577947967,16106.462119719561,1.4234826577064532
Ampara,PF,5.0,54158.061389603026,9284.639423635695,871.6132908841705
Ampara,PF,5.0,97340.11845726256,8935.0919266406,0.003623411449217344
Ampara,PF,5.0,130440.8182843292,16978.79866559708,0.11461274479147734
Ampara,PF,5.0,126458.74317016313,9695.833704976414,1.3688705697353851e-06
Ampara,PF,5.0,111648.1963914594,12504.166733299608,0.03041855243130352
Ampara,PF,5.0,186458.19310888406,12431.353954976266,1.4882480128883623e-10
Ampara,PF,5.0,45570.821669186415,10825.043604270752,10825.043604270752
Ampara,PF,5.0,77162.02903294822,10157.751606844991,2.01537569379245
Ampara,PF,5.0,108624.66460666849,8456.480292192871,1.7825132070020887e-05
Ampara,PF,5.0,71964.25529061722,5135.893042091916,0.009363035005399723
Ampara,PF,5.0,128110.190186507,9113.253079447108,1.275991994889226e-07
Ampara,PF,5.0,87416.72352299653,8395.678506328619,0.040242462472112266
Ampara,PF,5.0,68797.67911306853,7351.881310565499,0.4364956214111472
Ampara,PF,5.0,59903.15146680129,10341.109603117735,353.7311858254335
Ampara,PF,5.0,62359.450974768435,6951.2776703923555,3.180736043799264
Ampara,PF,5.0,70458.63000050785,5187.567747139913,0.027589325016083285
Ampara,PF,5.0,56877.363830979724,9051.304396673342,318.26660667943366
Ampara,PF,5.0,82443.81418327341,17426.798490000907,207.1223800007206
Ampara,PF,5.0,67026.17394706633,11352.349006815642,114.19745403591196
Ampara,PF,5.0,69699.26952811093,5388.977695509416,0.08064883439104961
Ampara,PF,5.0,596158.9666997371,47012.63208481442,2.486435828141531e-10
Ampara,PF,5.0,133991.69186849758,12222.510457830722,6.586752642494516e-05
Ampara,PF,5.0,79813.09344548549,18235.668579531844,461.27305345159556
Ampara,PF,5.0,151748.98946600285,21986.4520150336,0.27277543270612803
Ampara,PF,5.0,54927.58784002132,7307.3320340940245,116.88475673032562
Ampara,PF,5.0,83986.34168063255,5754.369470782718,9.85201675524402e-05
Ampara,PF,5.0,69242.25754671037,6243.460154117036,0.8974911554697008
Ampara,PF,5.0,110601.27057650856,9360.140786881417,0.000105603508942091
Ampara,PF,5.0,80285.26943329477,9585.312168680452,0.33811014467144185
Ampara,PF,5.0,64510.90004786877,9024.02022295843,26.50322926799005
Ampara,PF,5.0,172327.36647216463,25848.456057451167,0.2661423538073557
Ampara,PF,5.0,125752.05828417065,18460.175150843497,0.9636698221184123
Ampara,PF,5.0,76041.82614529724,11157.86759225793,8.90056989686427
Ampara,PF,5.0,80996.11446014901,7666.270403339211,0.10491160806484552
Ampara,PF,5.0,173892.3880269439,30249.965876886494,2.462260480454866
Ampara,PF,5.0,155622.5259191504,33337.80380399822,25.02573876246072
Ampara,PF,5.0,88742.56627499148,9934.398580455207,0.3831697955871457
Ampara,PF,5.0,92737.63743483553,8276.317802343257,0.004259362261638011
Ampara,PF,5.0,68724.54852420151,7287.373952308771,0.3958845348987319
Ampara,PF,5.0,91985.03865617725,14004.679730992872,3.188233543107387
Ampara,PF,5.0,68505.64308392657,5994.363504273164,0.7434112972954346
Ampara,PF,5.0,99198.84009752843,10352.851578635617,0.031278687057342686
Ampara,PF,5.0,101628.9248587132,18356.033178643702,14.692836027943606
Ampara,PF,5.0,189126.24964606785,15026.131686512468,2.997949556626369e-05
Ampara,PF,5.0,62525.862468592015,13676.495798687918,1298.8731526988906
Ampara,PF,5.0,111255.86581142918,9865.262012744524,0.00030777077578189973
Ampara,PF,5.0,98667.37331340909,7991.7936361701095,0.00023829479887124347
Ampara,PF,5.0,48179.19483338737,5469.100240488773,258.7727256577444
Ampara,PF,5.0,126333.49363345766,14481.613077194952,0.015243512870916218
Ampara,PF,5.0,42955.2209926573,4921.738339611638,584.0322948904541
Ampara,PF,5.0,102632.50317775519,15130.353112196097,0.9936090079475816
Ampara,PF,5.0,74903.66433970077,8812.452341402914,0.5889162232787792
Ampara,PF,5.0,149068.5579745936,25636.932056888327,3.753812073393358
Ampara,PF,5.0,98603.50636215117,10884.668619600894,0.0878499893489644
Ampara,PF,5.0,126826.68712164876,12091.354609783102,0.0003264161738294393
Ampara,PF,5.0,56301.83470984576,6295.214876820466,15.993392507079305
Ampara,PF,5.0,171361.6630130246,26057.710232207388,0.34028021749425824
Ampara,PF,5.0,42586.04950664975,4241.701432234927,445.97719583139764
Ampara,PF,5.0,112755.83682557858,21113.377080894417,14.00263203197544
Ampara,PF,5.0,63234.691877901954,7403.239516805577,4.722627515856538
Ampara,PF,5.0,111989.99590840259,11812.378267580416,0.009739869631217991
Ampara,PF,5.0,46315.41364152413,7311.971833569034,828.8907837918762
Ampara,PF,5.0,72309.71690338942,13123.742281897017,118.22072024373924
Ampara,PF,5.0,68417.6355969638,6704.954199233225,0.12825284286286806
Ampara,PF,5.0,57010.669978509024,7744.315924822321,86.06556798628046
Ampara,PF,5.0,66094.42544045288,9989.628294490805,44.80371741400633
Ampara,PF,5.0,168806.65683892064,17652.785032980675,0.00024880915126120247
Ampara,PF,5.0,63017.380181731794,5767.896149807181,0.17993847290016093
Ampara,PF,5.0,57191.28454479582,11370.719964386146,1080.0419619851793
Ampara,PF,5.0,271955.0409209469,45485.511339967714,0.4158347394886028
Ampara,PF,5.0,178448.55086132567,19131.145813976007,0.00031020864858786985
Ampara,PF,5.0,73238.00839154031,6704.27135759941,0.3713131777664922
Ampara,PF,5.0,88120.43771685252,8401.729367922779,0.031437790105681776
Ampara,PF,5.0,92615.70429211279,8002.930474839562,0.002290793239413461
Ampara,PF,5.0,68472.63148728554,8940.351326945445,6.4046659992644015
Ampara,PF,5.0,60500.80550609579,5126.8016007197575,0.12230490191504036
Ampara,PF,5.0,70424.18286230185,6683.701659683023,0.04834547928751959
Ampara,PF,5.0,66661.5874050367,5784.734575816285,0.02698179914300583
Ampara,PF,5.0,100785.56469702873,9182.201156544379,0.0019172869557544988
Ampara,PF,5.0,55739.260618916516,5634.325781492336,6.3600256783524225
Ampara,PF,5.0,61754.074307789735,5192.597119679159,0.07082840430918481
Ampara,PF,5.0,58434.81510126124,9119.439390669855,206.55847749586047
Ampara,PF,5.0,95237.98756111068,34947.11900387572,3362.863887223713
Ampara,PF,5.0,48083.942256036484,3483.985325884411,4.892036107180293
Ampara,PF,5.0,67503.6233528694,11945.90240285663,158.09918020783542
Ampara,PF,5.0,75302.12966266375,7449.26888273393,0.686469947034459
Ampara,PF,5.0,258978.2607966918,13667.35614545933,0.00014960945203261963
Ampara,PF,5.0,66076.36105414754,11338.557350612837,144.1564690695076
Ampara,PF,5.0,53465.737778613606,7413.0855880494555,231.902062612883
Ampara,PF,5.0,35252.204564023574,4079.455514355063,4079.455514355063
Ampara,PF,5.0,154702.7363526761,8105.369722688628,7.979170588055877e-05
Ampara,PF,5.0,91031.19452816989,7407.5419395031495,0.0008851435044105232
Ampara,PF,5.0,122834.67454424108,9515.461734102086,2.685121614680698e-06
Ampara,PF,5.0,47365.27206281483,4326.668525096852,68.43470519272599
Ampara,PF,5.0,132263.92091572384,20025.97795953348,1.1224666099552014
Ampara,PF,5.0,573205.3953543525,43135.50866627439,4.253653088557958e-11
Ampara,PF,5.0,63625.67480666707,5446.601502510938,0.05204262075752552
Ampara,PF,5.0,95080.21275409023,8148.070150093305,0.0012754879256813565
Ampara,PF,5.0,106935.30757430267,12902.070107575524,0.16325646742670796
Ampara,PF,5.0,86684.33365396108,10804.154707489382,0.3026021184622475
Ampara,PF,5.0,67024.35168818182,25415.506394635333,3858.2802834798713
Ampara,PF,5.0,149261.1666371396,11552.807989346637,2.4437297947217197e-07
