,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,0.7950000000000005,17130,0,17130.0,5.826740709759161e-06,0.0,0.032,5905.8651929582875,0.0,5905.8651929582875,2,36346.798828125,0,0.009729778363522642,0.12319527838043269,-1,1.9460500963391103,1.9460500963391103,16376.42,2395.1599999999994,3521.06,5326.0,8.031,83007.25008213206,5383.75,5383.75,0,5908.12,5326.0,11.18
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.8450000000000005,34666,0,34666.0,5.826740709759161e-06,0.0,0.8450000000000005,40682.19037030431,0.0,40682.19037030431,1,36346.798828125,0,0.006526245786778747,0.1775743215017876,-1,0.0,0.0,6694.909999999985,1.2499999999999098,7826.22,0.0,0.841,48258.375146306076,2235.7,2235.7,0,7985.76,7919.85,0.02
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,71724,0,71724.0,5.826740709759161e-06,0.0,0.8450000000000005,84171.50585933498,0.0,84171.50585933498,1,36346.798828125,0,0.004589642686662065,0.18380521438062034,-1,0.0,0.0,13851.779999999997,2.5800000000032806,15824.17,0.0,0.827,42791.44778734653,4625.67,4625.67,0,16522.55,16386.57,0.04
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,1.1150000000000009,47901,0,47901.0,5.826740709759161e-06,0.0,1.1150000000000009,69147.35875924386,0.0,69147.35875924386,1,36346.798828125,0,0.004643500821149795,0.10871459530437401,-1,0.0,0.0,5470.060000000008,1.66000000000231,15459.22,0.0,0.853,22648.61945655451,1836.2,1836.2,0,8067.77,7980.06,0.03
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,0.9650000000000006,38133,0,38133.0,5.826740709759161e-06,0.0,0.9650000000000006,49326.838826250925,0.0,49326.838826250925,1,36346.798828125,0,0.005775933677332382,0.1460175608227827,-1,0.0,0.0,5830.750000000014,1.3700000000015973,9991.58,0.0,0.836,36108.558019119155,1951.63,1951.63,0,7683.9,7611.76,0.02
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,0.7550000000000004,48577,0,48577.0,5.826740709759161e-06,0.0,0.7550000000000004,52635.476727579546,0.0,52635.476727579546,1,36346.798828125,0,0.005978262876591124,0.21960838003968555,-1,0.0,0.0,11177.279999999977,1.71000000000052,9326.72,0.0,0.836,80428.75773285293,3726.08,3726.08,0,12288.59,12198.28,0.03
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,33115,0,33115.0,5.826740709759161e-06,0.0,0.8450000000000005,38862.018522835846,0.0,38862.018522835846,1,36346.798828125,0,0.006551783832808398,0.16800323378215282,-1,0.0,0.0,6395.369999999992,1.1900000000011237,7765.32,0.0,0.855,39513.66206404189,2135.67,2135.67,0,7628.47,7565.67,0.02
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,0.6450000000000004,56196,0,56196.0,5.826740709759161e-06,0.0,0.6450000000000004,54709.4635334224,0.0,54709.4635334224,1,36346.798828125,0,0.0061043483897546946,0.27852874295826213,-1,0.0,0.0,16016.850000000013,1.879999999998499,8945.41,0.0,0.833,82149.29256910247,5328.1,5328.1,0,15788.16,15689.03,0.03
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,1.2150000000000007,37138,0,37138.0,5.826740709759161e-06,0.0,1.2150000000000007,57324.74765507904,0.0,57324.74765507904,1,36346.798828125,0,0.004413495638762264,0.06079364759293124,-1,0.0,0.0,3490.999999999998,1.2300000000013693,17112.5,0.0,1.039,6436.568807136175,1174.26,1174.26,0,5516.29,5450.9,0.03
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,1.0350000000000006,48879,0,48879.0,5.826740709759161e-06,0.0,1.0350000000000006,66648.82800929165,0.0,66648.82800929165,1,36346.798828125,0,0.004803528445287457,0.12317273863775534,-1,0.0,0.0,6522.009999999986,1.7299999999997735,14446.35,0.0,0.853,23966.78960403595,2185.95,2185.95,0,9072.2,8980.34,0.04
