,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,ARMM,EQ,1,153829114,helped,a,0.9310153754994157,822.4791037502216,243302.09000000003,22302.6775,0.5150000000000002,147389,16851,164240.0,1.3563562757550542e-06,5372.16843396444,0.5150000000000002,122893.5601727389,5372.16843396444,128265.72860670334,1,15573.959716184301,0,0.004054684583948997,0.0,-1,0.0,0.0,2756.540000000101,27670.320000000025,261402.11,0.0,10.0,2599.1062293042246,890.0,887.56,2.44,2323.78,0.0,44.55
1,ARMM,EQ,1,153893114,helped,a,0.7499636399729919,0.0,98041.71900000001,22302.6775,0.5650000000000003,54827,6268,61095.0,1.3563562757550542e-06,1998.2643014710764,0.5650000000000003,48456.329163489914,1998.2643014710764,50454.59346496099,1,15573.959716184301,0,0.006387406222212573,0.0,-1,0.0,0.0,696.8399999999928,24489.660000000087,105335.36,0.0,10.0,530.4637015749963,225.5,224.59,0.91,623.53,0.0,11.95
2,ARMM,EQ,1,156627419,helped,a,1.628717189054237,0.0,116599.21000000002,22302.6775,0.7550000000000004,44656,5105,49761.0,1.3563562757550542e-06,1627.495095566344,0.7550000000000004,47951.79733351827,1627.495095566344,49579.29242908461,1,15573.959716184301,0,0.00585709396839272,0.0,-1,0.0,0.0,130.77000000000385,73352.94999999988,132476.01,0.0,10.0,219.89402761163026,43.04,42.3,0.74,143.22,0.0,2.74
3,ARMM,EQ,1,156642019,helped,a,0.6874904727745614,0.0,21066.311000000005,22302.6775,0.19500000000000006,28408,3247,31655.0,1.3563562757550542e-06,1035.1570176893083,0.0,9056.587791351361,1035.1570176893083,10091.744809040669,3,15573.959716184301,0,0.013779572685382052,1.1466868781841038,-1,7.726396917148325,7.726396917148325,28408.0,-8.810729923425242e-13,12574.06,1841.041,10.0,19531.244072234636,9057.06,9056.59,0.47,9057.06,9057.06,0.0
4,ARMM,EQ,1,157025015,helped,a,2.6924615309153936,1370.7984756648525,26179.943,22302.6775,0.8450000000000005,8566,979,9545.0,1.3563562757550542e-06,312.1092455552303,0.8450000000000005,9969.151051118668,312.1092455552303,10281.260296673898,1,15573.959716184301,0,0.012360773468492348,0.0,-1,0.0,0.0,12.530000000003234,42348.66000000002,48605.82,0.0,10.0,35.50016221973794,4.2,4.06,0.14,14.97,0.0,0.29
5,ARMM,EQ,1,157260118,helped,a,2.324508889247561,0.0,23040.299000000003,22302.6775,0.3950000000000002,18647,2132,20779.0,1.3563562757550542e-06,679.69041013662,0.398,6786.6488736790825,679.69041013662,7466.339283815702,2,15573.959716184301,0,0.013176071421869688,0.6189501349536871,-1,7.302504816955652,7.726396917148325,1951.7400000000016,4401.359999999989,7493.85,5196.0,9.446,4574.003870493265,627.32,627.01,0.31,1410.09,1410.09,0.0
6,ARMM,EQ,1,157260240,helped,a,2.324508889247561,0.0,18463.852000000006,22302.6775,0.20500000000000004,24661,2819,27480.0,1.3563562757550542e-06,898.7088490502495,0.0,7862.028707494928,898.7088490502495,8760.737556545178,3,15573.959716184301,0,0.014718679224862093,0.9335453093339037,-1,7.726396917148325,7.726396917148325,24661.0,-7.865708084864309e-12,15893.59,2172.9939999999997,10.0,57327.69240043434,7862.44,7862.03,0.41,7862.44,7862.44,0.0
7,ARMM,EQ,1,157260362,helped,a,1.367358197352658,0.0,25606.150000000012,22302.6775,0.2350000000000001,31195,3566,34761.0,1.3563562757550542e-06,1136.855535903934,0.011,9945.094908166915,1136.855535903934,11081.95044407085,3,15573.959716184301,0,0.012498498805629702,1.1506519583083383,-1,7.726396917148325,6.18497109826588,30409.31000000001,3.169020601490047e-12,8328.39,1416.473,10.0,41591.45523336297,9697.19,9696.67,0.52,10031.76,10031.76,0.0
8,ARMM,EQ,1,157260484,helped,a,1.6408297443192739,0.0,25441.725000000002,22302.6775,0.3050000000000001,25943,2966,28909.0,1.3563562757550542e-06,945.5730565033842,0.307,8922.192227312316,945.5730565033842,9867.765283815701,2,15573.959716184301,0,0.012538821464144603,0.982675571391699,-1,5.529865125240841,7.726396917148325,4995.319999999981,6150.629999999996,8274.91,8011.0,10.757,8247.316073960988,1602.41,1601.98,0.43,3145.07,3145.07,0.0
9,ARMM,EQ,1,157640114,helped,a,0.9211675381074722,0.0,32336.271000000008,22302.6775,0.7150000000000004,13982,1598,15580.0,1.3563562757550542e-06,509.4490034701307,0.7150000000000004,14454.649378297483,509.4490034701307,14964.098381767613,1,15573.959716184301,0,0.011122054727009101,0.06414815248779451,-1,0.0,0.0,55.76000000000255,467.30000000000297,10517.37,0.0,3.473,52.74273532695037,18.25,18.02,0.23,58.67,0.0,1.12
