region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,25,243302.09000000003,20820.88932498342,0.0
ARMM,PF,25,98041.719,7604.467411334636,0.0
ARMM,PF,25,116599.21000000002,10287.612557563887,0.0
ARMM,PF,25,21066.311000000005,5678.3820593322425,5492.351283815704
ARMM,PF,25,26179.943,1598.7910350561353,0.0
ARMM,PF,25,23040.299000000006,3752.6250205379188,0.6923956088322378
ARMM,PF,25,18463.852000000006,6155.445937628785,5920.649934029431
ARMM,PF,25,25606.15000000001,8559.809377873813,760.1172174509247
ARMM,PF,25,25441.725,12150.426809573652,11686.955651541954
ARMM,PF,25,32336.27100000001,2970.2972432107285,0.0
ARMM,PF,25,28000.33800000001,3221.946717221659,0.007813842165240845
ARMM,PF,25,24290.74000000001,8269.886784592127,1876.1756347837127
ARMM,PF,25,14660.443000000005,5452.035654729582,5244.07083850299
ARMM,PF,25,25692.90800000001,3802.17723688885,0.14319226297114512
ARMM,PF,25,28644.793000000005,10928.287796594235,1321.6569276957566
ARMM,PF,25,21983.363000000005,8576.247517287171,8249.111406704478
ARMM,PF,25,41782.48800000001,9326.897150406709,0.0
ARMM,PF,25,75756.96100000001,9189.441007494226,0.0
ARMM,PF,25,17893.768000000004,3926.628372976874,3776.8493546999357
ARMM,PF,25,20441.686,3684.3928776607977,8.404724715116169
ARMM,PF,25,20354.516000000007,1797.211953717466,0.0
ARMM,PF,25,29381.92200000001,6171.290748731705,0.0
ARMM,PF,25,14467.27099999999,1387.1206211942233,1334.2072245584386
ARMM,PF,25,9765.75679999997,997.1738300159752,959.1338175433476
ARMM,PF,25,14189.76599999998,1714.0480732965493,1648.6628170101199
ARMM,PF,25,26386.826,2641.9321998349355,0.0
ARMM,PF,25,24692.90000000001,10481.890405271772,10082.06462461155
ARMM,PF,25,12662.072000000002,1940.4209310058982,1866.404672148748
ARMM,PF,25,16819.752000000008,2118.2352917306475,2037.4364046604019
ARMM,PF,25,14568.435,2078.712338447539,1999.4205883508344
ARMM,PF,25,19211.766000000003,2003.106604353348,0.0
ARMM,PF,25,16270.782000000007,4474.826360243061,4304.136639817889
ARMM,PF,25,15593.180000000002,4164.730224027725,4005.8689453194843
ARMM,PF,25,16000.623,5764.73480470699,5544.84225627585
ARMM,PF,25,13540.620999999996,3696.141710792601,3555.1532433078078
ARMM,PF,25,11936.803999999998,1159.3132889215767,1115.0914770428258
ARMM,PF,25,21340.802999999967,2907.598159158456,0.0
ARMM,PF,25,217936.58,21441.82604317598,0.0
ARMM,PF,25,18579.625,3733.419048127135,3591.0079181546503
ARMM,PF,25,28168.06600000001,10563.44616119847,1243.1880843116435
ARMM,PF,25,40491.92200000001,11769.540885104167,191.47708548828498
ARMM,PF,25,47652.73400000001,19737.960182500712,2033.6325855836153
ARMM,PF,25,32448.801,6067.152076284513,0.0
ARMM,PF,25,27148.196999999996,2281.512616059393,0.0
ARMM,PF,25,17948.328,2336.9564269323387,759.4895085098744
ARMM,PF,25,20872.67799999999,2828.84743134819,0.07659790680825904
ARMM,PF,25,15453.292999999969,3712.685525486242,3571.0613197925445
ARMM,PF,25,236120.69000000012,39110.05233933654,0.0
ARMM,PF,25,78659.79700000005,11376.848253610704,0.0
ARMM,PF,25,50589.066,6018.22257326562,0.0
ARMM,PF,25,140935.58000000005,18508.320808576344,0.0
ARMM,PF,25,24142.43600000001,7757.505654946233,938.6082032143756
ARMM,PF,25,20699.721,9433.119779535547,9073.297704694032
ARMM,PF,25,18379.77500000001,6527.695262391501,6278.7000188536485
ARMM,PF,25,18344.682000000008,7202.196912495053,6927.473185030902
ARMM,PF,25,22801.00600000001,9333.668813128676,8977.641295634668
ARMM,PF,25,15999.516000000005,5580.85624063849,5367.977636026911
ARMM,PF,25,18754.285000000003,6094.351937435655,5861.8863299172
ARMM,PF,25,68036.97700000001,10925.92759756646,0.0
ARMM,PF,25,22240.632999999998,2876.117019424002,0.0
ARMM,PF,25,29673.542999999998,3935.22138625928,0.0
ARMM,PF,25,30097.895999999993,11443.204569460606,1154.2804053291775
ARMM,PF,25,62615.32800000003,9383.281076308764,0.0
ARMM,PF,25,74621.10900000003,9612.72509582657,0.0
ARMM,PF,25,29568.06100000001,2553.421988995344,0.0
ARMM,PF,25,44617.312999999995,3387.5642379858564,0.0
ARMM,PF,25,64729.30900000002,9933.495249881451,0.0
ARMM,PF,25,111140.91000000002,14939.258123433528,0.0
ARMM,PF,25,49402.30100000001,4436.556970473708,0.0
ARMM,PF,25,25535.25600000001,5468.836860568522,0.0
ARMM,PF,25,17854.453000000005,5803.147695720782,5581.789909289321
ARMM,PF,25,18049.627000000004,5229.4339995889695,5029.960197588025
ARMM,PF,25,21050.871000000006,6510.395833843594,6262.060467222664
ARMM,PF,25,19140.492000000006,6710.776756953614,6454.797973361676
ARMM,PF,25,21132.137000000006,9623.823086418255,9256.72779828895
ARMM,PF,25,21142.00600000001,5651.8839721808,5568.046283815709
