,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,0.7950000000000005,17130,0,17130.0,1.1797665381824563e-06,0.0,0.245,5905.8651929582875,0.0,5905.8651929582875,2,36346.798828125,0,0.009729778363522642,0.3442596626204933,-1,6.763005780346797,6.763005780346797,10243.580000000004,0.26999999999898705,3521.06,5326.0,8.031,52135.21651990828,3381.43,3381.43,0,5902.98,5888.97,0.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.8450000000000005,34666,0,34666.0,1.1797665381824563e-06,0.0,0.8450000000000005,40682.19037030431,0.0,40682.19037030431,1,36346.798828125,0,0.006526245786778747,0.2147885627994884,-1,0.0,0.0,114.2899999999831,0.09999999999990887,7826.22,0.0,0.841,823.8560193900736,38.17,38.17,0,136.33,136.33,0.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,71724,0,71724.0,1.1797665381824563e-06,0.0,0.8450000000000005,84171.50585933498,0.0,84171.50585933498,1,36346.798828125,0,0.004589642686662065,0.2219055084925236,-1,0.0,0.0,236.479999999995,0.09000000000327973,15824.17,0.0,0.827,730.5378797843903,78.97,78.97,0,282.07,282.07,0.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,1.1150000000000009,47901,0,47901.0,1.1797665381824563e-06,0.0,1.1150000000000009,69147.35875924386,0.0,69147.35875924386,1,36346.798828125,0,0.004643500821149795,0.12329950458764015,-1,0.0,0.0,25.44000000000923,0.09000000000230873,15459.22,0.0,0.853,105.32356740224911,8.54,8.54,0,37.52,37.52,0.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,0.9650000000000006,38133,0,38133.0,1.1797665381824563e-06,0.0,0.9650000000000006,49326.838826250925,0.0,49326.838826250925,1,36346.798828125,0,0.005775933677332382,0.17074102842257843,-1,0.0,0.0,55.83000000001197,0.09000000000159619,9991.58,0.0,0.836,345.75632053707545,18.69,18.69,0,73.58,73.58,0.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,0.7550000000000004,48577,0,48577.0,1.1797665381824563e-06,0.0,0.7550000000000004,52635.476727579546,0.0,52635.476727579546,1,36346.798828125,0,0.005978262876591124,0.2730745574070602,-1,0.0,0.0,294.32999999997577,0.09000000000051861,9326.72,0.0,0.836,2117.8992995667336,98.12,98.12,0,323.59,323.59,0.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,33115,0,33115.0,1.1797665381824563e-06,0.0,0.8450000000000005,38862.018522835846,0.0,38862.018522835846,1,36346.798828125,0,0.006551783832808398,0.20378258254575687,-1,0.0,0.0,109.18999999999126,0.09000000000112279,7765.32,0.0,0.855,674.6138616946826,36.46,36.46,0,130.24,130.24,0.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,0.6450000000000004,56196,0,56196.0,1.1797665381824563e-06,0.0,0.6450000000000004,54709.4635334224,0.0,54709.4635334224,1,36346.798828125,0,0.0061043483897546946,0.3613897496019855,-1,0.0,0.0,716.5700000000197,0.09999999999849755,8945.41,0.0,0.833,3675.2312359238517,238.37,238.37,0,706.34,706.34,0.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,1.2150000000000007,37138,0,37138.0,1.1797665381824563e-06,0.0,1.2150000000000007,57324.74765507904,0.0,57324.74765507904,1,36346.798828125,0,0.004413495638762264,0.06905833058840648,-1,0.0,0.0,10.019999999997724,0.09000000000136837,17112.5,0.0,1.039,18.479273792971004,3.4,3.4,0,15.87,15.87,0.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,1.0350000000000006,48879,0,48879.0,1.1797665381824563e-06,0.0,1.0350000000000006,66648.82800929165,0.0,66648.82800929165,1,36346.798828125,0,0.004803528445287457,0.14203128956600886,-1,0.0,0.0,44.59999999998697,0.09999999999977209,14446.35,0.0,0.853,163.89999173101876,14.95,14.95,0,62.04,62.04,0.0
