,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
0,Ampara,PF,5.0,0,52101051011,helped,a,43493.30859375,1.0,5.065581348701985,0.0,42252.66402108329,128604.51219922266,8610.108335066852,0.0,8610.108335066852,0.0,2828.8277638590325,0.0,2828.8277638590325,5905.865192958295,0.0,5905.865192958295,0.39815421699642517,2,36346.798828125,0.0,0,0.0,0.00972977836352264,0.002394413187938477,-1,0.17341040462427745,0.17341040462427745,False,8064.839896637629,7005.430664346545,3521.055335090274,1151.8703366665384,2670.0866683035224,0.0,2670.0866683035224,5905.865192958294,1151.8703366665384,91.1637583994481,1.827754315080882e-05
1,Ampara,PF,5.0,1,52101051021,helped,a,43493.30859375,0.0,7.09181388818278,0.0,93914.60573751283,285848.0604495976,37233.094412897175,0.0,37233.094412897175,0.0,12232.832283958753,0.0,12232.832283958753,51380.612460146,0.0,51380.612460146,1.0514242985570077,1,36346.798828125,0.0,0,0.0,0.006526245786778746,0.027610252500078734,-1,0.0,0.0,True,31027.381458975113,3873.8639551297993,7826.217144792736,24176.8104080632,10402.584155780087,0.0,10402.584155780087,43693.163830348974,24176.8104080632,367.5673342055218,1.827754315080882e-05
2,Ampara,PF,5.0,2,52101051041,helped,a,43493.30859375,0.0,3.0393488092211913,0.0,189890.06322699296,577968.7392161,58877.982920567185,0.0,58877.982920567185,0.0,19344.20175497422,0.0,19344.20175497422,101082.04377993297,0.0,101082.04377993297,1.388258190421231,1,36346.798828125,0.0,0,0.0,0.004589642686662065,0.02306821012753671,-1,0.0,0.0,True,46280.874678108376,7571.257835280586,15824.171935582746,42243.39891557158,15617.670879516549,0.0,15617.670879516549,81609.2652248074,42243.39891557158,737.6505202334416,1.827754315080882e-05
3,Ampara,PF,5.0,3,52101051051,helped,a,43493.30859375,0.0,4.052465078961589,0.0,185510.6888011759,564639.2291173065,78894.05580908769,0.0,78894.05580908769,0.0,25920.428267695934,0.0,25920.428267695934,102407.55842504543,0.0,102407.55842504543,0.9694916730157388,1,36346.798828125,0.0,0,0.0,0.004643500821149795,0.02893641071383316,-1,0.0,0.0,True,66685.39366632416,7708.911090277166,15459.224066764657,49568.51100184126,22322.417541149687,0.0,22322.417541149687,88192.38073247879,49568.51100184126,728.4250157201456,1.827754315080882e-05
4,Ampara,PF,5.0,4,52101051061,helped,a,43493.30859375,0.0,6.078697618442383,0.0,119899.00962193316,364936.8389624983,48547.575057080176,0.0,48547.575057080176,0.0,15950.17424231194,0.0,15950.17424231194,65769.93188170761,0.0,65769.93188170761,1.0262048635965797,1,36346.798828125,0.0,0,0.0,0.005775933677332381,0.02800693761588959,-1,0.0,0.0,True,40633.36981054841,4957.248220110691,9991.584135161096,31218.78605403801,13616.576165087497,0.0,13616.576165087497,56147.42969165701,31218.78605403801,469.69537804182414,1.827754315080882e-05
5,Ampara,PF,5.0,5,52101051081,helped,a,43493.30859375,0.0,7.09181388818278,0.0,111920.58600889788,340652.8961474091,53428.783936902604,0.0,53428.783936902604,0.0,17553.88219383677,0.0,17553.88219383677,62781.19326592077,0.0,62781.19326592077,0.8464971077293423,1,36346.798828125,0.0,0,0.0,0.005978262876591123,0.031160733481289633,-1,0.0,0.0,True,46134.36974414281,4696.655331725406,9326.71550074149,31690.738043252688,15406.567558219685,0.0,15406.567558219685,55101.3550596037,31690.738043252688,442.4603902544518,1.827754315080882e-05
6,Ampara,PF,5.0,6,52101051091,helped,a,43493.30859375,0.0,6.078697618442383,0.0,93183.89750288204,283624.00243451586,47844.58533055098,0.0,47844.58533055098,0.0,15719.208872455416,0.0,15719.208872455416,52845.85871980619,0.0,52845.85871980619,0.7759843583312171,1,36346.798828125,0.0,0,0.0,0.006551783832808397,0.032594600361283435,-1,0.0,0.0,True,41820.815359901615,3928.368190967004,7765.324791906837,27318.099828172773,13947.094779675874,0.0,13947.094779675874,46888.250309467854,27318.099828172773,370.3538615875925,1.827754315080882e-05
7,Ampara,PF,5.0,7,52101051101,helped,a,43493.30859375,0.0,5.065581348701985,0.0,107344.88809052588,326725.83586856845,29693.02814871281,0.0,29693.02814871281,0.0,9755.563943142228,0.0,9755.563943142228,56527.3864408114,0.0,56527.3864408114,1.5751785996167162,1,36346.798828125,0.0,0,0.0,0.006104348389754694,0.02099732302345673,-1,0.0,0.0,True,22595.70666078331,4196.644927239224,8945.407340877156,22080.006100574617,7652.525214741443,0.0,7652.525214741443,44341.593431492736,22080.006100574617,416.09737877530387,1.827754315080882e-05
8,Ampara,PF,5.0,8,52101053011,helped,a,43493.30859375,0.0,1.8010988102314913,22499.999450683594,205349.94354133017,556540.9688016331,82596.93526411754,0.0,82596.93526411754,0.0,27137.482037005564,0.0,27137.482037005564,112549.71015905513,0.0,112549.71015905513,1.0340847132999507,1,36346.798828125,0.0,0,0.0,0.004413495638762264,0.027882032760801208,-1,0.0,0.0,True,69037.61686140606,8484.074828465855,17112.495295110846,53278.31165399523,23138.99684222616,0.0,23138.99684222616,95966.43554036714,53278.31165399523,804.2080428910122,1.827754315080882e-05
9,Ampara,PF,5.0,9,52101053021,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,173356.15172921692,527644.4419870399,58306.997594902874,0.0,58306.997594902874,0.0,19156.606073347673,0.0,19156.606073347673,93060.11797538096,0.0,93060.11797538096,1.267489580161367,1,36346.798828125,0.0,0,0.0,0.004803528445287456,0.024557120448054047,-1,0.0,0.0,True,46802.01383020392,6999.4172642211815,14446.345977434743,40598.91248741015,15756.82341895987,0.0,15756.82341895987,76544.44846186708,40598.91248741015,674.7287726902393,1.827754315080882e-05
10,Ampara,PF,5.0,10,52101053031,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,187466.7401595469,570592.8662809753,82172.76412731368,0.0,82172.76412731368,0.0,26997.639001783784,0.0,26997.639001783784,103905.97279018449,0.0,103905.97279018449,0.9359346080806461,1,36346.798828125,0.0,0,0.0,0.004619211863019197,0.02951293783804334,-1,0.0,0.0,True,69862.08689185043,7812.456613044245,15622.228346628908,50875.860885537426,23370.675222421734,0.0,23370.675222421734,89946.85585612676,50875.860885537426,737.2798351590283,1.827754315080882e-05
