,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,ARMM,EQ,1,153829114,helped,a,0.9310153754994157,822.4791037502216,243302.09000000003,22302.6775,0.5150000000000002,147389,16851,164240.0,3.4296105195310603e-06,5372.16843396444,0.5150000000000002,122893.5601727389,5372.16843396444,128265.72860670334,1,15573.959716184301,0,0.004054684583948997,0.0,-1,0.0,0.0,138869.93000000002,252856.29000000004,261402.11,0.0,10.0,144828.9604949036,49593.25,44713.81,4879.44,121824.47,0.0,2335.68
1,ARMM,EQ,1,153893114,helped,a,0.7499636399729919,0.0,98041.71900000001,22302.6775,0.5650000000000003,54827,6268,61095.0,3.4296105195310603e-06,1998.2643014710764,0.5650000000000003,48456.329163489914,1998.2643014710764,50454.59346496099,1,15573.959716184301,0,0.006387406222212573,0.0,-1,0.0,0.0,51360.270000000004,105529.70000000001,105335.36,0.0,10.0,43209.56907104124,18368.07,16553.09,1814.98,47704.25,0.0,914.17
2,ARMM,EQ,1,156627419,helped,a,1.628717189054237,0.0,116599.21000000002,22302.6775,0.7550000000000004,44656,5105,49761.0,3.4296105195310603e-06,1627.495095566344,0.7550000000000004,47951.79733351827,1627.495095566344,49579.29242908461,1,15573.959716184301,0,0.00585709396839272,0.0,-1,0.0,0.0,40923.55000000001,132825.62999999998,132476.01,0.0,10.0,75181.5720629605,14715.99,13237.77,1478.22,46066.02,0.0,881.17
3,ARMM,EQ,1,156642019,helped,a,0.6874904727745614,0.0,21066.311000000005,22302.6775,0.19500000000000006,28408,3247,31655.0,3.4296105195310603e-06,1035.1570176893083,0.0,9056.587791351361,1035.1570176893083,10091.744809040669,3,15573.959716184301,0,0.013779572685382052,0.0053824971192286564,-1,0.11560693641618495,0.11560693641618495,28408.0,17462.14,12574.06,1841.041,10.0,21557.767092385944,9996.8,9056.59,940.21,9996.8,1841.041,157.14
4,ARMM,EQ,1,157025015,helped,a,2.6924615309153936,1370.7984756648525,26179.943,22302.6775,0.8450000000000005,8566,979,9545.0,3.4296105195310603e-06,312.1092455552303,0.8450000000000005,9969.151051118668,312.1092455552303,10281.260296673898,1,15573.959716184301,0,0.012360773468492348,0.0,-1,0.0,0.0,7768.79,53310.03999999999,48605.82,0.0,10.0,23654.665412582588,2800.86,2517.38,283.48,9473.24,0.0,181.05
5,ARMM,EQ,1,157260118,helped,a,2.324508889247561,0.0,23040.299000000003,22302.6775,0.3950000000000002,18647,2132,20779.0,3.4296105195310603e-06,679.69041013662,0.05,6786.6488736790825,679.69041013662,7466.339283815702,2,15573.959716184301,0,0.013176071421869688,0.015680936922266984,-1,0.11560693641618495,0.11560693641618495,18544.890000000007,13068.459999999995,7493.85,5196.0,9.446,47650.605061111455,6535.23,5917.88,617.35,7463.37,5196.0,43.62
6,ARMM,EQ,1,157260240,helped,a,2.324508889247561,0.0,18463.852000000006,22302.6775,0.20500000000000004,24661,2819,27480.0,3.4296105195310603e-06,898.7088490502495,0.0,7862.028707494928,898.7088490502495,8760.737556545178,3,15573.959716184301,0,0.014718679224862093,0.007432630394902727,-1,0.11560693641618495,0.11560693641618495,24661.0,20973.18,15893.59,2172.9939999999997,10.0,63276.48538481167,8678.31,7862.03,816.28,8678.31,2172.9939999999997,125.34
7,ARMM,EQ,1,157260362,helped,a,1.367358197352658,0.0,25606.150000000012,22302.6775,0.2350000000000001,31195,3566,34761.0,3.4296105195310603e-06,1136.855535903934,0.0,9945.094908166915,1136.855535903934,11081.95044407085,3,15573.959716184301,0,0.012498498805629702,0.0033204047289055096,-1,0.11560693641618495,0.0,31195.0,13053.44,8328.39,1416.473,10.0,47083.513915209835,10977.67,9945.09,1032.58,10977.67,1416.473,184.22
8,ARMM,EQ,1,157260484,helped,a,1.6408297443192739,0.0,25441.725000000002,22302.6775,0.3050000000000001,25943,2966,28909.0,3.4296105195310603e-06,945.5730565033842,0.029,8922.192227312316,945.5730565033842,9867.765283815701,2,15573.959716184301,0,0.012538821464144603,0.02394478285241551,-1,0.11560693641618495,0.11560693641618495,25861.159999999996,13896.640000000001,8274.91,8011.0,10.757,46877.80001575372,9108.1,8249.25,858.85,9858.49,8011.0,35.54
9,ARMM,EQ,1,157640114,helped,a,0.9211675381074722,0.0,32336.271000000008,22302.6775,0.7150000000000004,13982,1598,15580.0,3.4296105195310603e-06,509.4490034701307,0.7150000000000004,14454.649378297483,509.4490034701307,14964.098381767613,1,15573.959716184301,0,0.011122054727009101,0.0025154382564721947,-1,0.0,0.0,12872.740000000002,14852.320000000002,10517.37,1369.0,3.473,13359.455315122896,4623.53,4160.81,462.72,13955.22,1369.0,240.67
