,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,0.7950000000000005,17130,0,17130.0,2.0197823281148024e-05,0.0,0.017,5905.8651929582875,0.0,5905.8651929582875,2,36346.798828125,0,0.009729778363522642,0.008017178526357086,-1,0.11560693641618495,0.11560693641618495,17097.360000000008,3454.1099999999997,3521.06,5326.0,8.031,86636.43518359614,5619.13,5619.13,0,5909.88,5326.0,11.23
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.8450000000000005,34666,0,34666.0,2.0197823281148024e-05,0.0,0.8450000000000005,40682.19037030431,0.0,40682.19037030431,1,36346.798828125,0,0.006526245786778747,0.014766440638732954,-1,0.0,0.0,31439.699999999997,5675.1,7826.22,20151.0,0.841,226624.37349357462,10498.98,10498.98,0,37501.61,20151.0,328.46
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,71724,0,71724.0,2.0197823281148024e-05,0.0,0.8450000000000005,84171.50585933498,0.0,84171.50585933498,1,36346.798828125,0,0.004589642686662065,0.015394500077368357,-1,0.0,0.0,65048.78,11429.51,15824.17,42177.0,0.827,200951.19672533718,21722.41,21722.41,0,77590.88,42177.0,670.24
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,1.1150000000000009,47901,0,47901.0,2.0197823281148024e-05,0.0,1.1150000000000009,69147.35875924386,0.0,69147.35875924386,1,36346.798828125,0,0.004643500821149795,0.009363153850370648,-1,0.0,0.0,42107.880000000005,11065.78,15459.22,26873.0,0.853,174346.36836660918,14134.86,14134.86,0,62104.72,26873.0,666.08
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,0.9650000000000006,38133,0,38133.0,2.0197823281148024e-05,0.0,0.9650000000000006,49326.838826250925,0.0,49326.838826250925,1,36346.798828125,0,0.005775933677332382,0.012380008475842457,-1,0.0,0.0,34107.579999999994,7158.179999999999,9991.58,22166.0,0.836,211220.70044937416,11416.26,11416.26,0,44947.78,22166.0,430.95
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,0.7550000000000004,48577,0,48577.0,2.0197823281148024e-05,0.0,0.7550000000000004,52635.476727579546,0.0,52635.476727579546,1,36346.798828125,0,0.005978262876591124,0.01800113489665851,-1,0.0,0.0,44516.81,6764.099999999999,9326.72,28237.0,0.836,320331.13436927233,14840.2,14840.2,0,48942.9,28237.0,392.13
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,33115,0,33115.0,2.0197823281148024e-05,0.0,0.8450000000000005,38862.018522835846,0.0,38862.018522835846,1,36346.798828125,0,0.006551783832808398,0.013915374757995657,-1,0.0,0.0,30033.05,5684.490000000001,7765.32,19025.0,0.855,185558.50586150071,10029.24,10029.24,0,35823.74,19025.0,318.09
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,0.6450000000000004,56196,0,56196.0,2.0197823281148024e-05,0.0,0.6450000000000004,54709.4635334224,0.0,54709.4635334224,1,36346.798828125,0,0.0061043483897546946,0.022535526262569192,-1,0.0,0.0,52158.07,6583.159999999999,8945.41,32286.0,0.833,267514.97201098345,17350.69,17350.69,0,51413.35,32286.0,362.41
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,1.2150000000000007,37138,0,37138.0,2.0197823281148024e-05,0.0,1.2150000000000007,57324.74765507904,0.0,57324.74765507904,1,36346.798828125,0,0.004413495638762264,0.004862140280542634,-1,0.0,0.0,32271.299999999996,12815.990000000002,17112.5,16316.0,1.039,59500.55996516447,10854.24,10854.24,0,50992.62,16316.0,656.73
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,1.0350000000000006,48879,0,48879.0,2.0197823281148024e-05,0.0,1.0350000000000006,66648.82800929165,0.0,66648.82800929165,1,36346.798828125,0,0.004803528445287457,0.010485798879488643,-1,0.0,0.0,43366.829999999994,10392.740000000002,14446.35,27752.0,0.853,159362.4474764733,14535.04,14535.04,0,60323.79,27752.0,616.07
