,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
0,Ampara,PF,5.0,0,52101051011,helped,a,43493.30859375,1.0,5.065581348701985,0.0,42252.66402108329,128604.51219922266,8610.108335066852,0.0,8610.108335066852,0.0,2828.8277638590325,0.0,2828.8277638590325,5905.865192958295,0.0,5905.865192958295,2.209812927683536,2,36346.798828125,0.0,0,0.0,0.00972977836352264,0.0,-1,1.9460500963391103,1.9460500963391103,False,1036.0757685718102,7993.687757732885,3521.055335090274,0.0,355.2065129286717,0.0,355.2065129286717,2744.3296836663444,0.0,51.767354752722866,4.058402877259639e-06
1,Ampara,PF,5.0,1,52101051021,helped,a,43493.30859375,0.0,7.09181388818278,0.0,93914.60573751283,285848.0604495976,37233.094412897175,0.0,37233.094412897175,0.0,12232.832283958753,0.0,12232.832283958753,51380.612460146,0.0,51380.612460146,1.0514242985570077,1,36346.798828125,0.0,0,0.0,0.006526245786778746,0.20729532253442154,-1,0.0,0.0,True,4811.811589498375,1.3135980215996028,7826.217144792736,0.0,1613.2613403969863,0.0,1613.2613403969863,6776.05592913831,6706.484957874104,0.02688312029260942,4.058402877259639e-06
2,Ampara,PF,5.0,2,52101051041,helped,a,43493.30859375,0.0,3.0393488092211913,0.0,189890.06322699296,577968.7392161,58877.982920567185,0.0,58877.982920567185,0.0,19344.20175497422,0.0,19344.20175497422,101082.04377993297,0.0,101082.04377993297,1.388258190421231,1,36346.798828125,0.0,0,0.0,0.004589642686662065,0.14896811691768636,-1,0.0,0.0,True,3950.52006059975,1.7792380695615293,15824.171935582746,0.0,1333.119188833283,0.0,1333.119188833283,6966.1397206459305,6871.293891263183,0.048234558237084,4.058402877259639e-06
3,Ampara,PF,5.0,3,52101051051,helped,a,43493.30859375,0.0,4.052465078961589,0.0,185510.6888011759,564639.2291173065,78894.05580908769,0.0,78894.05580908769,0.0,25920.428267695934,0.0,25920.428267695934,102407.55842504543,0.0,102407.55842504543,0.9694916730157388,1,36346.798828125,0.0,0,0.0,0.004643500821149795,0.22663223083008868,-1,0.0,0.0,True,11958.311062655988,2.8284568992554,15459.224066764657,0.0,4002.9517402753095,0.0,4002.9517402753095,15815.03630963424,15665.471459111535,0.05333212815702382,4.058402877259639e-06
4,Ampara,PF,5.0,4,52101051061,helped,a,43493.30859375,0.0,6.078697618442383,0.0,119899.00962193316,364936.8389624983,48547.575057080176,0.0,48547.575057080176,0.0,15950.17424231194,0.0,15950.17424231194,65769.93188170761,0.0,65769.93188170761,1.0262048635965797,1,36346.798828125,0.0,0,0.0,0.005775933677332381,0.2129801396685356,-1,0.0,0.0,True,6589.636400050898,1.723138414414393,9991.584135161096,0.0,2208.241313971272,0.0,2208.241313971272,9105.598383557939,9014.381609040975,0.03441022753096945,4.058402877259639e-06
5,Ampara,PF,5.0,5,52101051081,helped,a,43493.30859375,0.0,7.09181388818278,0.0,111920.58600889788,340652.8961474091,53428.783936902604,0.0,53428.783936902604,0.0,17553.88219383677,0.0,17553.88219383677,62781.19326592077,0.0,62781.19326592077,0.8464971077293423,1,36346.798828125,0.0,0,0.0,0.005978262876591123,0.2613553934946587,-1,0.0,0.0,True,10288.469969014772,1.9203983256655022,9326.71550074149,0.0,3435.833382517701,0.0,3435.833382517701,12288.205949854279,12186.8983357647,0.03157882442272353,4.058402877259639e-06
6,Ampara,PF,5.0,6,52101051091,helped,a,43493.30859375,0.0,6.078697618442383,0.0,93183.89750288204,283624.00243451586,47844.58533055098,0.0,47844.58533055098,0.0,15719.208872455416,0.0,15719.208872455416,52845.85871980619,0.0,52845.85871980619,0.7759843583312171,1,36346.798828125,0.0,0,0.0,0.006551783832808397,0.2852274877685217,-1,0.0,0.0,True,10568.24253575903,1.6982467726585355,7765.324791906837,0.0,3524.471702246123,0.0,3524.471702246123,11848.798190169968,11759.331468794444,0.025582155578916854,4.058402877259639e-06
7,Ampara,PF,5.0,7,52101051101,helped,a,43493.30859375,0.0,5.065581348701985,0.0,107344.88809052588,326725.83586856845,29693.02814871281,0.0,29693.02814871281,0.0,9755.563943142228,0.0,9755.563943142228,56527.3864408114,0.0,56527.3864408114,1.5751785996167162,1,36346.798828125,0.0,0,0.0,0.006104348389754694,0.12640600999983892,-1,0.0,0.0,True,1384.772422494238,0.7865861803949201,8945.407340877156,0.0,468.9831585664773,0.0,468.9831585664773,2717.463838382746,2675.3820080373553,0.024239067107792778,4.058402877259639e-06
8,Ampara,PF,5.0,8,52101053011,helped,a,43493.30859375,0.0,1.8010988102314913,22499.999450683594,205349.94354133017,556540.9688016331,82596.93526411754,0.0,82596.93526411754,0.0,27137.482037005564,0.0,27137.482037005564,112549.71015905513,0.0,112549.71015905513,1.0340847132999507,1,36346.798828125,0.0,0,0.0,0.004413495638762264,0.21117870486678733,-1,0.0,0.0,True,11040.738376683668,2.926471039133787,17112.495295110846,0.0,3700.4952619786254,0.0,3700.4952619786254,15347.315269168634,15192.374860863845,0.0588932827311055,4.058402877259639e-06
9,Ampara,PF,5.0,9,52101053021,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,173356.15172921692,527644.4419870399,58306.997594902874,0.0,58306.997594902874,0.0,19156.606073347673,0.0,19156.606073347673,93060.11797538096,0.0,93060.11797538096,1.267489580161367,1,36346.798828125,0.0,0,0.0,0.004803528445287456,0.16671696885385293,-1,0.0,0.0,True,4948.694942941173,1.888823170388605,14446.345977434743,0.0,1666.0760080349733,0.0,1666.0760080349733,8093.564657019215,7993.111197719933,0.04669627661104414,4.058402877259639e-06
10,Ampara,PF,5.0,10,52101053031,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,187466.7401595469,570592.8662809753,82172.76412731368,0.0,82172.76412731368,0.0,26997.639001783784,0.0,26997.639001783784,103905.97279018449,0.0,103905.97279018449,0.9359346080806461,1,36346.798828125,0.0,0,0.0,0.004619211863019197,0.23535300714665783,-1,0.0,0.0,True,13295.801069020332,2.9561948147563157,15622.228346628908,0.0,4447.789386638685,0.0,4447.789386638685,17118.23330010507,16962.01488606094,0.053793895149794935,4.058402877259639e-06
11,Ampara,PF,5.0,11,52101053041,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,98597.30716633184,300100.8075125373,25781.432795731962,0.0,25781.432795731962,0.0,8470.41988863269,0.0,8470.41988863269,51665.70595961423,0.0,51665.70595961423,1.675441641014319,1,36346.798828125,0.0,0,0.0,0.006369384529710047,0.11619130463610623,-1,0.0,0.0,True,989.2197349316366,0.6299583938121387,8216.442263860987,0.0,335.66851338638185,0.0,335.66851338638185,2047.4251501741196,2013.6576299839421,0.020668199447541724,4.058402877259639e-06
12,Ampara,PF,5.0,12,52101053051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,102961.1308684206,313382.9858445473,21884.519114586896,0.0,21884.519114586896,0.0,7190.099457623889,0.0,7190.099457623889,53090.46530911314,0.0,53090.46530911314,2.097389739804465,1,36346.798828125,0.0,0,0.0,0.006232945703484369,0.08317283222273228,-1,0.0,0.0,True,369.410787791175,0.35844597068474116,8580.09423903505,0.0,126.37414502011116,0.0,126.37414502011116,933.1250842497043,913.7545398137142,0.014782245808323324,4.058402877259639e-06
13,Ampara,PF,5.0,13,52101053071,helped,a,43493.30859375,0.0,4.502747025578729,0.0,145297.51332983177,442242.3120165664,58556.03847796616,0.0,58556.03847796616,0.0,19238.427780686263,0.0,19238.427780686263,79655.00741206798,0.0,79655.00741206798,1.0317736855459518,1,36346.798828125,0.0,0,0.0,0.005246877259162607,0.2117040684739339,-1,0.0,0.0,True,7862.471036486463,2.075777556560297,12108.126110819314,0.0,2635.061385792739,0.0,2635.061385792739,10910.238435767202,10800.342417286067,0.041679446929776987,4.058402877259639e-06
