district,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
Batticaloa,PF,500.0,639.6347086128618,3034.0062491070235,0.21082181646828207,5.1740097702012875,109.95909866747638,0.04705394853997336,634.4606988426605,2924.047150439547,0.21698032425615554,0.03624221232235096,6.59300706676594,,6.59300706676594,0.19394728879234083
Batticaloa,PF,1000.0,785.4964568050901,3779.8380259315973,0.20781220026260064,13.338658538572092,208.97334831672597,0.06382947225574259,772.1577982665183,3570.8646776148707,0.21623832544174557,0.05528632361573784,4.341177512618248,,4.341177512618248,0.1951513189226856
Colombo,PF,5.0,19607.300358522152,21328.594973886567,0.9192963897775797,10.305714237207235,578.7523043284733,0.01780677875514459,19596.994644284947,20749.842669558057,0.9444406377613433,0.027135041245663974,2.739625877090879,,2.739625877090879,0.015460403640161323
Colombo,PF,10.0,20477.68460853201,22565.937753040464,0.907459943949057,,,,20477.68460853201,22565.937753040464,0.907459943949057,,2.7790214363053085,,2.7790214363053085,0.01742850219078669
Colombo,PF,25.0,24393.48059834331,26653.562646638507,0.9152052549875455,2.8319640818150336,102.9868496371362,0.02749830771397682,24390.6486342615,26550.575797001373,0.9186485754864941,0.003863905587500315,2.6518098287457286,,2.6518098287457286,0.016348973393070083
Colombo,PF,50.0,27419.93771223993,30452.791478236326,0.9004080211115003,3.251658538352153,116.92537428764878,0.027809691079993717,27416.686053701575,30335.866103948676,0.9037713299417838,0.003839561781100158,3.41310247224572,,3.41310247224572,0.015778591394369632
Colombo,PF,100.0,30235.408795810392,33213.382225569236,0.9103381459456947,3.712837585782561,128.65242948976785,0.028859444011337967,30231.69595822461,33084.72979607947,0.9137658413582407,0.0038735118457982613,2.7307214572358736,,2.7307214572358736,0.015521456931958428
Colombo,PF,250.0,32197.52572045738,36034.9478653571,0.8935083197778426,16.798289576199483,962.3635094661258,0.017455243690108726,32180.727430881176,35072.58435589096,0.9175465116666244,0.02670639383361819,3.324837551515847,,3.324837551515847,0.016382817344126804
Colombo,PF,500.0,33526.53514072047,37288.0350767407,0.8991231388760801,,,,33526.53514072047,37288.0350767407,0.8991231388760801,,2.7999983061321214,,2.7999983061321214,0.017758296103178133
Colombo,PF,1000.0,34341.62341745494,37859.60541044363,0.9070782181998587,4.311380482795686,145.902085516714,0.0295498208098046,34337.312036972144,37713.703324926915,0.9104730909381911,0.0038537666712307223,2.735019648565109,,2.735019648565109,0.01677225189748025
Galle,PF,5.0,301.50787863424415,749.9267504326597,0.4020497714747386,,,,301.50787863424415,749.9267504326597,0.4020497714747386,,4.552607722473258,,4.552607722473258,0.08798444990110574
Galle,PF,10.0,330.719858509895,815.7716161818569,0.4054074105419339,,,,330.719858509895,815.7716161818569,0.4054074105419339,,6.951250725352782,,6.951250725352782,0.08358072313675786
Galle,PF,25.0,381.9433385001378,943.4436888526883,0.4048395712568866,,,,381.9433385001378,943.4436888526883,0.4048395712568866,,6.39047203500454,,6.39047203500454,0.09024893432546002
Galle,PF,50.0,511.7883362409508,1251.0878494397139,0.4090746596812923,,,,511.7883362409508,1251.0878494397139,0.4090746596812923,,11.763124969780463,,11.763124969780463,0.08340684686785985
Galle,PF,100.0,577.375572424383,1400.7575050090704,0.41218809848221677,,,,577.375572424383,1400.7575050090704,0.41218809848221677,,4.835326520996899,,4.835326520996899,0.08530042877079035
Galle,PF,250.0,613.9839094647926,1500.835221676608,0.40909481640422923,,,,613.9839094647926,1500.835221676608,0.40909481640422923,,5.1507157000639925,,5.1507157000639925,0.08990604260240398
Galle,PF,500.0,634.4548577955354,1545.7146009436872,0.4104605451796787,,,,634.4548577955354,1545.7146009436872,0.4104605451796787,,14.643941733715303,,14.643941733715303,0.08426763211217524
Galle,PF,1000.0,661.5482145064337,1600.9463298824564,0.41322323063447447,,,,661.5482145064337,1600.9463298824564,0.41322323063447447,,5.612629211521867,,5.612629211521867,0.08104514359200658
Gampaha,PF,5.0,3729.428478457907,4546.168844132525,0.8203453515087243,,,,3729.428478457907,4546.168844132525,0.8203453515087243,,2.492125258758234,,2.492125258758234,0.02197142591257271
Gampaha,PF,10.0,4264.853287283318,5220.81130997878,0.8168947380135547,0.6329550101225675,19.606959116433995,0.032282160959474976,4264.220332273195,5201.2043508623465,0.8198524888886932,0.0037555387376207797,3.0757305982683416,,3.0757305982683416,0.022025710631976326
Gampaha,PF,25.0,5717.356065196564,7013.643325696675,0.8151763355643197,,,,5717.356065196564,7013.643325696675,0.8151763355643197,,3.154280049094253,,3.154280049094253,0.02039500274005743
Gampaha,PF,50.0,6082.6194540527995,7490.066103279985,0.8120915583627695,0.9993304107253639,28.77475678731975,0.03472941294036381,6081.620123642073,7461.291346492668,0.8150894853477156,0.0038417226751468795,2.8935120827444116,,2.8935120827444116,0.020674464092149618
Gampaha,PF,100.0,6717.380402669289,8252.172651098579,0.8140135557846128,,,,6717.380402669289,8252.172651098579,0.8140135557846128,,2.9845666812000804,,2.9845666812000804,0.02051237552187664
Gampaha,PF,250.0,7116.078135142955,8766.855067650135,0.8117024953910121,1.117374946223738,33.018106701594974,0.03384127855428373,7114.96076019673,8733.836960948538,0.8146431851212402,0.0037662430195102036,2.72197854096431,,2.72197854096431,0.022158951978973634
Gampaha,PF,500.0,7501.395337848578,9189.740446125532,0.816279347803694,,,,7501.395337848578,9189.740446125532,0.816279347803694,,2.6031360874327194,,2.6031360874327194,0.02265089919816148
Gampaha,PF,1000.0,7896.7087889628065,9677.28529798201,0.8160045452632769,,,,7896.7087889628065,9677.28529798201,0.8160045452632769,,2.8826408786037647,,2.8826408786037647,0.019673416488641137
Hambantota,PF,5.0,735.557243898398,1565.6725695324642,0.4698027277300053,4.902023403544213,158.16675457031374,0.030992754557437645,730.6552204948539,1407.505814962151,0.5191134649163079,0.10102160416436558,2.9108430452666605,,2.9108430452666605,0.04375777420276575
Hambantota,PF,10.0,845.9480268825145,1785.067274579835,0.473902602400031,7.381432550027985,266.4105831470732,0.02770697944065169,838.5665943324864,1518.6566914327616,0.5521765380306914,0.14924400157959333,2.7195808858229302,,2.7195808858229302,0.04337763873163186
Hambantota,PF,25.0,962.9456545887277,2100.552837164678,0.45842486680245087,8.554836004493382,305.06324141224025,0.028042827988354713,954.3908185842342,1795.4895957524384,0.5315490665287183,0.14522997756343706,2.7520085397533385,,2.7520085397533385,0.046418722500702815
Hambantota,PF,50.0,1071.9692609618019,2332.582745045529,0.4595632301742326,9.405856248289677,337.8607220258233,0.027839448728730207,1062.5634047135122,1994.7220230197063,0.5326874584283943,0.14484404583007782,3.3956951685943926,,3.3956951685943926,0.04229201533498272
Hambantota,PF,100.0,1115.7012212500551,2417.635654757825,0.46148443379149917,9.765561036067758,346.0070561497664,0.02822358926645939,1105.9356602139874,2071.6285986080566,0.5338484229060528,0.1431179489220538,3.8224251201637376,,3.8224251201637376,0.04478414476366908
Hambantota,PF,250.0,1219.3345167903979,2636.0390952883376,0.46256313837296237,11.552083204865584,384.8860014739318,0.030014298157445465,1207.7824335855328,2251.1530938144037,0.5365172350579851,0.14600921593381447,3.638327478469925,,3.638327478469925,0.04504073394442322
Hambantota,PF,500.0,1251.4097856757742,2633.602055161879,0.4751704165870474,6.854038749524298,233.81413070729164,0.02931404842295338,1244.55574692625,2399.7879244545884,0.5186107214907777,0.08878111643671233,6.363246774542908,,6.363246774542908,0.04565845155843522
Hambantota,PF,1000.0,1314.1529790928025,2843.7899785754885,0.46211323233900986,11.161798550748431,417.3440514990171,0.026744836809480005,1302.9911805420543,2426.445927076473,0.5369957624038117,0.14675628462129722,4.999071836896922,,4.999071836896922,0.04675134698512678
Kalutara,PF,5.0,3997.4691978973487,6695.058684851588,0.5970775442106468,,,,3997.4691978973487,6695.058684851588,0.5970775442106468,,4.062655170390694,,4.062655170390694,0.040899694702768025
Kalutara,PF,10.0,4712.2340590361,7655.934506739529,0.6155008320523007,,,,4712.2340590361,7655.934506739529,0.6155008320523007,,3.9363612667513665,,3.9363612667513665,0.04246751445020104
Kalutara,PF,25.0,5465.7059815724715,8822.58674767615,0.6195128637315044,,,,5465.7059815724715,8822.58674767615,0.6195128637315044,,3.4224818832479915,,3.4224818832479915,0.04443519239467509
Kalutara,PF,50.0,6452.619412580445,10593.449154122236,0.6091141155918545,,,,6452.619412580445,10593.449154122236,0.6091141155918545,,10.571273039025213,,10.571273039025213,0.039530270262208844
Kalutara,PF,100.0,7642.648895230288,12322.869044427965,0.6202004474506744,,,,7642.648895230288,12322.869044427965,0.6202004474506744,,4.177781696535595,,4.177781696535595,0.04217120599736018
Kalutara,PF,250.0,8013.376897835546,13257.664928583128,0.6044335062774852,,,,8013.376897835546,13257.664928583128,0.6044335062774852,,4.246027867051753,,4.246027867051753,0.040529324746779886
Kalutara,PF,500.0,8126.397226457442,13710.727006325045,0.5927035978988251,,,,8126.397226457442,13710.727006325045,0.5927035978988251,,6.519730487996674,,6.519730487996674,0.04062942381025008
Kalutara,PF,1000.0,8558.744365480095,14183.34658936988,0.6034361715375901,,,,8558.744365480095,14183.34658936988,0.6034361715375901,,4.064660067874847,,4.064660067874847,0.04425884901317695
Kandy,PF,5.0,193.95549271643407,382.10402092820925,0.5075986697163675,,,,193.95549271643407,382.10402092820925,0.5075986697163675,,3.2948025052162597,,3.2948025052162597,0.05562960671928741
Kandy,PF,10.0,259.4883944008644,508.5152093302278,0.510286397810284,,,,259.4883944008644,508.5152093302278,0.510286397810284,,4.955811668002574,,4.955811668002574,0.05824418606474378
Kandy,PF,25.0,332.13316799233564,650.2426647061352,0.5107834136697826,,,,332.13316799233564,650.2426647061352,0.5107834136697826,,3.8721292159331484,,3.8721292159331484,0.05401442678259037
Kandy,PF,50.0,336.69596997560853,661.9510184750262,0.5086418187727454,,,,336.69596997560853,661.9510184750262,0.5086418187727454,,3.7447334112362696,,3.7447334112362696,0.05505551759640408
Kandy,PF,100.0,368.17736362390093,717.8107849281307,0.5129170128876844,,,,368.17736362390093,717.8107849281307,0.5129170128876844,,4.589187538815422,,4.589187538815422,0.05318464075689649
Kandy,PF,250.0,420.78076525513535,811.5192126249545,0.5185099239906722,,,,420.78076525513535,811.5192126249545,0.5185099239906722,,3.449444649549954,,3.449444649549954,0.05560344080700075
Kandy,PF,500.0,440.213504085636,848.6669130925111,0.5187117552179737,,,,440.213504085636,848.6669130925111,0.5187117552179737,,3.368960197392929,,3.368960197392929,0.06022107445561873
Kandy,PF,1000.0,451.014528543736,897.832487285073,0.5023370561111511,,,,451.014528543736,897.832487285073,0.5023370561111511,,4.164543248930903,,4.164543248930903,0.05466824340918355
Kegalle,PF,5.0,573.8135834382175,1342.6909155012524,0.42736088910231573,,,,573.8135834382175,1342.6909155012524,0.42736088910231573,,18.786700768337155,,18.786700768337155,0.052742705584151596
Kegalle,PF,10.0,588.6925417824699,1379.0910100636127,0.42686997267520116,0.7952121535962434,34.5798828101197,0.022996380813746626,587.8973296288736,1344.5111272534928,0.43725731807798723,0.025074402311218495,4.32728139237849,,4.32728139237849,0.0515569058123536
Kegalle,PF,25.0,705.0878872065049,1639.968971385788,0.4299397729523501,,,,705.0878872065049,1639.968971385788,0.4299397729523501,,3.8471848863853073,,3.8471848863853073,0.06002803584465244
Kegalle,PF,50.0,743.641959591223,1729.9277274300125,0.42986880191577737,,,,743.641959591223,1729.9277274300125,0.42986880191577737,,4.602927852984341,,4.602927852984341,0.05297795616615112
Kegalle,PF,100.0,776.5088422535881,1731.1084383036575,0.4485616412421294,,,,776.5088422535881,1731.1084383036575,0.4485616412421294,,3.7696650463994805,,3.7696650463994805,0.053652941849301757
Kegalle,PF,250.0,830.1109051870664,1908.856897615598,0.4348733036111712,,,,830.1109051870664,1908.856897615598,0.4348733036111712,,3.5188228145991416,,3.5188228145991416,0.053741180707194525
Kegalle,PF,500.0,855.9146795801136,1998.257749256362,0.42833046932941277,,,,855.9146795801136,1998.257749256362,0.42833046932941277,,10.964828255771499,,10.964828255771499,0.053868822902185455
Kegalle,PF,1000.0,868.6103985326467,2052.4170955174204,0.4232133908988258,,,,868.6103985326467,2052.4170955174204,0.4232133908988258,,5.853942877788177,,5.853942877788177,0.05432644113599678
Kurunegala,PF,5.0,1135.4327225359505,2616.1022008602836,0.43401695933842827,,,,1135.4327225359505,2616.1022008602836,0.43401695933842827,,3.297252010883126,,3.297252010883126,0.06569146573987635
Kurunegala,PF,10.0,1214.9683614309029,2860.017298023473,0.4248115430177833,,,,1214.9683614309029,2860.017298023473,0.4248115430177833,,5.042573652097758,,5.042573652097758,0.05766980940821945
Kurunegala,PF,25.0,1383.884246119403,3120.33923209094,0.4435044215343413,,,,1383.884246119403,3120.33923209094,0.4435044215343413,,3.9565200645316074,,3.9565200645316074,0.06498323377540392
Kurunegala,PF,50.0,1552.670934544563,3404.2790409506038,0.45609390883274903,,,,1552.670934544563,3404.2790409506038,0.45609390883274903,,3.487434526759347,,3.487434526759347,0.059280106748475586
Kurunegala,PF,100.0,1668.095302197732,3743.8065807272014,0.4455612933597973,,,,1668.095302197732,3743.8065807272014,0.4455612933597973,,3.1824284029561447,,3.1824284029561447,0.06391343184510906
Kurunegala,PF,250.0,1778.792871765542,3913.6120035578615,0.45451436426207886,,,,1778.792871765542,3913.6120035578615,0.45451436426207886,,3.706471738024645,,3.706471738024645,0.058005287548304675
Kurunegala,PF,500.0,1916.928072926755,4280.022923003034,0.44787799210705215,,,,1916.928072926755,4280.022923003034,0.44787799210705215,,3.05754149843419,,3.05754149843419,0.06267216375622757
Kurunegala,PF,1000.0,2107.178014044915,4758.697911140162,0.44280558534972114,,,,2107.178014044915,4758.697911140162,0.44280558534972114,,4.019374195584039,,4.019374195584039,0.06015980351701838
Mannar,PF,5.0,247.51916163276135,1643.212216591478,0.15063128129986242,1.9496872688081992,80.09535563122496,0.024342076434305995,245.56947436395316,1563.1168609602528,0.15710244096087295,0.0487431597833219,8.306464503923332,,8.306464503923332,0.2413048517723166
Mannar,PF,10.0,301.0052489300991,2018.2093159666542,0.1491447128643977,9.573706735954255,247.01636011215243,0.038757379193861984,291.431542194145,1771.192955854502,0.16453969130288545,0.12239382612989273,8.949696238508182,,8.949696238508182,0.2570611155553852
Mannar,PF,25.0,313.3874219235906,2116.7179703738807,0.14805346121204624,2.4276715731678213,102.45159916773169,0.023695789942656597,310.9597503504227,2014.2663712061487,0.15437866351520285,0.0484011571695758,7.887960738047013,,7.887960738047013,0.23147236870023163
Mannar,PF,50.0,317.18006619465547,2131.727723320566,0.14879013990613585,10.275220869496822,271.13983030873885,0.03789639042628571,306.9048453251587,1860.5878930118272,0.1649504688694692,0.12719252432781974,7.399801487879306,,7.399801487879306,0.2272174976672107
Mannar,PF,100.0,342.779839544285,2348.6024276088556,0.14595056000741422,14.406051757642455,359.0115866268022,0.04012698278904785,328.3737877866425,1989.590840982053,0.16504588834182543,0.1528617966184753,14.141270829346741,,14.141270829346741,0.22329544444617902
Mannar,PF,250.0,367.9016864919,2482.514160297221,0.14819721570001143,3.393110309911964,118.4590566609707,0.02864373907368713,364.508576181988,2364.05510363625,0.154187851045148,0.0477173740055477,6.481991705984077,,6.481991705984077,0.2456659580712391
Mannar,PF,500.0,436.00799101643616,2959.57096945979,0.14732135012664374,9.455437642346544,233.14235083923631,0.040556499530480225,426.5525533740895,2726.4286186205536,0.15645102551406803,0.07877572568627803,11.85786871162163,,11.85786871162163,0.24060494204461738
Mannar,PF,1000.0,449.59983386191436,2990.164232954588,0.15035957854985904,13.309088602063644,378.15034789566175,0.03519523035249422,436.2907452598507,2612.013885058926,0.16703232236072443,0.12646474187874643,21.26684119711919,,21.26684119711919,0.22599778272083834
Matale,PF,5.0,73.51739117724023,150.34451959208704,0.4889928237936889,,,,73.51739117724023,150.34451959208704,0.4889928237936889,,3.8709712420332587,,3.8709712420332587,0.066093290296052
Matale,PF,10.0,106.57841357309714,223.20414918148265,0.47749297655950135,,,,106.57841357309714,223.20414918148265,0.47749297655950135,,4.012434163400293,,4.012434163400293,0.05978208717115855
Matale,PF,25.0,152.0223276403024,315.5714275602456,0.48173666676866644,,,,152.0223276403024,315.5714275602456,0.48173666676866644,,3.792139247401773,,3.792139247401773,0.069565662384063
Matale,PF,50.0,158.11017494689787,340.5363121340247,0.46429754864048256,,,,158.11017494689787,340.5363121340247,0.46429754864048256,,3.2922447259847885,,3.2922447259847885,0.0714004221612904
Matale,PF,100.0,180.19879603807374,381.499264116746,0.47234375787139,,,,180.19879603807374,381.499264116746,0.47234375787139,,9.951412678137824,,9.951412678137824,0.061238209676667314
Matale,PF,250.0,219.84501474199104,442.16682431432724,0.4971992529808337,,,,219.84501474199104,442.16682431432724,0.4971992529808337,,3.8318807163114252,,3.8318807163114252,0.070084602097782
Matale,PF,500.0,206.7562282423718,446.49018157381164,0.4630700444824717,,,,206.7562282423718,446.49018157381164,0.4630700444824717,,5.1752878778826075,,5.1752878778826075,0.06612658247380085
Matale,PF,1000.0,229.3746860796442,468.9954597806279,0.48907655990301896,,,,229.3746860796442,468.9954597806279,0.48907655990301896,,3.8442455200841765,,3.8442455200841765,0.06700337001580041
Moneragala,PF,5.0,18.72504001662723,88.0485789924473,0.21266714614705412,,,,18.72504001662723,88.0485789924473,0.21266714614705412,,10.428553576855299,,10.428553576855299,0.20339198490862498
Moneragala,PF,10.0,23.70463824849336,112.09290066250927,0.21147314511793738,,,,23.70463824849336,112.09290066250927,0.21147314511793738,,13.148416118937563,,13.148416118937563,0.1955508149669057
Moneragala,PF,25.0,23.657919833632025,111.03791699668328,0.2130616322200883,,,,23.657919833632025,111.03791699668328,0.2130616322200883,,307.45704593017865,,307.45704593017865,0.19748300247692963
Moneragala,PF,50.0,28.394695774534938,137.38539873539744,0.20667913792806153,,,,28.394695774534938,137.38539873539744,0.20667913792806153,,15.919653664821357,,15.919653664821357,0.21256425219624922
Moneragala,PF,100.0,29.513567091947692,138.17135419448135,0.21360120021988235,,,,29.513567091947692,138.17135419448135,0.21360120021988235,,17.345214071745872,,17.345214071745872,0.20101771320376255
Moneragala,PF,250.0,35.784066023397735,170.49034821438968,0.20988910163054905,,,,35.784066023397735,170.49034821438968,0.20988910163054905,,18.748259602196498,,18.748259602196498,0.20295920387341568
Moneragala,PF,500.0,38.09486494873637,181.75396483366444,0.20959578506911586,,,,38.09486494873637,181.75396483366444,0.20959578506911586,,8.596756874103091,,8.596756874103091,0.18967270632839717
Moneragala,PF,1000.0,43.467653793859554,204.09381070735682,0.2129787946200208,,,,43.467653793859554,204.09381070735682,0.2129787946200208,,14.330517228508569,,14.330517228508569,0.20514859339615601
Mullaitivu,PF,5.0,13.380412066981382,125.21255195023788,0.10686158742534886,,,,13.380412066981382,125.21255195023788,0.10686158742534886,,11.711544510172196,,11.711544510172196,0.3302346488963625
Mullaitivu,PF,10.0,18.742052142343447,174.64182933842508,0.10731708556502036,,,,18.742052142343447,174.64182933842508,0.10731708556502036,,14.012979351586534,,14.012979351586534,0.3137897802705024
Mullaitivu,PF,25.0,22.71366531014524,212.15332707595908,0.10706249872769082,,,,22.71366531014524,212.15332707595908,0.10706249872769082,,65.55414591604698,,65.55414591604698,0.3290784685610846
Mullaitivu,PF,50.0,26.377057181878012,256.1387250705559,0.10297957551952441,0.35187462790040347,16.11430533647184,0.02183616485806548,26.025182553977604,240.0244197340841,0.10842722829123023,0.06291241331053318,31.582743993586682,,31.582743993586682,0.3211466603225561
Mullaitivu,PF,100.0,26.339111271684143,247.66131793105745,0.10635133290785553,,,,26.339111271684143,247.66131793105745,0.10635133290785553,,8.958147192651289,,8.958147192651289,0.3064428062074519
Mullaitivu,PF,250.0,29.0481788785031,277.29903657589745,0.10475398413637309,,,,29.0481788785031,277.29903657589745,0.10475398413637309,,6.295897827588542,,6.295897827588542,0.3216059153972473
Mullaitivu,PF,500.0,28.28146500329593,268.13992922611226,0.10547278462003039,0.2109570721804217,11.47891149295496,0.018377794123588635,28.070507931115507,256.6610177331572,0.10936802237844928,0.04280940748393809,48.86464569437894,,48.86464569437894,0.31009975415776947
Mullaitivu,PF,1000.0,28.565197398058405,261.5035937959829,0.10923443530318783,,,,28.565197398058405,261.5035937959829,0.10923443530318783,,12.318173926888818,,12.318173926888818,0.3321077316206536
Nuwara Eliya,PF,5.0,0.8828603010624673,2.8379501255102255,0.31109084445370255,,,,0.8828603010624673,2.8379501255102255,0.31109084445370255,,6.236289446295641,,6.236289446295641,0.0519395338280381
Nuwara Eliya,PF,10.0,0.8744871579673189,2.7419168805024094,0.3189327744344621,,,,0.8744871579673189,2.7419168805024094,0.3189327744344621,,4.660157334708922,,4.660157334708922,0.06390708055471667
Nuwara Eliya,PF,25.0,0.8776154123408695,2.8178558970644674,0.31144793928431014,,,,0.8776154123408695,2.8178558970644674,0.31144793928431014,,4.457389375029778,,4.457389375029778,0.06410293941331995
Nuwara Eliya,PF,50.0,0.8945643850323802,2.9252919111661813,0.3058034590044581,,,,0.8945643850323802,2.9252919111661813,0.3058034590044581,,4.560737104322162,,4.560737104322162,0.0636052501034053
Nuwara Eliya,PF,100.0,0.8789129607819687,2.7423223374772863,0.32049950830743595,,,,0.8789129607819687,2.7423223374772863,0.32049950830743595,,4.409326956950686,,4.409326956950686,0.0594232727158472
