,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,0.7950000000000005,17130,0,17130.0,2.0787437222686783e-05,0.0,0.017,5905.8651929582875,0.0,5905.8651929582875,2,36346.798828125,0,0.009729778363522642,0.005355220061286038,-1,0.07707129094412331,0.07707129094412331,17108.560000000005,3476.6099999999997,3521.06,5326.0,8.031,86693.16969470159,5622.81,5622.81,0,5913.75,5326.0,11.31
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.8450000000000005,34666,0,34666.0,2.0787437222686783e-05,0.0,0.8450000000000005,40682.19037030431,0.0,40682.19037030431,1,36346.798828125,0,0.006526245786778747,0.009863512317002632,-1,0.0,0.0,32480.309999999998,6343.780000000001,7826.22,20151.0,0.841,234125.31412496668,10846.48,10846.48,0,38742.85,20151.0,352.18
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,71724,0,71724.0,2.0787437222686783e-05,0.0,0.8450000000000005,84171.50585933498,0.0,84171.50585933498,1,36346.798828125,0,0.004589642686662065,0.010283036030289412,-1,0.0,0.0,67201.8,12794.33,15824.17,42177.0,0.827,207602.38608548447,22441.39,22441.39,0,80159.02,42177.0,719.33
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,1.1150000000000009,47901,0,47901.0,2.0787437222686783e-05,0.0,1.1150000000000009,69147.35875924386,0.0,69147.35875924386,1,36346.798828125,0,0.004643500821149795,0.0062542887340686845,-1,0.0,0.0,43956.57,12423.640000000001,15459.22,26873.0,0.853,182000.7859817042,14755.43,14755.43,0,64831.34,26873.0,718.05
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,0.9650000000000006,38133,0,38133.0,2.0787437222686783e-05,0.0,0.9650000000000006,49326.838826250925,0.0,49326.838826250925,1,36346.798828125,0,0.005775933677332382,0.008269451594568347,-1,0.0,0.0,35399.81,8036.19,9991.58,22166.0,0.836,219223.1842901012,11848.79,11848.79,0,46650.71,22166.0,463.46
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,0.7550000000000004,48577,0,48577.0,2.0787437222686783e-05,0.0,0.7550000000000004,52635.476727579546,0.0,52635.476727579546,1,36346.798828125,0,0.005978262876591124,0.012024185117941347,-1,0.0,0.0,45831.03,7562.08,9326.72,28237.0,0.836,329787.92635288625,15278.31,15278.31,0,50387.79,28237.0,419.77
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,33115,0,33115.0,2.0787437222686783e-05,0.0,0.8450000000000005,38862.018522835846,0.0,38862.018522835846,1,36346.798828125,0,0.006551783832808398,0.009295027398896238,-1,0.0,0.0,31027.1,6331.900000000001,7765.32,19025.0,0.855,191700.23957424634,10361.2,10361.2,0,37009.46,19025.0,340.75
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,0.6450000000000004,56196,0,56196.0,2.0787437222686783e-05,0.0,0.6450000000000004,54709.4635334224,0.0,54709.4635334224,1,36346.798828125,0,0.0061043483897546946,0.015053014216434787,-1,0.0,0.0,53470.73,7320.289999999999,8945.41,32286.0,0.833,274247.5348699163,17787.35,17787.35,0,52707.26,32286.0,387.19
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,1.2150000000000007,37138,0,37138.0,2.0787437222686783e-05,0.0,1.2150000000000007,57324.74765507904,0.0,57324.74765507904,1,36346.798828125,0,0.004413495638762264,0.0032477549409118786,-1,0.0,0.0,33818.2,14152.45,17112.5,16316.0,1.039,62352.67197511845,11374.53,11374.53,0,53436.91,16316.0,703.28
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,1.0350000000000006,48879,0,48879.0,2.0787437222686783e-05,0.0,1.0350000000000006,66648.82800929165,0.0,66648.82800929165,1,36346.798828125,0,0.004803528445287457,0.007004179878674082,-1,0.0,0.0,45131.45,11648.060000000001,14446.35,27752.0,0.853,165846.97954492594,15126.48,15126.48,0,62778.4,27752.0,662.9
