,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,pov_line,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
295771,I - Ilocos,EQ,2000,15517172376,helped,a,Pangasinan,1560.002885,0,1560.002885,1387.8945986692834,0,1.0,192932.11000000002,22302.6775,514755.9793866791,47845.55425166697,562601.533638346,2042.8327316466002,135.36056100797728,0.03998039041732496,164161.82194014994,15253.360409253952,179415.18234940388,164161.82194014994,15253.360409253952,179415.18234940388,0.1404050294576076,3,15573.959716184301,5.63268004315001,1010588.3170576072,37218.626563049686,0,0.0,0.00455331544739418,0.0843695484806712,0.0,0.0,0.0,True,440401.7478648076,27135.486235350632,180543.04088836352,26270.95545863734,140420.19244948504,5029.242426814491,137368.7874292545,199203.4078113947,26270.95545863734,153272.1940920049
295784,I - Ilocos,EQ,2000,15521408156,helped,a,Pangasinan,2381.504555,0,2381.504555,0.0,0,1.0,90969.99200000001,22302.6775,248026.62751318424,23053.586432700205,271080.21394588443,970.201459051414,50.530293827704426,0.03998039041732496,79071.91378013081,7349.578619869616,86421.49240000042,79071.91378013081,7349.578619869616,86421.49240000042,0.25523832272929925,3,15573.959716184301,5.63268004315001,486784.6155407227,37218.626563049686,0,0.0,0.006631028849672753,0.018931761949042683,0.0,0.0,0.0,True,186781.21768977953,15480.900786711325,85115.09127394704,3022.532971286477,59546.62404192475,2423.2570150137058,53889.23360989344,101562.95833036889,3022.532971286477,69583.66019340801
295786,I - Ilocos,EQ,2000,15522010124,helped,a,Pangasinan,1875.252595,0,1875.252595,0.0,0,1.0,195089.55000000005,22302.6775,531905.1050324895,49439.53169789867,581344.6367303882,2080.6439782437687,108.36466034002333,0.03998039041732496,169573.5454940407,15761.527005960212,185335.0725000009,169573.5454940407,15761.527005960212,185335.0725000009,0.12880470153503143,3,15573.959716184301,5.63268004315001,1043933.1641665155,37218.626563049686,0,0.0,0.004528068541718398,0.08859922316893822,0.0,0.0,0.0,True,460977.2831234999,27413.55907657434,182533.43206673313,27750.9279962866,146961.46277198708,5196.791933249451,144077.6072581915,203453.6486253436,27750.9279962866,155011.50832981878
295802,I - Ilocos,EQ,2000,15522030398,helped,a,Pangasinan,1125.1515,0,1125.1515,0.0,0,1.0,97415.64800000002,22302.6775,265600.4920881104,24687.042525688015,290287.53461379843,1038.944840448474,54.1106051417068,0.03998039041732496,84674.53442769976,7870.331172300689,92544.86560000046,84674.53442769976,7870.331172300689,92544.86560000046,0.23956349891686848,3,15573.959716184301,5.63268004315001,521275.61756112246,37218.626563049686,0,0.0,0.006407898644636383,0.026914931420994017,0.0,0.0,0.0,True,203529.63175634685,16312.512839868723,91145.89974934477,4553.376271286485,64886.08765639147,2594.9562839150944,59400.396493261556,108158.66721007379,4553.376271286485,74779.27630433434
295804,I - Ilocos,EQ,2000,15522284343,helped,a,Pangasinan,3774.8214849999995,0,3774.8214849999995,9888.74899292092,0,1.0,96981.25,22302.6775,237454.77856560022,22070.953898805743,259525.73246440597,928.8477407968209,48.37649833010154,0.03998039041732496,76096.92069470345,7036.311307497987,83133.23200220145,76096.92069470345,7036.311307497987,83133.23200220145,0.30576524606099054,3,15573.959716184301,5.63268004315001,468262.8968213599,37218.626563049686,0,0.0,0.006422233726256905,0.012823991384028283,0.0,0.0,0.0,True,169057.35516402332,16441.390493981395,90733.967133022,2200.4678718367322,54026.53774606804,2319.968479501379,48265.85877852441,99957.72257867227,2200.4678718367322,74244.2001407105
295808,I - Ilocos,EQ,2000,15523100469,helped,a,Pangasinan,1285.25652,0,1285.25652,473.6190259513332,0,1.0,87149.023,22302.6775,233323.96905626205,21687.00329231094,255010.97234857298,924.3993711628855,59.73264710651447,0.03998039041732496,74403.58098133153,6913.9062675352025,81317.48724886673,74403.58098133153,6913.9062675352025,81317.48724886673,0.2768208376149687,3,15573.959716184301,5.63268004315001,458035.38758579706,37218.626563049686,0,0.0,0.006774835183950468,0.011303940574027099,0.0,0.0,0.0,True,171545.6144126295,14971.7450441767,81551.36761769463,1746.5316835030535,54695.69404427149,2279.6098566327237,48894.6564538592,96382.05712473774,1746.5316835030535,66519.88992641142
295810,I - Ilocos,EQ,2000,15524110213,helped,a,Pangasinan,1473.336,0,1473.336,2951.704871750232,0,1.0,289999.81000000006,22302.6775,782627.0167090895,72743.63948407207,855370.6561931616,3061.3885336317444,159.4440625521461,0.03998039041732496,249622.73731645284,23190.972868555054,272813.7101850079,251234.8774152607,23190.972868555054,274425.85028381576,0.09703664579968284,2,15573.959716184301,5.478910926457752,1503554.7896224575,37218.626563049686,0,0.0,0.0037139079801662644,1.9279317887189982,0.0,0.0,0.0,True,702635.1278919398,261269.05788140965,271333.5530145241,251234.8774152607,224041.89191623908,7646.382275139948,223607.626744334,291788.982775999,251234.8774152607,9905.051070562331
295824,I - Ilocos,EQ,2000,15524508122,helped,a,Pangasinan,931.210539,0,931.210539,0.0,0,1.0,157750.42000000007,22302.6775,430101.22130590474,39977.06125185501,470078.2825577597,1682.4194911435563,87.62422529446602,0.03998039041732496,137118.04667433002,12744.852325670785,149862.8990000008,137118.04667433002,12744.852325670785,149862.8990000008,0.15495171484590842,3,15573.959716184301,5.63268004315001,844129.7604059101,37218.626563049686,0,0.0,0.005035524734516193,0.07313614952267851,0.0,0.0,0.0,True,362075.22978505207,23368.08137702002,147597.47804312748,18882.88462128657,115431.07947134755,4202.152858124452,111552.58488242699,167656.76264084716,18882.88462128657,124141.77244081299
295838,I - Ilocos,EQ,2000,15526130391,helped,a,Pangasinan,4237.538554999999,0,4237.538554999999,0.0,0,1.0,106894.59000000005,22302.6775,274138.6459945328,25480.647111739738,299619.2931062725,1140.0384335826118,126.36430835196248,0.03998039041732496,87396.53317557301,8123.335593773389,95519.8687693464,87396.53317557301,8123.335593773389,95519.8687693464,0.25582719931695636,3,15573.959716184301,5.63268004315001,538032.8585414054,37218.626563049686,0,0.0,0.006117192293595742,0.028597742413796447,0.0,0.0,0.0,True,206310.3404125055,17520.311964913446,100081.75805511471,5297.127063622971,65772.58906679247,2678.3753166070774,60370.31693635454,113150.1135142137,5297.127063622971,82435.08178184931
295843,I - Ilocos,EQ,2000,15528113170,helped,a,Pangasinan,1888.842725,0,1888.842725,9108.05776722358,0,1.0,109393.1,22302.6775,273423.7990810507,25414.203499328676,298838.00258037937,1069.5471347878358,55.70444208180134,0.03998039041732496,87532.7807310457,8102.153095569527,95634.93382661522,87532.7807310457,8102.153095569527,95634.93382661522,0.2652130766077144,3,15573.959716184301,5.63268004315001,538680.9831931473,37218.626563049686,0,0.0,0.006046931248477274,0.028077164435147652,0.0,0.0,0.0,True,203637.56525679215,17921.383568645993,102347.41428145708,5325.893327940175,65040.560483440466,2671.3911560146253,59631.304192410076,113638.64938706814,5325.893327940175,84370.32627072929
295864,I - Ilocos,EQ,2000,15532140556,helped,a,Pangasinan,1724.1303,0,1724.1303,6661.894192103695,0,1.0,128867.19,22302.6775,333188.6341540361,30969.227186928118,364157.8613409642,1303.3282040590996,67.88029072789767,0.03998039041732496,106488.25854583041,9873.117602390872,116361.37614822129,106488.25854583041,9873.117602390872,116361.37614822129,0.21388248981357302,3,15573.959716184301,5.63268004315001,655426.4012235577,37218.626563049686,0,0.0,0.005571329141287867,0.04827146047383682,0.0,0.0,0.0,True,262712.84396208875,20135.224985119887,120569.49517590478,10507.503908341692,83841.7579201576,3255.3024775280815,79016.41295064068,135206.09012325693,10507.503908341692,100366.389900057
295887,I - Ilocos,EQ,2000,15532560988,helped,a,Pangasinan,1459.3165649999999,0,1459.3165649999999,4371.867825402229,0,1.0,122083.61000000002,22302.6775,320937.11111095775,29830.47225469484,350767.5833656526,1255.404133764007,65.38429638482779,0.03998039041732496,102490.86622410204,9510.077824278893,112000.94404838093,102490.86622410204,9510.077824278893,112000.94404838093,0.21449705991305318,3,15573.959716184301,5.63268004315001,630865.4823552762,37218.626563049686,0,0.0,0.005724022263087425,0.04550522344249587,0.0,0.0,0.0,True,252880.01363439223,19323.935862070866,114223.7837773709,9417.395883381603,80676.82365958912,3135.603276452731,75731.77948899685,129973.79892434679,9417.395883381603,94834.46361891521
295891,I - Ilocos,EQ,2000,15532740128,helped,a,Pangasinan,2355.29814,0,2355.29814,0.0,0,1.0,101465.45000000003,22302.6775,240858.60067133085,22387.332458248216,263245.93312957906,1082.1362678948933,194.87307753334147,0.03998039041732496,76786.71720226512,7137.174099630205,83923.89130189533,78754.31618418552,7137.174099630205,85891.49028381573,0.3167790532873286,2,15573.959716184301,5.077518786033524,436115.65547649027,37218.626563049686,0,0.0,0.006278716915758106,0.002751494496934114,0.0,0.0,0.0,True,169395.0085339406,14986.78296133966,95073.56625033531,0.0,54003.82871741573,2353.2243273846148,48276.405597755336,101937.19603273598,500.66642829396005,79891.91021146231
295892,I - Ilocos,EQ,2000,15532740384,helped,a,Pangasinan,1070.590055,0,1070.590055,0.0,0,1.0,79581.14100000003,22302.6775,216975.30781228602,20167.42743537234,237142.73524765836,848.7385500833761,44.20422987257132,0.03998039041732496,69172.62474505257,6429.459204947819,75602.0839500004,69172.62474505257,6429.459204947819,75602.0839500004,0.28914100171686663,3,15573.959716184301,5.63268004315001,425842.34948571894,37218.626563049686,0,0.0,0.007089651947485112,0.002224390416101723,0.0,0.0,0.0,True,157356.79058368242,13941.923294115477,74459.23574336305,317.6808587864689,50165.99508893309,2119.8810063767496,44205.22864826483,89703.52870458197,317.6808587864689,60473.108219375004
