,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,ARMM,EQ,1,153829114,helped,a,0.9310153754994157,822.4791037502216,243302.09000000003,22302.6775,0.5150000000000002,147389,16851,164240.0,1.469079257648868e-06,5372.16843396444,0.5150000000000002,122893.5601727389,5372.16843396444,128265.72860670334,1,15573.959716184301,0,0.004054684583948997,0.0,-1,0.0,0.0,7435.550000000098,35259.93000000005,261402.11,0.0,10.0,7040.486766319554,2410.84,2394.12,16.72,6278.34,0.0,120.37
1,ARMM,EQ,1,153893114,helped,a,0.7499636399729919,0.0,98041.71900000001,22302.6775,0.5650000000000003,54827,6268,61095.0,1.469079257648868e-06,1998.2643014710764,0.5650000000000003,48456.329163489914,1998.2643014710764,50454.59346496099,1,15573.959716184301,0,0.006387406222212573,0.0,-1,0.0,0.0,2069.6999999999935,26642.450000000084,105335.36,0.0,10.0,1583.8205775144133,673.27,667.05,6.22,1855.45,0.0,35.56
2,ARMM,EQ,1,156627419,helped,a,1.628717189054237,0.0,116599.21000000002,22302.6775,0.7550000000000004,44656,5105,49761.0,1.469079257648868e-06,1627.495095566344,0.7550000000000004,47951.79733351827,1627.495095566344,49579.29242908461,1,15573.959716184301,0,0.00585709396839272,0.0,-1,0.0,0.0,560.0500000000039,73967.78999999994,132476.01,0.0,10.0,951.4193365789401,186.23,181.16,5.07,615.27,0.0,11.77
3,ARMM,EQ,1,156642019,helped,a,0.6874904727745614,0.0,21066.311000000005,22302.6775,0.19500000000000006,28408,3247,31655.0,1.469079257648868e-06,1035.1570176893083,0.0,9056.587791351361,1035.1570176893083,10091.744809040669,3,15573.959716184301,0,0.013779572685382052,0.8309104096819656,-1,5.799614643545269,5.799614643545269,28408.0,-8.810729923425242e-13,12574.06,1841.041,10.0,19537.17875265569,9059.81,9056.59,3.22,9059.81,9059.81,0.0
4,ARMM,EQ,1,157025015,helped,a,2.6924615309153936,1370.7984756648525,26179.943,22302.6775,0.8450000000000005,8566,979,9545.0,1.469079257648868e-06,312.1092455552303,0.8450000000000005,9969.151051118668,312.1092455552303,10281.260296673898,1,15573.959716184301,0,0.012360773468492348,0.0,-1,0.0,0.0,63.77000000000325,42420.15000000003,48605.82,0.0,10.0,182.73134043074833,21.64,20.67,0.97,76.41,0.0,1.46
5,ARMM,EQ,1,157260118,helped,a,2.324508889247561,0.0,23040.299000000003,22302.6775,0.3950000000000002,18647,2132,20779.0,1.469079257648868e-06,679.69041013662,0.398,6786.6488736790825,679.69041013662,7466.339283815702,2,15573.959716184301,0,0.013176071421869688,0.5701865495987273,-1,5.799614643545269,5.799614643545269,4202.07,4401.359999999989,7493.85,5196.0,9.446,9858.375188304533,1352.07,1349.95,2.12,3037.37,3037.37,0.0
6,ARMM,EQ,1,157260240,helped,a,2.324508889247561,0.0,18463.852000000006,22302.6775,0.20500000000000004,24661,2819,27480.0,1.469079257648868e-06,898.7088490502495,0.0,7862.028707494928,898.7088490502495,8760.737556545178,3,15573.959716184301,0,0.014718679224862093,0.6223822930424279,-1,5.799614643545269,5.799614643545269,24661.0,-7.865708084864309e-12,15893.59,2172.9939999999997,10.0,57345.11346345816,7864.83,7862.03,2.8,7864.83,7864.83,0.0
7,ARMM,EQ,1,157260362,helped,a,1.367358197352658,0.0,25606.150000000012,22302.6775,0.2350000000000001,31195,3566,34761.0,1.469079257648868e-06,1136.855535903934,0.006,9945.094908166915,1136.855535903934,11081.95044407085,3,15573.959716184301,0,0.012498498805629702,0.8759910461828005,-1,5.799614643545269,4.258188824662824,30891.83000000005,3.169020601490047e-12,8328.39,1416.473,10.0,42260.25811259305,9853.12,9849.58,3.54,10038.49,10038.49,0.0
8,ARMM,EQ,1,157260484,helped,a,1.6408297443192739,0.0,25441.725000000002,22302.6775,0.3050000000000001,25943,2966,28909.0,1.469079257648868e-06,945.5730565033842,0.307,8922.192227312316,945.5730565033842,9867.765283815701,2,15573.959716184301,0,0.012538821464144603,0.8873465394093047,-1,5.529865125240841,5.799614643545269,9025.239999999989,6150.629999999996,8274.91,8011.0,10.757,14911.882981305776,2897.29,2894.35,2.94,5684.48,5684.48,0.0
9,ARMM,EQ,1,157640114,helped,a,0.9211675381074722,0.0,32336.271000000008,22302.6775,0.7150000000000004,13982,1598,15580.0,1.469079257648868e-06,509.4490034701307,0.7150000000000004,14454.649378297483,509.4490034701307,14964.098381767613,1,15573.959716184301,0,0.011122054727009101,0.06414815248779451,-1,0.0,0.0,221.13000000000252,707.7500000000028,10517.37,0.0,3.473,211.1083822629976,73.07,71.48,1.59,233.37,0.0,4.47
